,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
384,Koritar,Endre Laszlo,,,,,no profiles found with current query
385,Korkuczanska,Svetlana,,,,,no profiles found with current query
386,Korman,Lorne M.,The University of British Columbia,23111139300,,PSYC (8); MEDI (3),
387,Korn,Miriam,,,,,no profiles found with current query
388,Kosaka,Brenda Dale,,,,,no profiles found with current query
389,Kot,Sarina,BC Children's Hospital,,,PSYC (1); HEAL (1),!!! profile for Sarina Kot does not pass addition condition
390,Krausz,Michael R.,"University of British Columbia, Faculty of Medicine",57195119591,,MEDI (401); PSYC (75); NEUR (40),
391,Krawchuk,Jayson,,,,,no profiles found with current query
392,Krell,Robert,The University of British Columbia,56968821100,,MEDI (32); PSYC (18); SOCI (7),
393,Krishnamoorthy,Ashok,The University of British Columbia,56800162200,,MEDI (12); NURS (3); SOCI (1),
394,Kunar,Satnam,,,,,no profiles found with current query
395,Kundi,Pardeep Singh,Vancouver General Hospital,,,MEDI (1),!!! profile for Pardeep Kundi does not pass addition condition
396,Kunkel,Lucinda,BC Mental Health and Substance Use Services,,,MEDI (1); PSYC (1),!!! profile for Lucinda Kunkel does not pass addition condition
397,Laban,Premakanthie,,,,,no profiles found with current query
398,Lachowski,Chris,University of Alberta,,,MEDI (7); IMMU (2),!!! profile for Christopher Lachowski does not pass addition condition
399,Lacroix,Robert,,,,,no profiles found with current query
400,Lafleur,Daniel L.,The University of British Columbia,6701721002,,AGRI (2); PSYC (2); MEDI (2),
401,Lai,Constantine,,,,,no profiles found with current query
402,Laidlaw,Jennifer,The University of British Columbia,57185252300,,MEDI (4); SOCI (1); COMP (1),
403,Lalani,Roberta,,,,,no profiles found with current query
404,Lam,Raymond W.,The University of British Columbia,21742966400,0000-0001-7142-4669,MEDI (686); NEUR (198); PSYC (130),
405,LaMarre,Amanda K.,"University of California, San Francisco",,,MEDI (17); NEUR (4); BIOC (4),!!! profile for Amanda Lamarre does not pass addition condition
406,Lamba,Rakesh,,,,,no profiles found with current query
407,Lament,Richard,The University of British Columbia,57191807707,,PHAR (1); MEDI (1),
408,Lane,Carol J.,The University of British Columbia,7101975482,,MEDI (9); NEUR (6); PHAR (2),
409,Lange,Rael T.,Defense Health Agency,,,MEDI (251); PSYC (131); NEUR (45),!!! profile for Rael Lange does not pass addition condition
410,Langheimer,Verena,"University of British Columbia, Faculty of Medicine",56841650700,,MEDI (3); MULT (1),
411,Langill,Michelle,,,,,no profiles found with current query
412,Lari,Harris,,,,,no profiles found with current query
413,Lau,Mark A.,The University of British Columbia,7102344927,,PSYC (38); MEDI (25); SOCI (3),
414,Lawrence,Julie,,,,,no profiles found with current query
415,Lax,Stuart,The University of British Columbia,,, (),!!! profile for Stuart Lax does not pass addition condition
416,Lazar,Susan,,,,,no profiles found with current query
417,Lee,Jerome,,,,,no profiles found with current query
418,Lee,Harrison J.,"University of British Columbia, Faculty of Medicine",58412531300,,MEDI (1); PSYC (1),
419,Lee,Hella,,,,,no profiles found with current query
420,Lee,Danny S.,The University of British Columbia,57218697032,,MEDI (1),
421,Leising,Julie,The University of British Columbia,57222409019,,MEDI (4),
422,Leong,Kawai,Vancouver General Hospital,,,MEDI (6); NEUR (2),!!! profile for Kawai Leong does not pass addition condition
423,Leung,Alexander Leigh-Yin,,,,,no profiles found with current query
424,Leung,Aldrich,The University of British Columbia,57191493038,,MEDI (2); PSYC (1),
425,Levin,Alexander,Vancouver General Hospital,,,PSYC (2); MEDI (1),!!! profile for Alexander Levin does not pass addition condition
426,Levy,J Mark,,,,,no profiles found with current query
427,Lewis,Jennifer,,,,,no profiles found with current query
428,Li,Jennifer,,,,,multiple profiles; no best match
429,Li,Xiang,,,,,multiple profiles; no best match
430,Liang,Raymond,,,,,no profiles found with current query
431,Lilla,Mogamad Nizaar,,,,,no profiles found with current query
432,Lilley,Christine M.,Compass Clinic,,,MEDI (15); NEUR (2); PSYC (1),!!! profile for Christine Lilley does not pass addition condition
433,Lin,Daniel,The University of British Columbia,57199777301,,PSYC (2),
434,Liu,Sarah Y.,Concordia University,,,MEDI (4); PSYC (2); NEUR (2),!!! profile for Sarah Liu does not pass addition condition
435,Liu,Cindy,The University of British Columbia,57210800001,,SOCI (3); MEDI (2); NURS (1),
436,Livesley,W. John,The University of British Columbia,7006261608,,MEDI (159); PSYC (117); NEUR (24),
437,Lo,Theresa,,,,,no profiles found with current query
438,Locke,Bradley,,,,,no profiles found with current query
439,Lockhart,Olivia,,,,,no profiles found with current query
440,Loewen,Karen,,,,,no profiles found with current query
441,Louw,Johannes,,,,,no profiles found with current query
442,Lu,Shao-Hua,,,,,no profiles found with current query
443,Luckhurst,Jessica,,,,,no profiles found with current query
444,Ludgate,Sacha,,,,,no profiles found with current query
445,Ma,Annie,The University of British Columbia,57203804174,,PSYC (2); MEDI (1),
446,MacBeath,Lyn,,,,,no profiles found with current query
447,Macfadden,Megan,BC​ Children​'​​s Hospital,,,MEDI (1),!!! profile for Megan MacFadden does not pass addition condition
448,MacInnes,Leah,,,,,no profiles found with current query
449,MacVicar,Brian Archibald,Djavad Mowafaghian Centre for Brain Health,7006717711,0000-0003-4596-4623,NEUR (168); BIOC (96); MEDI (82),
450,Mah,Janet W.T.,BC​ Children​'​​s Hospital,,,MEDI (14); PSYC (13); SOCI (4),!!! profile for Janet Mah does not pass addition condition
451,Mahal,Daljeet,"University of British Columbia, Faculty of Medicine",56104205700,,MEDI (2); PSYC (1),
452,Mahoney,Catherine,,,,,no profiles found with current query
453,Malomo,Oluseyi,,,,,no profiles found with current query
454,Manjunath,Chinnapalli Veeraiah,,,,,no profiles found with current query
455,Mansoor,Soudeh,Vancouver General Hospital,,,MEDI (2); BIOC (1),!!! profile for Soudeh Mansoor does not pass addition condition
456,Marshall,Jeanine Celeste,,,,,no profiles found with current query
457,Martin,Nicole,The University of British Columbia,55780320000,,MEDI (2); NEUR (1),
458,Maskall,Doug,,,,,no profiles found with current query
459,Mathew,Nickie,Vancouver General Hospital,,,MEDI (37); PSYC (5); NURS (4),!!! profile for Nickie Mathew does not pass addition condition
460,Mathias,Steve M.,Foundry,,,MEDI (79); NURS (8); SOCI (6),!!! profile for Steven Mathias does not pass addition condition
461,Matos,Meghan,,,,,no profiles found with current query
462,McConnell,Melanie C.,The University of British Columbia,57220525089,,PSYC (2); MEDI (1); NEUR (1),
463,McDermid,Joanna,The University of British Columbia,56533500400,,MEDI (3); PSYC (1),
464,McDermit,Dale,,,,,no profiles found with current query
465,McDonald,Patrick J.,The University of British Columbia,9943286500,,MEDI (210); NEUR (40); BIOC (6),
466,McFadden,Connor,,,,,no profiles found with current query
467,McGarvey,Kathleen A.,The University of British Columbia,6602697028,,MEDI (8); BIOC (4); NEUR (2),
468,McGeer,Edith G.,The University of British Columbia,35454223400,,NEUR (338); MEDI (247); BIOC (235),
469,McGregor,Fiona,,,,,no profiles found with current query
470,McIntosh,Diane,Tellus,,,MEDI (31); PHAR (3); NEUR (3),!!! profile for Diane McIntosh does not pass addition condition
471,McKay,Joanna,,,,,no profiles found with current query
472,McMillan,Janette,The University of British Columbia,57197990761,,MEDI (1),
473,Megahed Gheis,Mohamed,,,,,no profiles found with current query
474,Mehra,Atul,,,,,no profiles found with current query
475,Meldrum,Lee Anne,,,,,no profiles found with current query
476,Mendoza,Valentina,The University of British Columbia,7004437254,,MEDI (2),
477,Menon,Mahesh,"University of British Columbia, Faculty of Medicine",9637177400,,MEDI (106); NEUR (53); PSYC (27),
478,Mestelman,Bryan,,,,,no profiles found with current query
479,Meston,Cindy May,The University of Texas at Austin,,,MEDI (289); PSYC (183); BIOC (47),!!! profile for Cindy May Meston does not pass addition condition
480,Miao,Sheena W.,University of Victoria,,,PSYC (3); SOCI (1),!!! profile for Sheena Miao does not pass addition condition
481,Michalak,Erin E.,"University of British Columbia, Faculty of Medicine",7006410152,,MEDI (212); PSYC (51); NEUR (35),
482,Miki,Nancy Patricia Hana,,,,,no profiles found with current query
483,Milanese,Paul,,,,,no profiles found with current query
484,Millar,Grant,,,,,no profiles found with current query
485,Miller,Marian,,,,,no profiles found with current query
486,Miller,Ashley,,,,,no profiles found with current query
487,Miller,Debra,,,,,no profiles found with current query
488,Minnes,Yoram,,,,,no profiles found with current query
489,Minnings,Atlantis,,,,,no profiles found with current query
490,Miranda,Charmaine A.,The University of British Columbia,22634815700,,MEDI (2); BIOC (1),
491,Miremadi,Saman,,,,,multiple profiles; no best match
492,Mirmiran,Jamaluddin,,,,,no profiles found with current query
493,Misri,Nicholas,,,,,no profiles found with current query
494,Mithani,Akber,"University of British Columbia, Faculty of Medicine",22035440500,,MEDI (6); NURS (2); DENT (1),
495,Mohajerani,Majid H.,Canadian Centre for Behavioural Neuroscience,,,MEDI (87); NEUR (78); BIOC (48),!!! profile for Majid Mohajerani does not pass addition condition
496,Molgat,Carmen V.,"University of British Columbia, Faculty of Medicine",12040705800,,MEDI (4); PSYC (2); NEUR (2),
497,Moniwa,Emiko,,,,,no profiles found with current query
498,Montalbetti,David J.,The University of British Columbia,6507044801,,MEDI (2),
499,More,Susan,,,,,no profiles found with current query
500,Moretti,Jessica,,,,,no profiles found with current query
501,Morgan,David,,,,,no profiles found with current query
502,Morris,Emily M.,"University of British Columbia, Faculty of Medicine",56768908600,,MEDI (55); BIOC (9); MULT (1),
503,Mulvey,Michael,,,,,no profiles found with current query
504,Murley,Nolan,,,,,no profiles found with current query
505,Murphy,Timothy H.,"University of British Columbia, Faculty of Medicine",7401632487,0000-0002-0093-4490,NEUR (184); BIOC (112); MEDI (107),
506,Murray,Christopher,,,,,multiple profiles; no best match
507,Murray,Candice,BC​ Children​'​​s Hospital,,,PSYC (14); MEDI (7); NEUR (2),!!! profile for Candice Murray does not pass addition condition
508,Musacchio,Mafalda,,,,,no profiles found with current query
509,Na,Jennifer Jiwon,The University of British Columbia,56091092700,,PSYC (12); MEDI (9); SOCI (4),
510,Naccarato,Saverio,,,,,no profiles found with current query
511,Naidoo,Smita,,,,,no profiles found with current query
512,Narang,Paminder,,,,,no profiles found with current query
513,Narang,Satinder,,,,,no profiles found with current query
514,Nazif,Anna,,,,,no profiles found with current query
515,Neelakant,Harish,,,,,no profiles found with current query
516,Neilson,Heather,,,,,no profiles found with current query
517,Nerenberg,Lucila,The University of British Columbia,57214934599,,MEDI (1),
518,Neufeld,Andrew,,,,,no profiles found with current query
519,Newman,Jill,,,,,no profiles found with current query
520,Ngan,Elton T.C.,The University of British Columbia,6603918292,,NEUR (39); MEDI (27); PSYC (12),
521,Nicholls,Tonia Lee,,,,,no profiles found with current query
522,Nolan,Sean,,,,,no profiles found with current query
523,Northcott,Colleen J.,The University of British Columbia,6603126420,,MEDI (11); SOCI (2); NEUR (2),
524,Nunez,Carlos,The University of British Columbia,57200697785,,MEDI (2),
525,Ocana,Michael,,,,,no profiles found with current query
526,O'Donnell,Katherine,,,,,no profiles found with current query
527,Ogrodniczuk,John S.,The University of British Columbia,7003941225,,MEDI (319); PSYC (200); SOCI (53),
528,Ogunremi,Stephen,,,,,no profiles found with current query
529,Ohiaeri,Onyema,,,,,no profiles found with current query
530,Ohiaeri,Chinweoke,,,,,no profiles found with current query
531,Okorie,Eugene,,,,,no profiles found with current query
532,O'Neill,Ryan,The University of British Columbia,57211911054,,MEDI (1),
533,Ono,Erika,The University of British Columbia,57208317891,,MEDI (1),
534,Orujy Jukar,Taiebeh,,,,,no profiles found with current query
535,Oshun,Anthony,,,,,no profiles found with current query
536,Oswald,Tyler,,,,,no profiles found with current query
537,Otasowie,Aiwuyo,,,,,no profiles found with current query
538,Padmanabhan,Jayaraj,,,,,no profiles found with current query
539,Pakrasi,Sanjeet,,,,,no profiles found with current query
540,Palmer,Karen,,,,,no profiles found with current query
541,Pande,Suniti,,,,,no profiles found with current query
542,Panenka,William J.,The University of British Columbia,55305981100,0000-0001-7143-6512,MEDI (143); NEUR (31); PSYC (23),
543,Parmar,Varinderjit,,,,,no profiles found with current query
544,Passmore,Michael J.,Providence Health Care Canada,,,MEDI (21); NEUR (12); PSYC (7),!!! profile for Michael Passmore does not pass addition condition
545,Patrick,Lance,,,,,no profiles found with current query
546,Pattison,Mark,,,,,no profiles found with current query
547,Patton,Sheila W.,St. Paul's Hospital,,,MEDI (3),!!! profile for Sheila Patton does not pass addition condition
548,Paulsen,Eric,,,,,no profiles found with current query
549,Pavlidis,Paul,Michael Smith Laboratories,,,BIOC (160); MEDI (115); NEUR (60),!!! profile for Paul Pavlidis does not pass addition condition
550,Penner,Erika K.,BC​ Children​'​​s Hospital,,,MEDI (8); SOCI (4); PSYC (3),!!! profile for Erika Penner does not pass addition condition
551,Penner,Courtney,,,,,no profiles found with current query
552,Perel-Panar,Carina,The University of British Columbia,57190869718,,MEDI (3),
553,Persaud,Rainer,The University of British Columbia,57156090400,,MEDI (1); NEUR (1),
554,Phaterpekar,Hem,,,,,no profiles found with current query
555,Phillips,Anthony G.,"University of British Columbia, Faculty of Medicine",7401658611,,NEUR (322); PHAR (160); BIOC (140),
556,Piper,Emily,,,,,no profiles found with current query
557,Pipher,Bruce,,,,,no profiles found with current query
558,Pitcher,Amanda,,,,,no profiles found with current query
559,Ploesser,Markus,UCR School of Medicine,,,MEDI (4); NEUR (4); PSYC (2),!!! profile for Markus Ploesser does not pass addition condition
560,Poitras,Susan,BC Women’s Hospital + Health Centre,,,MEDI (1); NURS (1),!!! profile for Susan Poitras does not pass addition condition
561,Porter,Kathryn,,,,,no profiles found with current query
562,Poyner-Del Vento,Patrick,,,,,no profiles found with current query
563,Prenger,Jeremy L,,,,,no profiles found with current query
564,Pretorius,Francois,,,,,no profiles found with current query
565,Price,Kelly J.,The University of British Columbia,7201789498,0000-0003-0371-5100,PSYC (7); MEDI (4),
566,Proulx,Francois,,,,,no profiles found with current query
567,Prystawa,Barbara,,,,,no profiles found with current query
568,Puddester,Derek,,,,,no profiles found with current query
569,Pullmer,Lewis,,,,,no profiles found with current query
570,Rai,Santoch,,,,,no profiles found with current query
571,Raina,Raj,,,,,no profiles found with current query
572,Ramirez,Saby,,,,,no profiles found with current query
573,Ramperti,Nicolas,,,,,no profiles found with current query
574,Ramsden,Katherine,McMaster University,,,MEDI (7),!!! profile for Katherine Ramsden does not pass addition condition
575,Randhawa,Ramandeep S.,UBC Hospital,55524284000,,PSYC (2),
576,Rasool Javaheri,Khodadad,,,,,no profiles found with current query
577,Ratti,Paul,,,,,no profiles found with current query
578,Raudzus,Julia,"St. Paul's Hospital, Vancouver",,,MEDI (8); PSYC (1),!!! profile for Julia Raudzus does not pass addition condition
579,Raymond,Lynn A.,Djavad Mowafaghian Centre for Brain Health,7102737545,,NEUR (116); BIOC (101); MEDI (93),
580,Reddy,Dorothy,The Bellevue Clinic,,,MEDI (4),!!! profile for Dorothy Reddy does not pass addition condition
581,Reinbold,Siri,,,,,no profiles found with current query
582,Reiner,Ethan,The University of British Columbia,56226477000,,IMMU (6); MEDI (3),
583,Reiner,Peter B.,The University of British Columbia,7006024841,,NEUR (100); MEDI (40); BIOC (32),
584,Reynolds,Vernon,,,,,no profiles found with current query
585,Rezazadeh-Azar,Pouya,The University of British Columbia,57888434100,,MEDI (5); PHAR (2); CHEM (1),
586,Richford,Carole M.,The University of British Columbia,55389964900,,PHAR (1),
587,Riou,Kylie,,,,,no profiles found with current query
588,Rivera,Karen,,,,,no profiles found with current query
589,Rizzardo,Tyson,,,,,no profiles found with current query
590,Robertson,Christopher,,,,,no profiles found with current query
591,Robertson,Heather I.,The University of British Columbia,57209248698,,MEDI (1); SOCI (1),
592,Robichaud,Melisa,The University of British Columbia,6701686589,,PSYC (19); MEDI (9); ARTS (1),
593,Robinson-Anagor,Jason,,,,,no profiles found with current query
594,Rogers,Jenny,The University of British Columbia,56896309600,,MEDI (2),
595,Rose,Riley,,,,,no profiles found with current query
596,Rosenauer,Helen,,,,,no profiles found with current query
597,Rosin,Richard,,,,,no profiles found with current query
598,Roth,Victoria,,,,,no profiles found with current query
599,Rothbart,Rachel,The University of British Columbia,56163378500,,MEDI (5); PHAR (1),
600,Routledge,Robin,,,,,no profiles found with current query
601,Roy,Chunilal,,,,,no profiles found with current query
602,Rozylo,Jennifer,The University of British Columbia,57215298733,,MEDI (2),
603,Rusak,Anysia,,,,,no profiles found with current query
604,Russel,Jennifer,BC Children's Hospital,,,MEDI (3); NURS (1),!!! profile for Jennifer Russel does not pass addition condition
605,Rutherford,Patricia,,,,,no profiles found with current query
606,Ryan,Deirdre T.,The University of British Columbia,16736851400,,MEDI (38); PSYC (4); NURS (3),
607,Ryan,Jane,The University of British Columbia,57213570991,,NEUR (3); BIOC (3); MEDI (2),
608,Saari,Carol Ann,The University of British Columbia,6603390537,,IMMU (1),
609,Sadrehashemi,Ladan,,,,,no profiles found with current query
610,Saini,Mandeep,,,,,no profiles found with current query
611,Saleh,Karim,,,,,no profiles found with current query
612,Salih,Tamara,The University of British Columbia,57208316005,,MEDI (2); PSYC (1),
613,Saran,Kelly,The University of British Columbia,56418275000,,MEDI (4); PSYC (1),
614,Sassi,Roberto Britto,"University of British Columbia, Faculty of Medicine",7003544009,0000-0001-8862-0930,MEDI (118); NEUR (65); PSYC (48),
615,Sayyaparaju,Kiran,,,,,no profiles found with current query
616,Scamvougeras,Anton,The University of British Columbia,6507091183,,MEDI (10); PSYC (5); NEUR (2),
617,Schacher,Candice,,,,,no profiles found with current query
618,Schaffer,Nathan,,,,,no profiles found with current query
619,Schenk,Christian Hans,,,,,no profiles found with current query
620,Scherrer,Martin,,,,,no profiles found with current query
621,Schertzer,Stephen,,,,,no profiles found with current query
622,Schlamp,William G,,,,,no profiles found with current query
623,Scholtens,Martina,Médecin de famille à la Bridge Refugee Clinic à Vancouver (C.-B.) pendant 12 ans et elle termine actuellement une formation additionnelle sur la santé publique et la médecine préventive à l'Université de la Colombie-Britannique,,,MEDI (2),!!! profile for Martina Scholtens does not pass addition condition
624,Schovanek,Stefan,,,,,no profiles found with current query
625,Schütz,Christian G. G.,The University of British Columbia,7006895707,,MEDI (178); PSYC (25); PHAR (22),
626,Schultz,Krista,"University of British Columbia, Faculty of Medicine",56841227000,,MEDI (5); NEUR (2),
627,Schuster,Lidia,,,,,no profiles found with current query
628,Seamans,Jeremy Keith,Djavad Mowafaghian Centre for Brain Health,7003907622,,NEUR (76); BIOC (22); MEDI (21),
629,Seethapathy,Vijayakumar,,,,,no profiles found with current query
630,Segal,Barry Michael,,,,,no profiles found with current query
631,Sehrbrock,Joachim,The University of British Columbia,57217292942,,MEDI (2); PSYC (2),
632,Sekhon,Rose,,,,,no profiles found with current query
633,Selles,Robert R.,"University of British Columbia, Faculty of Medicine",55207578400,0000-0002-4061-6147,MEDI (64); PSYC (29); NEUR (4),
634,Selvaraj,Madhavan,,,,,no profiles found with current query
635,Sethi,Berjinder,,,,,no profiles found with current query
636,Setton-Markus,Judith,,,,,no profiles found with current query
637,Shabbits,Michael,,,,,no profiles found with current query
638,Shakeri,Anyssa,,,,,no profiles found with current query
639,Sharan,Richa,,,,,no profiles found with current query
640,Sheldon,Leslie James,,,,,no profiles found with current query
641,Sherazi,Syed Abdul Rafay,,,,,no profiles found with current query
642,Sherwood,Megan,The University of British Columbia,36743693400,,MEDI (5); NEUR (4); PSYC (3),
643,Shete,Shilpa,,,,,no profiles found with current query
644,Shetty,Maithili,,,,,no profiles found with current query
645,Shoja,Sheila,,,,,no profiles found with current query
646,Shrikhande,Satish,,,,,no profiles found with current query
647,Shulman,Barbara,"University of British Columbia, Faculty of Medicine",15770130600,,MEDI (7); PSYC (1),
648,Shurshilova,Elena,,,,,no profiles found with current query
649,Sidhu,Kanwar Ajit,,,,,no profiles found with current query
650,Sidhu,Fulroop Kaur,,,,,no profiles found with current query
651,Sidhu,Jesse A.,The University of British Columbia,57221512425,,MEDI (6); PSYC (2); NEUR (1),
652,Sinai,Joanne,The University of British Columbia,57748774300,,MEDI (8); HEAL (1); PHAR (1),
653,Singh,Kulbir I.,Vancouver General Hospital,,,MEDI (2),!!! profile for Kulbir Singh does not pass addition condition
654,Singh,Gunpreet,,,,,no profiles found with current query
655,Singh,Barinder,BC Mental Health &amp; Substance Use Services,,,SOCI (1),!!! profile for Barinder Singh does not pass addition condition
656,Singh,Pulkit,The University of British Columbia,57194687130,,MEDI (2),
657,Singh,Vineet,,,,,no profiles found with current query
658,Slater,Jennifer,,,,,no profiles found with current query
659,Slomp,Caitlin,The University of British Columbia,57200679051,,MEDI (28); BIOC (3); MULT (1),
660,Smit,Martina,,,,,no profiles found with current query
661,Smith,Erin K.,The University of British Columbia,57194940998,,MEDI (3),
662,Smith,Jeanette,,,,,no profiles found with current query
663,Smith,David J.W.,The University of British Columbia,57717164200,,MEDI (1),
664,Smith,Geoffrey,,,,,multiple profiles; no best match
665,Smith,Karolina,,,,,no profiles found with current query
666,Smith,Kevin,,,,,multiple profiles; no best match
667,Sodipo,Temitayo,,,,,no profiles found with current query
668,Sojat,Alexander,,,,,no profiles found with current query
669,Solomons,Kevin,The University of British Columbia,6701822044,,MEDI (17); PSYC (5); NEUR (2),
670,Soma,Rahul,The University of British Columbia,22952080700,,MEDI (1),
671,Son,Gyung Won,,,,,no profiles found with current query
672,Song,Weihong,The University of British Columbia,7401655359,0000-0001-9928-889X,MEDI (172); BIOC (170); NEUR (124),
673,Spencer,Steven,,,,,no profiles found with current query
674,Spivack,Adam,,,,,no profiles found with current query
675,Srikameswaran,Sujatha,,,,,no profiles found with current query
676,Srivastava,Raman,"University of British Columbia, Faculty of Medicine",56602199200,,MEDI (11); NURS (1); SOCI (1),
677,Stanford,Elizabeth A.,The University of British Columbia,56249385200,,MEDI (11),
678,Stark,Carolyn,,,,,no profiles found with current query
679,Steinberg,Carolyn,,,,,no profiles found with current query
680,Stephen,Petra,,,,,no profiles found with current query
681,Stevenson,Ronald W.D.,The University of British Columbia,7402603331,,MEDI (10); PSYC (2); PHAR (1),
682,Stevenson,Kevin,,,,,no profiles found with current query
683,Stewart,S. Evelyn,The University of British Columbia,57945579000,,MEDI (10); NEUR (2); PSYC (2),
684,Steyn,Janus,,,,,no profiles found with current query
685,Stingu-Baxter,Miroslava,,,,,no profiles found with current query
686,Sun,Warren D,,,,,no profiles found with current query
687,Superstein-Raber,Lynn,,,,,no profiles found with current query
688,Syed,Mujahid Ali,,,,,no profiles found with current query
689,Szasz,George,UBC Hospital,7102044594,,MEDI (17); PSYC (6); BIOC (2),
690,Szumilas,Magdalena,,,,,no profiles found with current query
691,Tam,Edwin M.,The University of British Columbia,7005275683,,MEDI (43); PSYC (19); NEUR (18),
692,Tang,Betty,,,,,no profiles found with current query
693,Tarzwell,Robert,"University of British Columbia, Faculty of Medicine",8839388900,,MEDI (22); NEUR (5); PSYC (4),
694,Tavares,John,,,,,no profiles found with current query
695,Taylor,Christine G.,St. Paul's Hospital,,,NEUR (3); MEDI (1); PSYC (1),!!! profile for Christine Taylor does not pass addition condition
696,Taylor,Steven,"University of British Columbia, Faculty of Medicine",55628531401,,PSYC (271); MEDI (228); NEUR (27),
697,Telio,Summer,The University of British Columbia,55760632800,,MEDI (4); SOCI (2),
698,Tesler-Mabe,Carlos,,,,,no profiles found with current query
699,Tham,Joseph Chun Wearn,"University of British Columbia, Faculty of Medicine",56062535000,,MEDI (20); NEUR (7); PSYC (1),
700,Thibeault,Amy,,,,,no profiles found with current query
701,Thompson,Darren,The University of British Columbia,57203922653,,MEDI (1),
702,Thomson,Katharine,The University of British Columbia,57190261926,,SOCI (4); MEDI (2),
703,Thorpe,Marilyn,The University of British Columbia,57194687339,,MEDI (2),
704,To,Sharon,BC​ Children​'​​s Hospital,,,MEDI (20); IMMU (6); PSYC (5),!!! profile for Sharon To does not pass addition condition
705,To,Agnes Shuk Ling,,,,,no profiles found with current query
706,To,Ai Van Shelly,,,,,no profiles found with current query
707,Tomita,Todd,,,,,no profiles found with current query
708,Torbicki,Karl,St. Paul's Hospital,,,MEDI (4); IMMU (1),!!! profile for Karl Torbicki does not pass addition condition
709,Trueman,Karen,,,,,no profiles found with current query
710,Tsang,Nicole,The University of British Columbia,22836661200,,MEDI (2),
711,Tuka,Andrea,,,,,no profiles found with current query
712,Udumaga,Ejike,,,,,no profiles found with current query
713,Unger,Nathan,,,,,no profiles found with current query
714,Uppal,Sonia,,,,,no profiles found with current query
715,Uppal,Loveleen,,,,,no profiles found with current query
716,Vallabh,Pravesh,,,,,no profiles found with current query
717,Vallance,Maelor,,,,,no profiles found with current query
718,van den Engh Cook,Michelle,,,,,no profiles found with current query
719,Vanderwal,Tamara,"University of British Columbia, Faculty of Medicine",24177629100,,MEDI (34); NEUR (22); PSYC (10),
720,Varnals,Tyler,,,,,no profiles found with current query
721,Vassar,Elizabeth,,,,,no profiles found with current query
722,Vaughan,Mariko,"University of British Columbia, Faculty of Medicine",39162181700,,NEUR (3); MEDI (3),
723,Vella-Zarb,Rachel,,,,,no profiles found with current query
724,Vidal Peralta,Bertha,,,,,no profiles found with current query
725,Vigo,Daniel V.,"University of British Columbia, Faculty of Medicine",26538354800,0000-0002-4445-4122,MEDI (96); PSYC (13); NEUR (7),
726,Vik,Astrid,The University of British Columbia,58398155200,,MEDI (3); NEUR (2),
727,Vila-Rodriguez,Fidel,The University of British Columbia,24279161600,0000-0002-8273-8820,MEDI (265); NEUR (77); PSYC (34),
728,Vincent,Steven R.,"University of British Columbia, Faculty of Medicine",7202465328,,NEUR (121); BIOC (90); MEDI (38),
729,Vincent,Merville,,,,,no profiles found with current query
730,Voutsilakos,Emorphea,,,,,no profiles found with current query
731,Wald,Jaye L.,The University of British Columbia,7006071216,,PSYC (21); MEDI (18); HEAL (3),
732,Waller,Michelle,,,,,no profiles found with current query
733,Walsh,Coleen,,,,,no profiles found with current query
734,Walton,Georgia,The University of British Columbia,57220485135,,SOCI (1); PSYC (1); MEDI (1),
735,Wan,Jonathan,,,,,no profiles found with current query
736,Wang,Jay Ching Chieh,"University of British Columbia, Faculty of Medicine",55545804900,,MEDI (29); NEUR (6); PSYC (2),
737,Wang,Peter T.C.,The University of British Columbia,55658418900,,BIOC (4),
738,Wang,Tina Kaiting,The University of British Columbia,57200854195,,BIOC (3),
739,Wang,Eugene,,,,,no profiles found with current query
740,Wanis,Wahan,,,,,no profiles found with current query
741,Ward,Carol,The University of British Columbia,50162634300,,NEUR (1); MEDI (1),
742,Ward,David,,,,,multiple profiles; no best match
743,Warrya,Gurvinder,,,,,no profiles found with current query
744,Watler,Crosbie,,,,,no profiles found with current query
745,Weideman,Rene,The University of British Columbia,6603343589,,PSYC (10); MEDI (9); HEAL (1),
746,Weinberg,Mark,,,,,no profiles found with current query
747,Weitzner,Michael,,,,,no profiles found with current query
748,Welgemoed,Marius,,,,,no profiles found with current query
749,Westwell-Roper,Clara Y.,"University of British Columbia, Faculty of Medicine",35340268900,,MEDI (66); BIOC (14); IMMU (6),
750,White,Will,,,,,no profiles found with current query
751,Whittal,Maureen Leslie,,,,,no profiles found with current query
752,Wicholas,Leslie,The University of British Columbia,56095007600,,MEDI (6),
753,Widajewicz,Witold,,,,,no profiles found with current query
754,Wide,Jennifer K.,The University of British Columbia,6507869938,,NEUR (4); MEDI (1); PSYC (1),
755,Wiebe,Carl,The University of British Columbia,7003779266,,MEDI (1),
756,Wiehahn,George,,,,,no profiles found with current query
757,Wieman,Cornelia,,,,,no profiles found with current query
758,Wiens,Christian,The University of British Columbia,36710823300,,MEDI (3),
759,Wiese,Bonnie Sue,,,,,no profiles found with current query
760,Wiggers,Joris,,,,,no profiles found with current query
761,Wijeyesinghe,Angelo,,,,,no profiles found with current query
762,Williams,Russell,,,,,no profiles found with current query
763,Williamson,Bradley T.,The University of British Columbia,57189374624,,MEDI (1),
764,Wilt,Frances,,,,,no profiles found with current query
