,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
175,Dimov,Marius,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
176,Doan,Nam,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
177,Docherty,Claire,"University of British Columbia, Faculty of Medicine",57720890400,,MEDI (1),
178,Dodd,Lindsay,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
179,Dodge,Liam,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
180,Donahue,Birgitta,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
181,Donaldson,Heather,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
182,Dosanjh,Robbie,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
183,Douziech,Jeffery R.,BC​ Children​'​​s Hospital,37025894100,,MEDI (4),
184,Douziech,Ingrid,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
185,Dowey,Michael,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
186,D&amp;apos;Oyley,Heather M.,Vancouver General Hospital,6508016739,,NEUR (2); PHAR (2); MEDI (1),
187,Drabkin,Rodney,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
188,Drance,Elisabeth,The University of British Columbia,14424084600,,SOCI (6); MEDI (4); ARTS (3),
189,Driscoll,Miriam,The University of British Columbia,56611493100,,MEDI (19); PSYC (4); BIOC (3),
190,Drouillard,Natalie,The University of British Columbia,55605236300,,MEDI (1),
191,Dua,Vikram,British Columbia Autism Assessment Network,24733684600,,MEDI (7); PSYC (1),
192,Duncalf,Cliff,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
193,Duncan,Don,BC Interior ADHD Clinic,55195864400,,MEDI (4); PSYC (2),
194,Dunn,Patrice M.,The University of British Columbia,7401710339,,MEDI (1),
195,Duru,Doris,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
196,Ebenstiner,Janice,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
197,Edalati,Kourosh,BC Children's Hospital Research Institute,35169140500,,MEDI (2),
198,Edirmanasinghe,Dimitri,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
199,Edwards,Katherine R.,The University of British Columbia,7402956237,,MEDI (7); NEUR (5); PHAR (4),
200,Eksteen,Hendri-Charl,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
201,Elahi,Fawad,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
202,Elefante,Raymond Julius Obena,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
203,Elfers,Theo,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
204,Elliott,Katherine P.,The University of British Columbia,56124508300,,PSYC (5); MEDI (4); ARTS (1),
205,Emes,Craig,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
206,Erickson,Dave,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
207,Esau,Steven,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
208,Eslami,Ali,BC​ Children​'​​s Hospital,57196115091,,MEDI (12); MATH (1); COMP (1),
209,Esmaili,Haydeh,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
210,Eswar,Shruthi,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
211,Evans,Anush,"University of British Columbia, Faculty of Medicine",58465847500,,MEDI (3),
212,Fabian,James,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
213,Fabriel-Leclerc,Christin,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
214,Fadeyi,Oludare,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
215,Fahy,Mellisa J.,UBC Hospital,7007123330,,MEDI (6); BIOC (2),
216,Fantus,Claire,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
217,Faraz,Muniba,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
218,Fedoroff,Ingrid C.,"University of British Columbia, Faculty of Medicine",6603312534,,MEDI (18); PSYC (10); NEUR (8),
219,Fennemore,Marie,"St. Paul's Hospital, Vancouver",57195972769,,MEDI (3); PSYC (2); ARTS (1),
220,Ferguson,Gisele,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
221,Fernando,Nadeesha,The University of British Columbia,9242836600,,MEDI (1),
222,Fibiger,Hans Christian,The University of British Columbia,35478938200,,NEUR (534); PHAR (273); BIOC (258),
223,Finch,Susan,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
224,Fine,Stuart H.,The University of British Columbia,7102143837,,MEDI (54); PSYC (36); NEUR (4),
225,Flannigan,Stacy,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
226,Fleming,Katherine,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
227,Flynn,Sean W.,The University of British Columbia,7007046066,,MEDI (31); NEUR (21); PSYC (10),
228,Forbes,Ian,Vancouver General Hospital,23059901400,,NEUR (3); PSYC (1); MEDI (1),
229,Fox,Joel,The University of British Columbia,57198663486,,MEDI (3); BIOC (1),
230,Frangou,Sophia,"University of British Columbia, Faculty of Medicine",7004549374,,MEDI (411); NEUR (222); PSYC (69),
231,Frankland,Allan,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
232,Fredrikson,Diane Helen,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
233,Freedman,Glen,The University of British Columbia,15044222600,,PSYC (2),
234,Freer,Janya,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
235,French,Kelly,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
236,Frew,Patricia,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
237,Frie,Roger,Simon Fraser University,6602101869,,PSYC (74); MEDI (32); ARTS (9),
238,Friesen,Wesley Howard,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
239,Frizen,Oxana,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
240,Froese,Colleen L.,The University of British Columbia,6602314982,,CHEM (3); MEDI (3); MATE (2),
241,Frolic,Natasha,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
242,Fulton,Heather,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
243,Fung,Kathryn,The University of British Columbia,57211860093,,MEDI (2); SOCI (2),
244,Fung,Jonathan,The University of British Columbia,7203073310,,MEDI (3); PSYC (2); AGRI (1),
245,Furigay,Yvetta,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
246,Furlong,Allan,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
247,Galloway,Ashley,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
248,Gambetti,Andrea,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
249,Gamble,Allison,The University of British Columbia,57192556775,,SOCI (1); MEDI (1),
250,Gambouras,Adam,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
251,Gandham,Natasha,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
252,Gandhi,Priya,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
253,Gannon,Shivaun Rose,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
254,Gansner,Melissa,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
255,Garbett,Sally,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
256,Geisler,Robert,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
257,Geizer,Marie,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
258,Geller,Josie,The University of British Columbia,36004382200,,MEDI (96); PSYC (65); NURS (17),
259,Genge,Margot,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
260,Gibson,Peter G.,"The University of Newcastle, Australia",,,MEDI (1211); IMMU (119); BIOC (79),!!! profile for Peter Gibson does not pass addition condition
261,Gicas,Kristina M.,York University,,,MEDI (67); NEUR (19); PSYC (19),!!! profile for Kristina Gicas does not pass addition condition
262,Gilks,Thea,The University of British Columbia,57201668645,,PHAR (1); MEDI (1); ENVI (1),
263,Gill,Jitender,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
264,Gill,Nadia,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
265,Gill,Sharleen,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
266,Gillespie,Ian A.,"University of British Columbia, Faculty of Medicine",36544823500,,MEDI (5); HEAL (1),
267,Gillis,Randall L.,University of Waterloo,,,PSYC (10); SOCI (4); ARTS (2),!!! profile for Randall Gillis does not pass addition condition
268,Goresky,Walter,Stony Brook University,,,SOCI (2); MEDI (1),!!! profile for Walter Goresky does not pass addition condition
269,Gourdeau,Julie,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
270,Grech,Theresa,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
271,Greenaway,Masa'il,BC Children's Hospital,35169418800,,MEDI (2),
272,Gregoryanz,Tatiana,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
273,Gregson,Alison,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
274,Grewal,Seena,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
275,Grewal,Gurinder S.,"St. Joseph's Medical Center, Stockton",,,MEDI (5); BIOC (1); NURS (1),!!! profile for Gurinder Grewal does not pass addition condition
276,Griffiths,Brenda Lee,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
277,Grimminck,Rachel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
278,Grishin,Nataliya,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
279,Guan,Brian,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
280,Gubanov,Alexander,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
281,Gutteridge,Ursula,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
282,Ha,Kyooseob,Seoul National University College of Medicine,,,MEDI (166); NEUR (64); PSYC (32),!!! profile for Kyooseob Ha does not pass addition condition
283,Habibi,Mehrdad,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
284,Haddon,Craig,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
285,Hadjipavlou,George Alexander,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
286,Halischuk,Grant,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
287,Hallam,Elisabeth,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
288,Halli,Priyanka S.,"University of British Columbia, Faculty of Medicine",26429281700,,MEDI (20); PSYC (3); MULT (1),
289,Hameer,Faiza,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
290,Hanon,Neil,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
291,Haque,Zia-Ui,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
292,Haque,Farhan,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
293,Haring,Michelle,The University of British Columbia,7006162504,,SOCI (4); PSYC (2),
294,Harrison,Richard L.,The University of British Columbia,7403907599,,PSYC (4); MEDI (3); BUSI (1),
295,Harvey,Layne Joseph,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
296,Harvey,Caroline,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
297,Hassan,Islam K.,The University of British Columbia,55539363500,,MEDI (24); NEUR (6),
298,Hathaway,Lorraine,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
299,Heaven,Roberta K.B.,McMaster University,,,MEDI (8); NEUR (4); SOCI (2),!!! profile for Roberta Heaven does not pass addition condition
300,Heilbrunn,David,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
301,Heng,Kenneth,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
302,Henriques,Emilia,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
303,Hewapathirane,Daminda,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
304,Hinkle,Molli,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
305,Ho,Charles,"University of British Columbia, Faculty of Medicine",57215122810,,MEDI (1); SOCI (1),
306,Hodelet,Nicola,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
307,Hoffman,Joanne,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
308,Holdsworth,Rosalynd,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
309,Holland Biggs,Karen,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
310,Honer,William G.,"University of British Columbia, Faculty of Medicine",7004460814,0000-0002-7628-5108,MEDI (664); NEUR (364); PSYC (113),
311,Hong,Kyung Sue,The University of British Columbia,26655604800,0000-0002-1250-6151,MEDI (111); NEUR (44); PSYC (17),
312,Hope,Kim,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
313,Hosenbocus,Sheik,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
314,Howard,Andrew K.,"University of British Columbia, Faculty of Medicine",34770101000,,MEDI (29); NEUR (8); PSYC (5),
315,Howell-Jones,Gail,The University of British Columbia,6507383072,,PSYC (1),
316,Howson,Anne L.,Vancouver General Hospital,36871808100,,NEUR (1); MEDI (1),
317,Hui,Jacqueline C.W.,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
318,Hurst-Martin,Victoria,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
319,Hussain,Ijaz,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
320,Hutnyk,David,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
321,Ignaszewski,Martha J.,Vancouver General Hospital,53865053900,,MEDI (20); PSYC (2); PHAR (2),
322,Ilcewicz-Klimek,Magdalena I.,Vancouver General Hospital,54966762100,,MEDI (7); NEUR (1),
323,Illing,Martin,The University of British Columbia,26040773700,,MEDI (1),
324,Inglis,Angela J.,"University of British Columbia, Faculty of Medicine",54684116800,,MEDI (39); BIOC (9); MULT (1),
325,Iro,Chinedu,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
326,Irwin,David A.J.,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
327,Ishkanian,Ryan,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
328,Iskander,Sam,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
329,Iverson,Grant L.,Spaulding Rehabilitation Hospital Network,,,MEDI (729); PSYC (310); NEUR (139),!!! profile for Grant Iverson does not pass addition condition
330,Jabbar,Faraz,University of Northern British Columbia,36979120300,,MEDI (18); PSYC (8); ARTS (6),
331,Jabbar,Faiza,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
332,Jagdeo,Arun,The University of British Columbia,57199353619,,MEDI (1),
333,Jakovljevic,Ivana,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
334,Jang,Kerry L.,"University of British Columbia, Faculty of Medicine",7201796278,,MEDI (210); PSYC (98); NEUR (29),
335,Jani,Aarti,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
336,Janke,Paul,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
337,Jee,Pamela,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
338,Jenkins,Toyin,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
339,Jewett,Ashley,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
340,Jia,Lingsa,"University of British Columbia, Faculty of Medicine",57214891367,,MEDI (5),
341,Jitlina,Ekaterina,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
342,Jiwa,Abdulkarim,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
343,Jokic,Iva,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
344,Jones,Carolyn,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
345,Joshi,Hemlata,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
