,title,eid,publication year,authors,last name,first name,member id,irp,2018,2019,2020,2021,2022,2023
1964,Sensory processing patterns in children born very preterm,2-s2.0-84957895268,2016,"Crozier, Stephanie C.;Goodson, Jennifer Z.;Mackay, Margot L.;Synnes, Anne R.;Grunau, Ruth E.;Miller, Steven P.;Zwicker, Jill G.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,6,6,6,8,6,4
1965,"Comment on the Paper by Van Den Bosch et al. Entitled 'prematurity, opioid exposure and neonatal pain: Do they affect the developing brain?': The impact of subtle messaging",2-s2.0-84957435795,2016,"Holsti, Liisa;Zwicker, Jill G.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,1,0,0,0,0
1966,Minimum variance beamformer weights revisited,2-s2.0-84938280830,2015,"Moiseev, Alexander;Doesburg, Sam M.;Grunau, Ruth E.;Ribary, Urs",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,2,1,3,0,1
1967,Altered Network Oscillations and Functional Connectivity Dynamics in Children Born Very Preterm,2-s2.0-84938746074,2015,"Moiseev, Alexander;Doesburg, Sam M.;Herdman, Anthony T.;Ribary, Urs;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,1,4,3,3,1,1
1968,Magnetoencephalography: Neurophysiologic imaging for perinatal brain development,2-s2.0-84940856265,2015,"Cheung, Teresa P.L.;Grunau, Ruth E.;Synnes, Anne;Eswaran, Hari;Doesburg, Sam M.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,0,0,0,1,0
1969,Tract-based spatial statistics in preterm-born neonates predicts cognitive and motor outcomes at 18 months,2-s2.0-84940552764,2015,"Duerden, E. G.;Foong, J.;Chau, V.;Branson, H.;Poskitt, K. J.;Grunau, R. E.;Synnes, A.;Zwicker, J. G.;Miller, S. P.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,6,6,6,13,5,1
1970,Neonatal Pain and Infection Relate to Smaller Cerebellum in Very Preterm Children at School Age,2-s2.0-84937735582,2015,"Ranger, Manon;Zwicker, Jill G.;Chau, Cecil M.Y.;Park, Min Tae M.;Chakravarthy, M. Mallar;Poskitt, Kenneth;Miller, Steven P.;Bjornson, Bruce H.;Tam, Emily W.Y.;Chau, Vann;Synnes, Anne R.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,14,14,11,15,20,8
1971,Predicting severe motor impairment in preterm children at age 5 years,2-s2.0-84937161917,2015,"Synnes, Anne;Anderson, Peter J.;Grunau, Ruth E.;Dewey, Deborah;Moddemann, Diane;Tin, Win;Davis, Peter G.;Doyle, Lex W.;Foster, Gary;Khairy, May;Nwaesei, Chukwuma;Schmidt, Barbara;D'Ilario, Judy;Cairnie, Janice;Dix, Joanne;Adams, Beth Anne;Warriner, Erin;Kim, Mee Hai Marie;Argus, Brenda;Callanan, Catherine;Davis, Noni;Duff, Julianne;McDonald, Marion;Asztalos, Elizabeth;Hohn, Denise;Lacy, Maralyn;Haslam, Ross;Barnett, Christopher;Goodchild, Louise;Lontis, Rosslyn Marie;Fraser, Simon;Keng, Julie;Saunders, Kerryn;Opie, Gillian;Kelly, Elaine;Woods, Heather;Marchant, Emma;Turner, Anne Marie;Magrath, Emma;Williamson, Amanda;Bairam, Aida;Bélanger, Sylvie;Fraser, Annie;Blayney, Marc;Lemyre, Brigitte;Frank, Jane;Solimano, Alfonso;Hubber-Richard, Philippa;Rogers, Marilyn;Mackay, Margot;Petrie-Thomas, Julianne;Butt, Arsalan;Van Wassenaer, Aleid;Nuytemans, Debbie;Houtzager, Bregje;Van Sonderen, Loekie;Regev, Rivka;Itzchack, Netter;Arnon, Shmuel;Chalaf, Adiba;Ohlsson, Arne;O'Brien, Karel;Hamilton, Anne Marie;Chan, May Lee;Sankaran, Koravangattu;Proctor, Pat;Golan, Agneta;Goldsch-Lerman, Esther;Reynolds, Graham;Dromgool, Barbara;Meskell, Andra;Parr, Vanessa;Maher, Catherine;Broom, Margaret;Kecskes, Zsuzsoka;Ringland, Cathy;McMillan, Douglas;Spellen, Elizabeth;Sauve, Reginald S.;Christianson, Heather;Anseeuw-Deeks, Deborah;Creighton, Dianne;Heath, Jennifer;Alvaro, Ruben;Chiu, Aaron;Porter, Ceceile;Turner, Gloria;Granke, Naomi;Penner, Karen;Bow, Jane;Mulder, Antonius;Wassenberg, Renske;Van Der Hoeven, Markus;Clarke, Maxine;Parfitt, Judy;Parker, Kevin;Ryan, Heather;Saunders, Cory;Schulze, Andreas;Wermuth, Inga",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,3,1,2,0,1,2
1972,Automatic segmentation of the hippocampus for preterm neonates from early-in-life to term-equivalent age,2-s2.0-84940758045,2015,"Guo, Ting;Winterburn, Julie L.;Pipitone, Jon;Duerden, Emma G.;Park, Min Tae M.;Chau, Vann;Poskitt, Kenneth J.;Grunau, Ruth E.;Synnes, Anne;Miller, Steven P.;Mallar Chakravarty, M.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,4,7,7,1,5,2
1973,How do babies feel pain?,2-s2.0-84989775068,2015,"Ranger, Manon;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,2,0,1,0,2
1974,Stress in parents of children born very preterm is predicted by child externalising behaviour and parent coping at age 7 years,2-s2.0-84938939297,2015,"Linden, Mark A.;Cepeda, Ivan L.;Synnes, Anne;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,3,1,0,0,3,2
1975,Parent ratings of child cognition and language compared with Bayley-III in preterm 3-year-olds,2-s2.0-84923341163,2015,"Perra, Oliver;McGowan, Jennifer E.;Grunau, Ruth E.;Doran, Jackie Boylan;Craig, Stanley;Johnston, Linda;Jenkins, John;Holmes, Valerie A.;Alderdice, Fiona A.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,1,1,1,1,1
1976,Prediction of motor function in very preterm infants using connectome features and local synthetic instances,2-s2.0-84946843743,2015,"Brown, Colin J.;Miller, Steven P.;Booth, Brian G.;Poskitt, Kenneth J.;Chau, Vann;Synnes, Anne R.;Zwicker, Jill G.;Grunau, Ruth E.;Hamarneh, Ghassan",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,5,0,2,1,2
1977,Social variables predict gains in cognitive scores across the preschool years in children with birth weights 500 to 1250 grams,2-s2.0-84933280241,2015,"Manley, Brett J.;Roberts, Robin S.;Doyle, Lex W.;Schmidt, Barbara;Anderson, Peter J.;Barrington, Keith J.;Böhm, Birgitta;Golan, Agneta;Van Wassenaer-Leemhuis, Aleid G.;Davis, Peter G.;D'Ilario, Judy;Cairnie, Janice;Dix, Joanne;Adams, Beth Anne;Warriner, Erin;Kim, Mee Hai Marie;Argus, Brenda;Callanan, Catherine;Duff, Julianne;McDonald, Marion;Asztalos, Elizabeth;Hohn, Denise;Lacy, Maralyn;Haslam, Ross;Barnett, Christopher;Goodchild, Louise;Lontis, Rosslyn Marie;Fraser, Simon;Keng, Julie;Saunders, Kerryn;Opie, Gillian;Kelly, Elaine;Woods, Heather;Marchant, Emma;Turner, Anne Marie;Davis, Noni;Magrath, Emma;Williamson, Amanda;Bairam, Aida;Belanger, Sylvie;Fraser, Annie;Blayney, Marc;Lemyre, Brigitte;Frank, Jane;Solimano, Alfonso;Synnes, Anne;Grunau, Ruth E.;Hubber-Richard, Philippa;Rogers, Marilyn;Mackay, Margot;Petrie-Thomas, Julianne;Butt, Arsalan;Van Wassenaer, Aleid;Nuytemans, Debbie;Houtzager, Bregje;Van Sonderen, Loekie;Regev, Rivka;Itzchack, Netter;Arnon, Shmuel;Chalaf, Adiba;Ohlsson, Arne;O'Brien, Karel;Hamilton, Anne Marie;Chan, May Lee;Sankaran, Koravangattu;Proctor, Pat;Goldsch-Lerman, Esther;Reynolds, Graham;Dromgool, Barbara;Meskell, Sandra;Parr, Vanessa;Maher, Catherine;Broom, Margaret;Kecskes, Zsuzsoka;Ringland, Cathy;McMillan, Douglas;Spellen, Elizabeth;Sauve, Reginald S.;Christianson, Heather;Anseeuw-Deeks, Deborah;Creighton, Dianne;Heath, Jennifer;Alvaro, Ruben;Chiu, Aaron;Porter, Ceceile;Turner, Gloria;Moddemann, Diane;Granke, Naomi;Penner, Karen;Bow, Jane;Mulder, Antonius;Wassenberg, Renske;Van Der Hoeven, Markus;Clarke, Maxine;Parfitt, Judy;Parker, Kevin;Nwaesei, Chukwuma;Ryan, Heather;Saunders, Cory;Schulze, Andreas",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,11,7,3,4,8,1
1978,Cortisol levels in former preterm children at school age are predicted by neonatal procedural pain-related stress,2-s2.0-84920606788,2015,"Brummelte, Susanne;Chau, Cecil M.Y.;Cepeda, Ivan L.;Degenhardt, Amanda;Weinberg, Joanne;Synnes, Anne R.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,12,12,10,20,16,11
1979,Early childhood neurodevelopment after intrauterine growth restriction: A systematic review,2-s2.0-84920411213,2015,"Levine, Terri A.;Grunau, Ruth E.;McAuliffe, Fionnuala M.;Pinnamaneni, Raga Mallika;Foran, Adrienne;Alderdice, Fiona A.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,19,22,21,25,21,17
1980,Neonatal pain and comt Val158Met genotype in relation to serotonin transporter (SLC6A4) promoter methylation in very preterm children at school age,2-s2.0-84929216384,2014,"Chau, Cecil M.Y.;Ranger, Manon;Sulistyoningrum, Dian;Devlin, Angela M.;Obertander, Tim F.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,5,9,7,6,6,4
1981,Manually segmented template library for 8-year-old pediatric brain MRI data with 16 subcortical structures,2-s2.0-84928126365,2014,"Garg, Amanmeet;Wong, Darren;Popuri, Karteek;Poskitt, Kenneth J.;Fitzpatrick, Kevin;Bjornson, Bruce;Grunau, Ruth E.;Beg, Mirza Faisal",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,0,1,0,0,0
1982,Training highly qualified health research personnel: The Pain in child Health consortium,2-s2.0-84907797713,2014,"Von Baeyer, Carl L.;Stevens, Bonnie J.;Chambers, Christine T.;Craig, Kenneth D.;Finley, G. Allen;Grunau, Ruth E.;Johnston, C. Celeste;Riddell, Rebecca Pillai;Stinson, Jennifer N.;Dol, Justine;Campbell-Yeo, Marsha;McGrath, Patrick J.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,1,2,0,0,1,0
1983,Neonatal pain control and neurologic effects of anesthetics and sedatives in preterm infants,2-s2.0-84893787265,2014,"McPherson, Christopher;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,10,4,7,10,9,3
1984,Early repetitive pain in preterm infants in relation to the developing brain,2-s2.0-84921983343,2014,"Ranger, Manon;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,13,17,23,21,27,14
1985,Five-year follow-up of effects of neonatal intensive care and morphine infusion during mechanical ventilation on diurnal cortisol rhythm,2-s2.0-84906794047,2014,"De Graaf, Joke;Van Den Akker, Erica L.T.;Van Lingen, Richard A.;Groot Jebbink, Liesbeth J.M.;De Jong, Frank H.;Grunau, Ruth E.;Van Dijk, Monique;Tibboel, Dick",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,0,1,3,2,2
1986,Reduction in developmental coordination disorder with neonatal caffeine therapy,2-s2.0-84905010140,2014,"Doyle, Lex W.;Schmidt, Barbara;Anderson, Peter J.;Davis, Peter G.;Moddemann, Diane;Grunau, Ruth E.;O'Brien, Karel;Sankaran, Koravangattu;Herlenius, Eric;Roberts, Robin",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,11,3,8,6,5,4
1987,Internalizing behaviours in school-age children born very preterm are predicted by neonatal pain and morphine exposure,2-s2.0-84899995317,2014,"Ranger, M.;Synnes, A. R.;Vinall, J.;Grunau, R. E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,9,12,10,11,15,7
1988,Impact of repeated procedural pain-related stress in infants born very preterm,2-s2.0-84898958371,2014,"Vinall, Jillian;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,17,20,29,29,27,21
1989,Invasive procedures in preterm children: Brain and cognitive development at school age,2-s2.0-84895190356,2014,"Vinall, Jillian;Miller, Steven P.;Bjornson, Bruce H.;Fitzpatrick, Kevin P.V.;Poskitt, Kenneth J.;Brant, Rollin;Synnes, Anne R.;Cepeda, Ivan L.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,15,19,18,26,19,26
1990,Abnormal brain maturation in preterm neonates associated with adverse developmental outcomes,2-s2.0-84892158180,2013,"Chau, Vann;Synnes, Anne;Grunau, Ruth E.;Poskitt, Kenneth J.;Brant, Rollin;Miller, Steven P.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,19,21,18,14,18,8
1991,Electroencephalographic activity in response to procedural pain in preterm infants born at 28 and 33 weeks gestational age,2-s2.0-84887827119,2013,"Maimon, Neta;Grunau, Ruth E.;Cepeda, Ivan L.;Friger, Michael;Selnovik, Leonel;Gilat, Shlomo;Shany, Eilon",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,1,0,1,2,0,0
1992,The impact of prenatal serotonin reuptake inhibitor (SRI) antidepressant exposure and maternal mood on mother-infant interactions at 3 months of age,2-s2.0-84878588857,2013,"Weikum, Whitney M.;Mayes, Linda C.;Grunau, Ruth E.;Brain, Ursula;Oberlander, Tim F.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,5,4,5,3,0,0
1993,Region-specific slowing of alpha oscillations is associated with visual-perceptual abilities in children born very preterm,2-s2.0-84888121586,2013,"Doesburg, Sam M.;Moiseev, Alexander;Herdman, Anthony T.;Ribary, Urs;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,1,4,3,4,2,1
1994,Neonatal Pain-Related Stress Predicts Cortical Thickness at Age 7 Years in Children Born Very Preterm,2-s2.0-84885775132,2013,"Ranger, Manon;Chau, Cecil M.Y.;Garg, Amanmeet;Woodward, Todd S.;Beg, Mirza Faisal;Bjornson, Bruce;Poskitt, Kenneth;Fitzpatrick, Kevin;Synnes, Anne R.;Miller, Steven P.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,20,23,20,27,24,16
1995,Prenatal serotonin reuptake inhibitor (SRI) antidepressant exposure and serotonin transporter promoter genotype (SLC6A4) influence executive functions at 6 years of age,2-s2.0-84886813311,2013,"Weikum, Whitney M.;Brain, Ursula;Chau, Cecil M.Y.;Grunau, Ruth E.;Boyce, W. Thomas;Diamond, Adele;Oberlander, Tim F.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,10,6,7,5,2,1
1996,Neonatal Pain-Related Stress and NFKBIA Genotype Are Associated with Altered Cortisol Levels in Preterm Boys at School Age,2-s2.0-84884184762,2013,"Grunau, Ruth E.;Cepeda, Ivan L.;Chau, Cecil M.Y.;Brummelte, Susanne;Weinberg, Joanne;Lavoie, Pascal M.;Ladd, Mihoko;Hirschfeld, Aaron F.;Russell, Evan;Koren, Gideon;Van Uum, Stan;Brant, Rollin;Turvey, Stuart E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,8,6,8,12,5,2
1997,Resuscitation intensity at birth is associated with changes in brain metabolic development in preterm neonates,2-s2.0-84892786811,2013,"Duerden, Emma G.;Brown-Lum, Meisan;Chau, Vann;Poskitt, Kenneth J.;Grunau, Ruth E.;Synnes, Anne;Miller, Steven P.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,1,0,0,1,0
1998,Prenatal and postnatal inflammation in relation to cortisol levels in preterm infants at 18 months corrected age,2-s2.0-84881162392,2013,"Gover, A.;Chau, V.;Miller, S. P.;Brant, R.;Mcfadden, D. E.;Poskitt, K. J.;Synnes, A.;Weinberg, J.;Grunau, R. E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,2,1,4,0,1,0
1999,Long term effects of pain-related stress on neurodevelopment and pain perception of infants born very prematurely,2-s2.0-84878219826,2013,"Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,0,0,0,2,0,1
2000,Hair cortisol reflects socio-economic factors and hair zinc in preschoolers,2-s2.0-84875257367,2013,"Vaghri, Ziba;Guhn, Martin;Weinberg, Joanne;Grunau, Ruth E.;Yu, Wayne;Hertzman, Clyde",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,10,12,11,11,2,4
2001,Perceived Stress and Canadian Early Childcare Educators,2-s2.0-84872911490,2013,"Wagner, Shannon L.;Forer, Barry;Cepeda, Ivan L.;Goelman, Hillel;Maggi, Stefania;D'Angiulli, Amedeo;Wessel, Julie;Hertzman, Clyde;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,1,6,6,2,9,3
2002,Slower postnatal growth is associated with delayed cerebral cortical maturation in preterm newborns,2-s2.0-84872546142,2013,"Vinall, Jillian;Grunau, Ruth E.;Brant, Rollin;Chau, Vann;Poskitt, Kenneth J.;Synnes, Anne R.;Miller, Steven P.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,23,13,10,11,12,6
2003,"Neonatal pain-related stress, functional cortical activity and visual-perceptual abilities in school-age children born at extremely low gestational age",2-s2.0-84884283526,2013,"Doesburg, Sam M.;Chau, Cecil M.;Cheung, Teresa P.L.;Moiseev, Alexander;Ribary, Urs;Herdman, Anthony T.;Miller, Steven P.;Cepeda, Ivan L.;Synnes, Anne;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,9,15,9,15,22,10
2004,Parent behaviors moderate the relationship between neonatal pain and internalizing behaviors at 18 months corrected age in children born very prematurely,2-s2.0-84881663246,2013,"Vinall, Jillian;Miller, Steven P.;Synnes, Anne R.;Grunau, Ruth E.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,13,7,8,12,13,7
2005,Score for neonatal acute physiology-II and neonatal pain predict Corticospinal tract development in premature newborns,2-s2.0-84872781396,2013,"Zwicker, Jill G.;Grunau, Ruth E.;Adams, Elysia;Chau, Vann;Brant, Rollin;Poskitt, Kenneth J.;Synnes, Anne;Miller, Steven P.",Grunau,Ruth,55666685100,Brain Development & Neurodevelopmental Disorders,8,9,6,9,8,3
2006,CellPalmSeq: A curated RNAseq database of palmitoylating and de-palmitoylating enzyme expression in human cell types and laboratory cell lines,2-s2.0-85147449735,2023,"Wild, Angela R.;Hogg, Peter W.;Flibotte, Stephane;Kochhar, Shruti;Hollman, Rocio B.;Haas, Kurt;Bamji, Shernaz X.",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,1
2007,An Algorithm Based on a Cable-Nernst Planck Model Predicting Synaptic Activity throughout the Dendritic Arbor with Micron Specificity,2-s2.0-85141491522,2023,"Guerrier, Claire;Dellazizzo Toth, Tristan;Galtier, Nicolas;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
2008,Exploring the expression patterns of palmitoylating and de-palmitoylating enzymes in the mouse brain using the curated RNA-seq database BrainPalmSeq,2-s2.0-85135088857,2022,"Wild, A. R.;Hogg, P. W.;Flibotte, S.;Nasseri, G.;Hollman, R.;Abazari, D.;Haas, K.;Bamji, Shernaz X.",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,1,4
2009,Quantifying neuronal structural changes over time using dynamic morphometrics,2-s2.0-85119444196,2022,"Hogg, Peter William;Coleman, Patrick;Dellazizzo Toth, Tristan;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,2,0
2010,Bulk Dye Loading for In Vivo Calcium Imaging of Visual Responses in Populations of Xenopus Tectal Neurons,2-s2.0-85123181029,2022,"Hogg, Peter W.;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,1,0
2011,"Multi-parametric analysis of 57 SYNGAP1 variants reveal impacts on GTPase signaling, localization, and protein stability",2-s2.0-85098519593,2021,"Meili, Fabian;Wei, William J.;Sin, Wun Chey;Meyers, Warren M.;Dascalu, Iulia;Callaghan, Daniel B.;Rogic, Sanja;Pavlidis, Paul;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,1,1,2
2012,Multi-model functionalization of disease-associated PTEN missense mutations identifies multiple molecular mechanisms underlying protein dysfunction,2-s2.0-85083991959,2020,"Post, Kathryn L.;Belmadani, Manuel;Ganguly, Payel;Meili, Fabian;Dingwall, Riki;McDiarmid, Troy A.;Meyers, Warren M.;Herrington, Caitlin;Young, Barry P.;Callaghan, Daniel B.;Rogic, Sanja;Edwards, Matthew;Niciforovic, Ana;Cau, Alessandro;Rankin, Catharine H.;O’Connor, Timothy P.;Bamji, Shernaz X.;Loewen, Christopher J.R.;Allan, Douglas W.;Pavlidis, Paul;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,2,8,10,3
2013,Sentinel interaction mapping - A generic approach for the functional analysis of human disease gene variants using yeast,2-s2.0-85089786733,2020,"Young, Barry P.;Post, Kathryn L.;Chao, Jesse T.;Meili, Fabian;Haas, Kurt;Loewen, Christopher",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,2,2,0
2014,A premalignant cell-based model for functionalization and classification of PTEN variants,2-s2.0-85087473526,2020,"Chao, Jesse T.;Hollman, Rocio;Meyers, Warren M.;Meili, Fabian;Matreyek, Kenneth A.;Dean, Pamela;Fowler, Douglas M.;Haas, Kurt;Roskelley, Calvin D.;Loewen, Christopher J.R.",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,2,3,3
2015,Comprehensive Imaging of Sensory-Evoked Activity of Entire Neurons Within the Awake Developing Brain Using Ultrafast AOD-Based Random-Access Two-Photon Microscopy,2-s2.0-85087130219,2020,"Sakaki, Kelly D.R.;Podgorski, Kaspar;Dellazizzo Toth, Tristan A.;Coleman, Patrick;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,1,2,3,3
2016,Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation,2-s2.0-85077650042,2020,"McDiarmid, Troy A.;Belmadani, Manuel;Liang, Joseph;Meili, Fabian;Mathews, Eleanor A.;Mullen, Gregory P.;Hendi, Ardalan;Wong, Wan Rong;Rand, James B.;Mizumoto, Kota;Haas, Kurt;Pavlidis, Paul;Rankin, Catharine H.",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,7,5,13,5
2017,Automating Event-detection of Brain Neuron Synaptic Activity and Action Potential Firing in vivo using a Random-access Multiphoton Laser Scanning Microscope for Real-time Analysis,2-s2.0-85056635589,2018,"Sakaki, Kelly D.R.;Coleman, Patrick;Toth, Tristan Dellazizzo;Guerrier, Claire;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,1,1,0,0
2018,Interactions between mitochondria and the transcription factor myocyte enhancer factor 2 (MEF2) regulate neuronal structural and functional plasticity and metaplasticity,2-s2.0-84939000993,2015,"Brusco, Janaina;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,1,2,4,3,4,0
2019,Single-cell electroporation for in vivo imaging of neuronal morphology and growth dynamics,2-s2.0-85025087476,2015,"Hossain, Sharmin;Podgorski, Kaspar;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
2020,Single-cell electroporation for in vivo imaging of neuronal morphology and growth dynamics,2-s2.0-84921864185,2015,"Hossain, Sharmin;Podgorski, Kaspar;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
2021,Fast non-negative temporal deconvolution for laser scanning microscopy,2-s2.0-84873258120,2013,"Podgorski, Kaspar;Haas, Kurt",Haas,Kurt,55554765000,Brain Development & Neurodevelopmental Disorders,1,3,0,0,0,0
2022,Diffusion models in medical imaging: A comprehensive survey,2-s2.0-85161335395,2023,"Kazerouni, Amirhossein;Aghdam, Ehsan Khodapanah;Heidari, Moein;Azad, Reza;Fayyaz, Mohsen;Hacihaliloglu, Ilker;Merhof, Dorit",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,1
2023,Augmenting endometriosis analysis from ultrasound data with deep learning,2-s2.0-85160803945,2023,"Balica, Adrian;Dai, Jennifer;Piiwaa, Kayla;Qi, Xiao;Green, Ashlee N.;Phillips, Nancy;Egan, Susan;Hacihaliloglu, Ilker",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,0
2024,The big bang of deep learning in ultrasound-guided surgery: a review,2-s2.0-85149820837,2023,"Masoumi, Nima;Rivaz, Hassan;Hacihaliloglu, Ilker;Omair Ahmad, M.;Reinertsen, Ingerid;Xiao, Yiming",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,0
2025,Förster resonance energy transfer efficiency of the vinculin tension sensor in cultured primary cortical neuronal growth cones,2-s2.0-85133592085,2022,"Ayad, Marina A.;Mahon, Timothy;Patel, Mihir;Cararo-Lopes, Marina M.;Hacihaliloglu, Ilker;Firestein, Bonnie L.;Boustany, Nada N.",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,0
2026,Validating a Semi-Automated Technique for Segmenting Femoral Articular Cartilage on Ultrasound Images,2-s2.0-85128516385,2022,"Harkey, Matthew S.;Michel, Nicholas;Kuenze, Christopher;Fajardo, Ryan;Salzler, Matt;Driban, Jeffrey B.;Hacihaliloglu, Ilker",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,2,2
2027,KiU-Net: Overcomplete Convolutional Architectures for Biomedical Image and Volumetric Segmentation,2-s2.0-85120042907,2022,"Valanarasu, Jeya Maria Jose;Sindagi, Vishwanath A.;Hacihaliloglu, Ilker;Patel, Vishal M.",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,17,28
2028,Multi-Feature Vision Transformer via Self-Supervised Representation Learning for Improvement of COVID-19 Diagnosis,2-s2.0-85140471236,2022,"Qi, Xiao;Foran, David J.;Nosher, John L.;Hacihaliloglu, Ilker",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,1
2029,Simultaneous Bone and Shadow Segmentation Network Using Task Correspondence Consistency,2-s2.0-85139082093,2022,"Rahman, Aimon;Valanarasu, Jeya Maria Jose;Hacihaliloglu, Ilker;Patel, Vishal M.",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,0
2030,Orientation-Guided Graph Convolutional Network for Bone Surface Segmentation,2-s2.0-85139013240,2022,"Rahman, Aimon;Bandara, Wele Gedara Chaminda;Valanarasu, Jeya Maria Jose;Hacihaliloglu, Ilker;Patel, Vishal M.",Hacihaliloglu,Ilker,24467768400,Brain Injury & Repair,0,0,0,0,0,0
