,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
358,Kashif,Muhammad Ali,Karolinska Universitetssjukhuset,,,MEDI (99); EART (61); PHAR (36),"first of multiple profiles found, criteria not met"
359,Katta,Balaraju,,,,,no authors found with current query
360,Kaye,Valerie,,,,,no authors found with current query
361,Kealy,David,"University of British Columbia, Faculty of Medicine",36022490700,0000-0002-3679-6085,MEDI (237); PSYC (125); SOCI (30),
362,Kegel,Sheila,,,,,no authors found with current query
363,Kennedy,Andrea L.,"University of British Columbia, Faculty of Medicine",57221478702,,MEDI (3),
364,Kennedy,Christine M.,The University of British Columbia,56021008700,,MEDI (2),
365,Kennedy,Kristine Alexandra,,,,,no authors found with current query
366,Keramatian,Kamyar,Coastal Early Psychosis Intervention Program,14060234300,,MEDI (48); NEUR (14); PSYC (4),
367,Khan,Mohammad,The University of British Columbia,13310326200,,MEDI (9); IMMU (2); ENVI (1),
368,Khan,Shah Alam,"National University of Science &amp; Technology, Oman",,,PHAR (94); MEDI (70); CHEM (59),"first of multiple profiles found, criteria not met"
369,Khan,K. M.,University of Karachi,,,CHEM (786); BIOC (612); PHAR (550),"first of multiple profiles found, criteria not met"
370,Khanbhai,Irfan,Vancouver General Hospital,6507391421,,MEDI (3); NEUR (1); PSYC (1),
371,Khattak,Abid,St. Loman's Hospital,,,PSYC (1); ARTS (1); MEDI (1),
372,Khosa,Buldip,,,,,no authors found with current query
373,Ahmad,Khuram Shahzad,King Abdulaziz University,,,ENVI (214); ENER (154); MATE (124),"first of multiple profiles found, criteria not met"
374,Killough,Russet,,,,,no authors found with current query
375,King,Ian C.,Queen Victoria Hospital NHS Foundation Trust,,,MEDI (89); NURS (5); DENT (1),"first of multiple profiles found, criteria not met"
376,Klein,Carolin,West Coast Centre for Sex Therapy,11440768800,,MEDI (28); SOCI (10); PSYC (9),
377,Knebel,Ryan,,,,,no authors found with current query
378,Kobiljski,Jasmina,The University of British Columbia,16042328100,,BIOC (2),
379,Koczapski,Andrzej B.,The University of British Columbia,6602154141,,MEDI (16); NEUR (5); PSYC (2),
380,Kolchak,Andriy,,,,,no authors found with current query
381,Kolisang,Mohau,,,,,no authors found with current query
382,Koo,Anson,,,,,no authors found with current query
383,Kope,Terry M.,The University of British Columbia,6506567676,,MEDI (5); PSYC (2),
384,Koritar,Endre Laszlo,,,,,no authors found with current query
385,Korkuczanska,Svetlana,,,,,no authors found with current query
386,Korman,Lorne M.,The University of British Columbia,23111139300,,PSYC (8); MEDI (3),
387,Korn,Miriam,,,,,no authors found with current query
388,Kosaka,Brenda Dale,,,,,no authors found with current query
389,Kot,Sarina,BC Children's Hospital,35114998500,,PSYC (1); HEAL (1),
390,Krausz,Michael R.,"University of British Columbia, Faculty of Medicine",57195119591,,MEDI (401); PSYC (75); NEUR (40),
391,Krawchuk,Jayson,,,,,no authors found with current query
392,Krell,Robert,The University of British Columbia,56968821100,,MEDI (32); PSYC (18); SOCI (7),
393,Krishnamoorthy,Ashok,The University of British Columbia,56800162200,,MEDI (12); NURS (3); SOCI (1),
394,Kunar,Satnam Singh,Coventry and Warwickshire Partnership NHS Trust,,,MEDI (4),
395,Kundi,Pardeep Singh,Vancouver General Hospital,57222073684,,MEDI (1),
396,Kunkel,Lucinda,BC Mental Health and Substance Use Services,56579883700,,MEDI (1); PSYC (1),
397,Laban,Premakanthie,,,,,no authors found with current query
398,Lachowski,Chris,University of Alberta,,,MEDI (7); IMMU (2),
399,Lacroix,Robert,,,,,no authors found with current query
400,Lafleur,Daniel L.,The University of British Columbia,6701721002,,AGRI (2); PSYC (2); MEDI (2),
401,Lai,Constantine,,,,,no authors found with current query
402,Laidlaw,Jennifer,The University of British Columbia,57185252300,,MEDI (4); SOCI (1); COMP (1),
403,Lalani,Roberta,,,,,no authors found with current query
404,Lam,Raymond W.,The University of British Columbia,21742966400,0000-0001-7142-4669,MEDI (686); NEUR (198); PSYC (130),
405,LaMarre,Amanda K.,"University of California, San Francisco",,,MEDI (17); NEUR (4); BIOC (4),
406,Lamba,Rakesh,,,,,no authors found with current query
407,Lament,Richard,The University of British Columbia,57191807707,,PHAR (1); MEDI (1),
408,Lane,Carol J.,The University of British Columbia,7101975482,,MEDI (9); NEUR (6); PHAR (2),
409,Lange,Rael T.,Defense Health Agency,,,MEDI (251); PSYC (131); NEUR (45),
410,Langheimer,Verena,"University of British Columbia, Faculty of Medicine",56841650700,,MEDI (3); MULT (1),
411,Langill,Michelle,,,,,no authors found with current query
412,Lari,Harris,Surrey Memorial Hospital,,,PSYC (1),
413,Lau,Mark A.,The University of British Columbia,7102344927,,PSYC (38); MEDI (25); SOCI (3),
414,Lawrence-Murphy,Julie Ann,Brock University,,,MEDI (3),"first of multiple profiles found, criteria not met"
415,Lax,Stuart A.,Princess Margaret Cancer Centre,,,MEDI (5); PHYS (1),"first of multiple profiles found, criteria not met"
416,Lazar,Susan Gaber,American College of Psychiatrists,,,MEDI (21); PSYC (16); SOCI (1),
417,Lee,Jerome,,,,,no authors found with current query
418,Lee,Harrison J.,"University of British Columbia, Faculty of Medicine",58412531300,,MEDI (1); PSYC (1),
419,Lee,Hella,,,,,no authors found with current query
420,Lee,Danny S.,The University of British Columbia,57218697032,,MEDI (1),
421,Leising,Julie,The University of British Columbia,57222409019,,MEDI (4),
422,Leong,Kawai,Vancouver General Hospital,55965472400,,MEDI (6); NEUR (2),
423,Leung,Alexander Leigh-Yin,,,,,no authors found with current query
424,Leung,Aldrich,The University of British Columbia,57191493038,,MEDI (2); PSYC (1),
425,Levin,Alexander,Vancouver General Hospital,53869151200,,PSYC (2); MEDI (1),
426,Levy,J Mark,,,,,no authors found with current query
427,Priestley,Jennifer Lewis,Kennesaw State University,,,MEDI (56); COMP (17); BUSI (12),"first of multiple profiles found, criteria not met"
428,Li,Jennifer,Vancouver General Hospital,57226297694,,MEDI (2),
429,Li,Youxiang,"Beijing Tiantan Hospital, Capital Medical University",,,MEDI (699); NEUR (68); BIOC (29),"first of multiple profiles found, criteria not met"
430,Liang,Raymond Hin Suen,The University of Hong Kong Li Ka Shing Faculty of Medicine,,,MEDI (739); BIOC (297); IMMU (43),"first of multiple profiles found, criteria not met"
431,Lilla,Mogamad Nizaar,,,,,no authors found with current query
432,Lilley,Christine M.,Compass Clinic,36849972100,,MEDI (15); NEUR (2); PSYC (1),
433,Lin,Daniel,Foundry,57207255642,,PSYC (2); MEDI (2),
434,Liu,Hsueh Erh Sarah,Chang Gung University,,,MEDI (16); NURS (16); CENG (1),"first of multiple profiles found, criteria not met"
435,Liu,Cindy,The University of British Columbia,57210800001,,SOCI (3); MEDI (2); NURS (1),
436,Livesley,W. John,The University of British Columbia,7006261608,,MEDI (159); PSYC (117); NEUR (24),
437,Lo,Theresa,,,,,no authors found with current query
438,Locke,Bradley,,,,,no authors found with current query
439,Lockhart,Olivia,,,,,no authors found with current query
440,Loewen,Karen,,,,,no authors found with current query
441,Louw,Johannes,,,,,no authors found with current query
442,Lu,Shaohua,Fudan University,,,MEDI (122); BIOC (33); COMP (5),"first of multiple profiles found, criteria not met"
443,Luckhurst,Jessica,,,,,no authors found with current query
444,Ludgate,Sacha,,,,,no authors found with current query
445,Ma,Annie,The University of British Columbia,57203804174,,PSYC (2); MEDI (1),
446,MacBeath,Lyn,,,,,no authors found with current query
447,Macfadden,Megan,BC​ Children​'​​s Hospital,57445597700,,MEDI (1),
448,MacInnes,Leah,,,,,no authors found with current query
449,MacVicar,Brian Archibald,Djavad Mowafaghian Centre for Brain Health,7006717711,0000-0003-4596-4623,NEUR (168); BIOC (96); MEDI (82),
450,Mah,Janet W.T.,BC​ Children​'​​s Hospital,16417405100,0000-0001-7706-6890,MEDI (14); PSYC (13); SOCI (4),
451,Mahal,Daljeet,"University of British Columbia, Faculty of Medicine",56104205700,,MEDI (2); PSYC (1),
452,Mahoney,Mary Catherine,University of Cincinnati College of Medicine,,,MEDI (182); HEAL (14); COMP (4),
453,Malomo,Oluseyi,,,,,no authors found with current query
454,Manjunath,Chinnapalli Veeraiah,,,,,no authors found with current query
455,Mansoor,Soudeh,Vancouver General Hospital,55319931600,,MEDI (2); BIOC (1),
456,Marshall,Jeanine Celeste,,,,,no authors found with current query
457,Martin,Nicole,The University of British Columbia,55780320000,,MEDI (2); NEUR (1),
458,Maskall,Doug,,,,,no authors found with current query
459,Mathew,Nickie,Vancouver General Hospital,57209761500,,MEDI (37); PSYC (5); NURS (4),
460,Mathias,Steve M.,Foundry,14052613700,,MEDI (79); NURS (8); SOCI (6),
461,Matos,Meghan,,,,,no authors found with current query
462,McConnell,Melanie C.,The University of British Columbia,57220525089,,PSYC (2); MEDI (1); NEUR (1),
463,McDermid,Joanna,The University of British Columbia,56533500400,,MEDI (3); PSYC (1),
464,McDermit,Dale,,,,,no authors found with current query
465,McDonald,Patrick J.,The University of British Columbia,9943286500,,MEDI (210); NEUR (40); BIOC (6),
466,McFadden,Connor,,,,,no authors found with current query
467,McGarvey,Kathleen A.,The University of British Columbia,6602697028,,MEDI (8); BIOC (4); NEUR (2),
468,McGeer,Edith G.,The University of British Columbia,35454223400,,NEUR (338); MEDI (247); BIOC (235),
469,McGregor,Fiona,Guy's and St Thomas' NHS Foundation Trust,,, (),"first of multiple profiles found, criteria not met"
470,McIntosh,Diane,Tellus,16245801200,,MEDI (31); PHAR (3); NEUR (3),
471,McKay,Joanna,,,,,no authors found with current query
472,McMillan,Janette,The University of British Columbia,57197990761,,MEDI (1),
473,Megahed Gheis,Mohamed,,,,,no authors found with current query
474,Mehra,Atul,,,,,no authors found with current query
475,Meldrum,Lee Anne,,,,,no authors found with current query
476,Mendoza,Valentina,The University of British Columbia,7004437254,,MEDI (2),
477,Menon,Mahesh,"University of British Columbia, Faculty of Medicine",9637177400,,MEDI (106); NEUR (53); PSYC (27),
478,Mestelman,Bryan,,,,,no authors found with current query
479,Meston,Cindy May,The University of Texas at Austin,,,MEDI (289); PSYC (183); BIOC (47),
480,Miao,Sheena W.,University of Victoria,,,PSYC (3); SOCI (1),
481,Michalak,Erin E.,"University of British Columbia, Faculty of Medicine",7006410152,,MEDI (212); PSYC (51); NEUR (35),
482,Miki,Nancy Patricia Hana,,,,,no authors found with current query
483,Milanese,Paul,Saint Boniface General Hospital,,,MEDI (1),
484,Millar,Grant,,,,,no authors found with current query
485,Miller,Marian L.,University of Cincinnati College of Medicine,,,BIOC (177); MEDI (105); PHAR (41),"first of multiple profiles found, criteria not met"
486,Miller,Ashley L.,University of Cincinnati College of Medicine,,,MEDI (55); NEUR (1),"first of multiple profiles found, criteria not met"
487,Miller,Debbie A.,Case Western Reserve University,,,MEDI (27); BIOC (8); AGRI (2),"first of multiple profiles found, criteria not met"
488,Minnes,Yoram,,,,,no authors found with current query
489,Minnings,Atlantis,,,,,no authors found with current query
490,Miranda,Charmaine A.,The University of British Columbia,22634815700,,MEDI (2); BIOC (1),
491,Miremadi,Saman,Vancouver General Hospital,36776440700,,MEDI (3),
492,Mirmiran,Jamaluddin,,,,,no authors found with current query
493,Misri,Nicholas,,,,,no authors found with current query
494,Mithani,Akber,"University of British Columbia, Faculty of Medicine",22035440500,,MEDI (6); NURS (2); DENT (1),
495,Mohajerani,Majid H.,Canadian Centre for Behavioural Neuroscience,,,MEDI (87); NEUR (78); BIOC (48),
496,Molgat,Carmen V.,"University of British Columbia, Faculty of Medicine",12040705800,,MEDI (4); PSYC (2); NEUR (2),
497,Moniwa,Emiko,,,,,no authors found with current query
498,Montalbetti,David J.,The University of British Columbia,6507044801,,MEDI (2),
499,More,Susan,,,,,no authors found with current query
500,Moretti,Jessica,,,,,no authors found with current query
501,Morgan,Erik David,Keele University,,,BIOC (266); AGRI (138); CHEM (104),"first of multiple profiles found, criteria not met"
502,Morris,Emily M.,"University of British Columbia, Faculty of Medicine",56768908600,,MEDI (55); BIOC (9); MULT (1),
503,Mulvey,Michael Richard,National Microbiology Laboratory,,,MEDI (562); IMMU (107); PHAR (82),
504,Murley,Nolan,,,,,no authors found with current query
505,Murphy,Timothy H.,"University of British Columbia, Faculty of Medicine",7401632487,0000-0002-0093-4490,NEUR (184); BIOC (112); MEDI (107),
506,Murray,Christopher J.L.,Institute for Health Metrics and Evaluation,,,MEDI (918); SOCI (99); BIOC (55),"first of multiple profiles found, criteria not met"
507,Murray,Candice,BC​ Children​'​​s Hospital,7402491720,,PSYC (14); MEDI (7); NEUR (2),
508,Musacchio,Mafalda,,,,,no authors found with current query
509,Na,Jennifer Jiwon,The University of British Columbia,56091092700,,PSYC (12); MEDI (9); SOCI (4),
510,Naccarato,Saverio,,,,,no authors found with current query
511,Naidoo,Smita,,,,,no authors found with current query
512,Narang,Paminder,,,,,no authors found with current query
513,Narang,Satinder,,,,,no authors found with current query
514,Nazif,Anna,,,,,no authors found with current query
515,Neelakant,Harish,,,,,no authors found with current query
516,Neilson,Heather K.,University of Toronto,,,BIOC (1),
517,Nerenberg,Lucila,The University of British Columbia,57214934599,,MEDI (1),
518,Neufeld,Andrew,,,,,no authors found with current query
519,Newman,Jill,Betsi Cadwaladr University Health Board,,,MEDI (2); NURS (1),
520,Ngan,Elton T.C.,The University of British Columbia,6603918292,,NEUR (39); MEDI (27); PSYC (12),
521,Nicholls,Tonia Lee,,,,,no authors found with current query
522,Nolan,Sean,UPMC Shadyside,,,MEDI (54); BIOC (10); PHAR (7),"first of multiple profiles found, criteria not met"
523,Northcott,Colleen J.,The University of British Columbia,6603126420,,MEDI (11); SOCI (2); NEUR (2),
524,Nunez,Carlos,The University of British Columbia,57200697785,,MEDI (2),
525,Ocana,Michael,,,,,no authors found with current query
526,O'Donnell,Katherine A.,Harvard Medical School,,,MEDI (22); PHAR (3); ENVI (3),"first of multiple profiles found, criteria not met"
527,Ogrodniczuk,John S.,The University of British Columbia,7003941225,,MEDI (319); PSYC (200); SOCI (53),
528,Ogunremi,Stephen A.,"Fraser Health, Canada",,,MEDI (2),
529,Ohiaeri,Onyema,,,,,no authors found with current query
530,Ohiaeri,Chinweoke,,,,,no authors found with current query
531,Okorie,Eugene F.,National University of Ireland Galway,,,MEDI (2); PSYC (1),
532,O'Neill,Ryan,The University of British Columbia,57211911054,,MEDI (1),
533,Ono,Erika,The University of British Columbia,57208317891,,MEDI (1),
534,Orujy Jukar,Taiebeh,,,,,no authors found with current query
535,Oshun,Anthony,St. Anne's Day Hospital,,,MEDI (2),
536,Oswald,Tyler,,,,,no authors found with current query
537,Otasowie,Aiwuyo,,,,,no authors found with current query
538,Padmanabhan,Jayaraj,Leicestershire Partnership NHS Trust,,,MEDI (3),
539,Pakrasi,Sanjeet,"University of Newcastle upon Tyne, Faculty of Medical Sciences",,,MEDI (22); NEUR (8); PSYC (3),
540,Dryden-Palmer,Karen Dell,Hospital for Sick Children University of Toronto,,,MEDI (50); NURS (6),"first of multiple profiles found, criteria not met"
541,Pande,Suniti,"Riverview Hospital, Coquitlam",,,MEDI (3); NEUR (1); PHAR (1),
542,Panenka,William J.,The University of British Columbia,55305981100,0000-0001-7143-6512,MEDI (143); NEUR (31); PSYC (23),
543,Parmar,Varinderjit,,,,,no authors found with current query
544,Passmore,Michael J.,Providence Health Care Canada,8558956500,,MEDI (21); NEUR (12); PSYC (7),
545,Patrick,Lance,,,,,no authors found with current query
546,Pattison,Mark,,,,,no authors found with current query
547,Patton,Sheila W.,St. Paul's Hospital,7102203866,,MEDI (3),
548,Paulsen,Eric,,,,,no authors found with current query
549,Pavlidis,Paul,Michael Smith Laboratories,7004159655,0000-0002-0426-5028,BIOC (160); MEDI (115); NEUR (60),
550,Penner,Erika K.,BC​ Children​'​​s Hospital,36620567700,0000-0002-3347-702X,MEDI (8); SOCI (4); PSYC (3),
551,Penner,Courtney,,,,,no authors found with current query
552,Perel-Panar,Carina,The University of British Columbia,57190869718,,MEDI (3),
553,Persaud,Rainer,The University of British Columbia,57156090400,,MEDI (1); NEUR (1),
554,Phaterpekar,Hem,,,,,no authors found with current query
555,Phillips,Anthony G.,"University of British Columbia, Faculty of Medicine",7401658611,,NEUR (322); PHAR (160); BIOC (140),
556,Adams-Piper,Emily R.,Permanente Medical Group,,,MEDI (23),"first of multiple profiles found, criteria not met"
557,Pipher,Bruce,,,,,no authors found with current query
558,Pitcher,Amanda,,,,,no authors found with current query
559,Ploesser,Markus,UCR School of Medicine,,,MEDI (4); NEUR (4); PSYC (2),
560,Poitras,Susan,BC Women’s Hospital + Health Centre,57972471900,,MEDI (1); NURS (1),
561,Porter,Kathryn M.,Children's Hospital and Regional Medical Center,,,MEDI (62); NURS (13); SOCI (8),"first of multiple profiles found, criteria not met"
562,Poyner-Del Vento,Patrick,,,,,no authors found with current query
563,Prenger,Jeremy L,,,,,no authors found with current query
564,Pretorius,Casper Francois,Mackay Base Hospital,,,MEDI (26),"first of multiple profiles found, criteria not met"
565,Price,Kelly J.,The University of British Columbia,7201789498,0000-0003-0371-5100,PSYC (7); MEDI (4),
566,Proulx,François,Université Laval,,,MEDI (98); ENVI (94); ENGI (10),"first of multiple profiles found, criteria not met"
567,Prystawa,Barbara,,,,,no authors found with current query
568,Puddester,Derek G.,University of Ottawa,,,MEDI (11); SOCI (6); ENGI (3),
569,Pullmer,Lewis,,,,,no authors found with current query
570,Rai,Santoch,Alberta Hospital Edmonton,,,ENVI (2); MEDI (1),"first of multiple profiles found, criteria not met"
571,Raina,Raj,,,,,no authors found with current query
572,Ramirez,Saby,,,,,no authors found with current query
573,Ramperti,Nicolas,,,,,no authors found with current query
574,Ramsden,Katherine,McMaster University,,,MEDI (7),
575,Randhawa,Ramandeep S.,UBC Hospital,55524284000,,PSYC (2),
576,Rasool Javaheri,Khodadad,,,,,no authors found with current query
577,Ratti,Paul,,,,,no authors found with current query
578,Raudzus,Julia,"St. Paul's Hospital, Vancouver",25926621500,,MEDI (8); PSYC (1),
579,Raymond,Lynn A.,Djavad Mowafaghian Centre for Brain Health,7102737545,,NEUR (116); BIOC (101); MEDI (93),
580,Reddy,Dorothy P.,Kings County Hospital Center,,,MEDI (2); NEUR (2); NURS (1),"first of multiple profiles found, criteria not met"
581,Reinbold,Siri,,,,,no authors found with current query
582,Reiner,Ethan,The University of British Columbia,56226477000,,IMMU (6); MEDI (3),
583,Reiner,Peter B.,The University of British Columbia,7006024841,,NEUR (100); MEDI (40); BIOC (32),
584,Reynolds,Vernon H.,Vanderbilt University Medical Center,,,MEDI (37); BIOC (6); HEAL (2),
585,Azar,Pouya,Vancouver General Hospital,56606982500,,MEDI (42); PSYC (8); NURS (3),
586,Richford,Carole M.,The University of British Columbia,55389964900,,PHAR (1),
587,Riou,Kylie,,,,,no authors found with current query
588,Rivera-Alvarado,Karen Lilian,Universidad Nacional Autónoma de México,,,MEDI (3); PHAR (2); IMMU (1),
589,Rizzardo,Tyson,,,,,no authors found with current query
590,Chris A. Robertson,Chris A.,University of Strathclyde,,,MEDI (710); BIOC (107); IMMU (53),"first of multiple profiles found, criteria not met"
591,Robertson,Heather A.,Vancouver General Hospital,26536697200,,NEUR (16); MEDI (16); PSYC (6),
592,Robichaud,Melisa,The University of British Columbia,6701686589,,PSYC (19); MEDI (9); ARTS (1),
593,Robinson-Anagor,Jason,,,,,no authors found with current query
594,Rogers,Jenny,The University of British Columbia,56896309600,,MEDI (2),
595,Rose,Riley,,,,,no authors found with current query
596,Rosenauer,Helen,,,,,no authors found with current query
597,David Rosin,Richard,The University of the West Indies,,,MEDI (239); PSYC (1); MATH (1),"first of multiple profiles found, criteria not met"
598,Roth,Victoria,,,,,no authors found with current query
599,Rothbart,Rachel,The University of British Columbia,56163378500,,MEDI (5); PHAR (1),
600,Routledge,Robin,,,,,no authors found with current query
601,Roy,Chunilal,,,,,no authors found with current query
602,Rozylo,Jennifer,The University of British Columbia,57215298733,,MEDI (2),
603,Rusak,Anysia,,,,,no authors found with current query
604,Russel,Jennifer,BC Children's Hospital,57194198180,,MEDI (3); NURS (1),
605,Rutherford,Patricia,,,,,no authors found with current query
606,Ryan,Deirdre T.,The University of British Columbia,16736851400,,MEDI (38); PSYC (4); NURS (3),
607,Ryan,Jane,The University of British Columbia,57213570991,,NEUR (3); BIOC (3); MEDI (2),
608,Saari,Carol Ann,The University of British Columbia,6603390537,,IMMU (1),
609,Sadrehashemi,Ladan,,,,,no authors found with current query
610,Saini,Mandeep,Military Hospital Secunderabad,,,MEDI (2),"first of multiple profiles found, criteria not met"
611,Saleh,Karim,Skånes universitetssjukhus,,,MEDI (26); BIOC (3); IMMU (2),"first of multiple profiles found, criteria not met"
612,Salih,Tamara,The University of British Columbia,57208316005,,MEDI (2); PSYC (1),
613,Saran,Kelly,The University of British Columbia,56418275000,,MEDI (4); PSYC (1),
614,Sassi,Roberto Britto,"University of British Columbia, Faculty of Medicine",7003544009,0000-0001-8862-0930,MEDI (118); NEUR (65); PSYC (48),
615,Sayyaparaju,Kiran,,,,,no authors found with current query
616,Scamvougeras,Anton,The University of British Columbia,6507091183,,MEDI (10); PSYC (5); NEUR (2),
617,Schacher,Candice,,,,,no authors found with current query
618,Schaffer,Nathan,,,,,no authors found with current query
619,Schenk,Christian Hans,,,,,no authors found with current query
620,Scherrer,Martin,Universitätsklinikum Heidelberg,,,MEDI (48); IMMU (19); ENVI (7),
621,Schertzer,Stephen,Toronto Western Hospital University of Toronto,,,NEUR (4); BIOC (4); MEDI (4),
622,Schlamp,William G,,,,,no authors found with current query
623,Scholtens,Martina,Médecin de famille à la Bridge Refugee Clinic à Vancouver (C.-B.) pendant 12 ans et elle termine actuellement une formation additionnelle sur la santé publique et la médecine préventive à l'Université de la Colombie-Britannique,6506939559,,MEDI (2),
624,Schovanek,Stefan,,,,,no authors found with current query
625,Schütz,Christian G. G.,The University of British Columbia,7006895707,,MEDI (178); PSYC (25); PHAR (22),
626,Schultz,Krista,"University of British Columbia, Faculty of Medicine",56841227000,,MEDI (5); NEUR (2),
627,Schuster,Lidia,,,,,no authors found with current query
628,Seamans,Jeremy Keith,Djavad Mowafaghian Centre for Brain Health,7003907622,,NEUR (76); BIOC (22); MEDI (21),
629,Seethapathy,Vijayakumar,,,,,no authors found with current query
630,Segal,Barry Michael,,,,,no authors found with current query
631,Sehrbrock,Joachim,The University of British Columbia,57217292942,,MEDI (2); PSYC (2),
632,Sekhon,Rose,,,,,no authors found with current query
633,Selles,Robert R.,"University of British Columbia, Faculty of Medicine",55207578400,0000-0002-4061-6147,MEDI (64); PSYC (29); NEUR (4),
634,Selvaraj,Madhavan,,,,,no authors found with current query
635,Sethi,Berjinder,,,,,no authors found with current query
636,Setton-Markus,Judith,,,,,no authors found with current query
637,Shabbits,Michael,,,,,no authors found with current query
638,Shakeri,Anyssa,,,,,no authors found with current query
639,Sharan,Richa,,,,,no authors found with current query
640,Sheldon,Leslie James,,,,,no authors found with current query
641,Sherazi,Syed Abdul Rafay,,,,,no authors found with current query
642,Sherwood,Megan,The University of British Columbia,36743693400,,MEDI (5); NEUR (4); PSYC (3),
643,Shete,Shilpa M.,BYL Nair Charitable Hospital &amp; TN Medical College,,,MEDI (3),
644,Shetty,Maithili,,,,,no authors found with current query
645,Shoja,Sheila,,,,,no authors found with current query
646,Shrikhande,Satish A.,Vancouver Island Health Authority,,,MEDI (20); NEUR (15); PHAR (10),
647,Shulman,Barbara,"University of British Columbia, Faculty of Medicine",15770130600,,MEDI (7); PSYC (1),
648,Shurshilova,Elena,,,,,no authors found with current query
649,Sidhu,Kanwar Ajit,,,,,no authors found with current query
650,Sidhu,Fulroop Kaur,,,,,no authors found with current query
651,Sidhu,Jesse A.,The University of British Columbia,57221512425,,MEDI (6); PSYC (2); NEUR (1),
652,Sinai,Joanne,The University of British Columbia,57748774300,,MEDI (8); HEAL (1); PHAR (1),
653,Singh,Kulbir I.,Vancouver General Hospital,57213995165,,MEDI (2),
654,Singh,Gunpreet,,,,,no authors found with current query
655,Singh,Rai Barinder,University School of Pharmaceutical Sciences,,,MEDI (2); BIOC (2),"first of multiple profiles found, criteria not met"
656,Singh,Pulkit,The University of British Columbia,57194687130,,MEDI (2),
657,Singh,Vineet Kumar,Rajasthan Hospital,,,MEDI (5); IMMU (1),"first of multiple profiles found, criteria not met"
658,Slater,Jennifer,,,,,no authors found with current query
659,Slomp,Caitlin,The University of British Columbia,57200679051,,MEDI (28); BIOC (3); MULT (1),
660,Smit,Martina,,,,,no authors found with current query
661,Smith,Erin K.,The University of British Columbia,57194940998,,MEDI (3),
662,Smith,Jeanette E.,Fromeside Clinic,,,MEDI (39); SOCI (7); NEUR (7),"first of multiple profiles found, criteria not met"
663,Smith,David F.,BC​ Children​'​​s Hospital,55553732235,,MEDI (5),
664,Smith,Geoffrey L.,University of Oxford,,,IMMU (452); BIOC (187); MEDI (135),"first of multiple profiles found, criteria not met"
665,Smith,Karolina,,,,,no authors found with current query
666,Smith,Kevin,"St. Paul's Hospital, Vancouver",57224141663,,MEDI (2),
667,Sodipo,Temitayo,,,,,no authors found with current query
668,Sojat,Alexander,,,,,no authors found with current query
669,Solomons,Kevin,The University of British Columbia,6701822044,,MEDI (17); PSYC (5); NEUR (2),
670,Soma,Rahul,The University of British Columbia,22952080700,,MEDI (1),
671,Son,Gyung Won,,,,,no authors found with current query
672,Song,Weihong,The University of British Columbia,7401655359,0000-0001-9928-889X,MEDI (172); BIOC (170); NEUR (124),
673,Spencer,Steven K.,Geisel School of Medicine at Dartmouth,,,MEDI (66); BIOC (22); ARTS (3),"first of multiple profiles found, criteria not met"
674,Spivack,Adam I.,Pennsylvania Hospital,,,MEDI (17); BIOC (1); COMP (1),
675,Srikameswaran,Sujatha,,,,,no authors found with current query
676,Srivastava,Raman,"University of British Columbia, Faculty of Medicine",56602199200,,MEDI (11); NURS (1); SOCI (1),
677,Stanford,Elizabeth A.,BC​ Children​'​​s Hospital,8930049200,,MEDI (14); NEUR (8); PSYC (6),
678,Stark,Carolyn,Catherine McAuley Health Center,,,MEDI (2); SOCI (1),
679,Steinberg,Carolyn,RICHMOND,,,MEDI (1); SOCI (1),"first of multiple profiles found, criteria not met"
680,Stephen,Petra,,,,,no authors found with current query
681,Stevenson,Ronald W.D.,The University of British Columbia,7402603331,,MEDI (10); PSYC (2); PHAR (1),
682,Stevenson,Kevin L.,UPMC Presbyterian,,,MEDI (4); NEUR (1); PSYC (1),"first of multiple profiles found, criteria not met"
683,Stewart,S. Evelyn,Children's and Women's Health Centre of British Columbia,54414801200,0000-0002-0994-6383,MEDI (223); PSYC (59); NEUR (37),
684,Steyn,Janus,,,,,no authors found with current query
685,Stingu-Baxter,Miroslava,,,,,no authors found with current query
686,Sun,Warren D,,,,,no authors found with current query
687,Superstein-Raber,Lynn,,,,,no authors found with current query
688,Syed,Mujahid Ali,East Kent Hospitals University NHS Foundation Trust,,,MEDI (9); NURS (1),"first of multiple profiles found, criteria not met"
689,Szasz,George,UBC Hospital,7102044594,,MEDI (17); PSYC (6); BIOC (2),
690,Szumilas,Magdalena,,,,,no authors found with current query
691,Tam,Edwin M.,The University of British Columbia,7005275683,,MEDI (43); PSYC (19); NEUR (18),
692,Tang,Betty,Kwai Chung Hospital,,,MEDI (3); HEAL (1); SOCI (1),"first of multiple profiles found, criteria not met"
693,Tarzwell,Robert,"University of British Columbia, Faculty of Medicine",8839388900,,MEDI (22); NEUR (5); PSYC (4),
694,Tavares,John,,,,,no authors found with current query
695,Taylor,Christine G.,St. Paul's Hospital,7404823774,,NEUR (3); MEDI (1); PSYC (1),
696,Taylor,Steven,"University of British Columbia, Faculty of Medicine",55628531401,,PSYC (271); MEDI (228); NEUR (27),
697,Telio,Summer,The University of British Columbia,55760632800,,MEDI (4); SOCI (2),
698,Tesler-Mabe,Carlos,,,,,no authors found with current query
