,title,eid,publication year,last name,first name,member id,irp,2018,2019,2020,2021,2022,2023
2120,High-resolution 3D imaging and analysis of axon regeneration in unsectioned spinal cord with or without tissue clearing,2-s2.0-85063401578,2019,Hilton,Brett,55148461400,Brain Injury & Repair,0,3,1,5,7,3
2121,Locomotor recovery following contusive spinal cord injury does not require oligodendrocyte remyelination,2-s2.0-85051062473,2018,Hilton,Brett,55148461400,Brain Injury & Repair,0,8,15,15,14,19
2122,A brainstem bypass for spinal cord injury,2-s2.0-85044213171,2018,Hilton,Brett,55148461400,Brain Injury & Repair,0,1,1,2,3,1
2123,Can injured adult CNS axons regenerate by recapitulating development?,2-s2.0-85030707926,2017,Hilton,Brett,55148461400,Brain Injury & Repair,15,15,16,22,15,7
2124,Neuroprotection and secondary damage following spinal cord injury: concepts and methods,2-s2.0-85008178882,2017,Hilton,Brett,55148461400,Brain Injury & Repair,6,9,13,4,13,8
2125,Cell transplantation therapy for spinal cord injury,2-s2.0-85018183101,2017,Hilton,Brett,55148461400,Brain Injury & Repair,47,68,83,107,123,64
2126,Evidence for an Age-Dependent Decline in Axon Regeneration in the Adult Mammalian Central Nervous System,2-s2.0-84962090398,2016,Hilton,Brett,55148461400,Brain Injury & Repair,10,11,12,17,19,5
2127,Re-establishment of cortical motor output maps and spontaneous functional recovery via spared dorsolaterally projecting corticospinal neurons after dorsal column spinal cord injury in adult mice,2-s2.0-84964052741,2016,Hilton,Brett,55148461400,Brain Injury & Repair,15,12,12,15,4,9
2128,Canonical Wnt signalling in PDGFRα-expressing cells is a critical regulator of astrogliosis and axon regeneration following CNS injury,2-s2.0-84914706454,2014,Hilton,Brett,55148461400,Brain Injury & Repair,3,0,1,0,0,0
2129,Ministrokes in channelrhodopsin-2 transgenic mice reveal widespread deficits in motor output despite maintenance of cortical neuronal excitability,2-s2.0-84892772158,2014,Hilton,Brett,55148461400,Brain Injury & Repair,0,2,4,2,1,0
2130,Ketogenic diet improves forelimb motor function after spinal cord injury in rodents,2-s2.0-84892423614,2013,Hilton,Brett,55148461400,Brain Injury & Repair,9,10,14,11,6,4
2131,Dorsolateral funiculus lesioning of the mouse cervical spinal cord at C4 but not at C6 results in sustained forelimb motor deficits,2-s2.0-84879326881,2013,Hilton,Brett,55148461400,Brain Injury & Repair,2,3,5,5,1,3
2132,Prognostic relevance of gait-related cognitive functions for dementia conversion in amnestic mild cognitive impairment,2-s2.0-85166286562,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2133,"Aerobic exercise improves executive functions in females, but not males, without the BDNF Val66Met polymorphism",2-s2.0-85151692638,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2134,Psychotic symptoms in frontotemporal dementia with TDP-43 tend to be associated with type B pathology,2-s2.0-85168536961,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2135,Brain Imaging Abnormalities in Mixed Alzheimer's and Subcortical Vascular Dementia,2-s2.0-85131647448,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,1
2136,Limbic-predominant age-related TDP-43 proteinopathy (LATE-NC) is associated with abundant TMEM106B pathology,2-s2.0-85159368224,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2137,Elicited clinician knowledge did not improve dementia risk prediction in individuals with mild cognitive impairment,2-s2.0-85153797747,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2138,Prioritization of Drug Targets for Neurodegenerative Diseases by Integrating Genetic and Proteomic Data From Brain and Blood,2-s2.0-85148707123,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,2
2139,A Systematic Review of the Genetics and Pathology of Psychosis in Frontotemporal Dementia,2-s2.0-85164178516,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2140,White-matter abnormalities in presymptomatic GRN and C9orf72 mutation carriers,2-s2.0-85153885750,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2141,A data-driven examination of apathy and depressive symptoms in dementia with independent replication,2-s2.0-85151426851,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,1
2142,Expert elicitation of risk factors for progression to dementia in individuals with mild cognitive impairment,2-s2.0-85150723052,2023,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,2
2143,Müller cell degeneration and microglial dysfunction in the Alzheimer’s retina,2-s2.0-85139348540,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,5
2144,"Reshaping the path of mild cognitive impairment by refining exercise prescription: a study protocol of a randomized controlled trial to understand the “what,” “for whom,” and “how” of exercise to promote cognitive function",2-s2.0-85138128984,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,2
2145,The trend of disruption in the functional brain network topology of Alzheimer’s disease,2-s2.0-85137169860,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,1
2146,"Author Correction: FAM222A encodes a protein which accumulates in plaques in Alzheimer’s disease (Nature Communications, (2020), 11, 1, (411), 10.1038/s41467-019-13962-0)",2-s2.0-85133814784,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2147,Dissociation of tau pathology and neuronal hypometabolism within the ATN framework of Alzheimer’s disease,2-s2.0-85126850679,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,3,1
2148,Amyloid-Related Imaging Abnormalities in the DIAN-TU-001 Trial of Gantenerumab and Solanezumab: Lessons from a Trial in Dominantly Inherited Alzheimer Disease,2-s2.0-85140097709,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,1
2149,Effect of Exercise Training or Complex Mental and Social Activities on Cognitive Function in Adults with Chronic Stroke: A Randomized Clinical Trial,2-s2.0-85139880646,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,2
2150,Temporal order of clinical and biomarker changes in familial frontotemporal dementia,2-s2.0-85139804219,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,10
2151,"Differences in Motor Features of C9orf72, MAPT, or GRN Variant Carriers With Familial Frontotemporal Lobar Degeneration",2-s2.0-85139739037,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,1,1
2152,An IL1RL1 genetic variant lowers soluble ST2 levels and the risk effects of APOE-ε4 in female patients with Alzheimer’s disease,2-s2.0-85134401383,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,1,4
2153,Avoid or Embrace? Practice Effects in Alzheimer’s Disease Prevention Trials,2-s2.0-85133941079,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,2
2154,Comprehensive cross-sectional and longitudinal analyses of plasma neurofilament light across FTD spectrum disorders,2-s2.0-85128399381,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,2,4
2155,Proposed research criteria for prodromal behavioural variant frontotemporal dementia,2-s2.0-85129780192,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,6,8
2156,Cognitive differences between healthy monolingual and bilingual anglophones on the English version of the Dépistage Cognitif de Québec: A new screening tool for atypical dementia,2-s2.0-85141602782,2022,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2157,A deep learning framework identifies dimensional representations of Alzheimer’s Disease from brain structure,2-s2.0-85122435981,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,5,13
2158,"Plasma phosphorylated-tau181 as a predictive biomarker for Alzheimer’s amyloid, tau and FDG PET status",2-s2.0-85119456383,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,6,13
2159,Staging tau pathology with tau PET in Alzheimer’s disease: a longitudinal study,2-s2.0-85116567181,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,11,5
2160,Cardiovascular risk moderates the effect of aerobic exercise on executive functions in older adults with subcortical ischemic vascular cognitive impairment,2-s2.0-85116454570,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,5,1
2161,Accelerated functional brain aging in pre-clinical familial Alzheimer’s disease,2-s2.0-85115969502,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,11,11
2162,"Author Correction: Spread of pathological tau proteins through communicating neurons in human Alzheimer’s disease (Nature Communications, (2020), 11, 1, (2612), 10.1038/s41467-020-15701-2)",2-s2.0-85112117933,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2163,Correlation between Alzheimer’s disease and type 2 diabetes using non-negative matrix factorization,2-s2.0-85111971234,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,3,3
2164,Higher CSF sTNFR1-related proteins associate with better prognosis in very early Alzheimer’s disease,2-s2.0-85109751830,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,2,5,9
2165,KL-VS heterozygosity is associated with lower amyloid-dependent tau accumulation and memory impairment in Alzheimer’s disease,2-s2.0-85108574229,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,10,9
2166,Reshaping the path of vascular cognitive impairment with resistance training: a study protocol for a randomized controlled trial,2-s2.0-85102812426,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,3,0
2167,Tau-Atrophy Variability Reveals Phenotypic Heterogeneity in Alzheimer's Disease,2-s2.0-85117143543,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,6,5
2168,"SLITRK2, an X-linked modifier of the age at onset in C9orf72 frontotemporal lobar degeneration",2-s2.0-85119322028,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,2,1
2169,A trial of gantenerumab or solanezumab in dominantly inherited Alzheimer’s disease,2-s2.0-85108993807,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,8,84,49
2170,Recognition memory and divergent cognitive profiles in prodromal genetic frontotemporal dementia,2-s2.0-85104080883,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,5,2
2171,Plasma Neurofilament Light for Prediction of Disease Progression in Familial Frontotemporal Lobar Degeneration,2-s2.0-85107091043,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,7,13,12
2172,Four distinct trajectories of tau deposition identified in Alzheimer’s disease,2-s2.0-85105170201,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,30,101,74
2173,Gene Expression Imputation Across Multiple Tissue Types Provides Insight Into the Genetic Architecture of Frontotemporal Dementia and Its Clinical Subtypes,2-s2.0-85101343818,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,4,1
2174,Association of Initial β-Amyloid Levels with Subsequent Flortaucipir Positron Emission Tomography Changes in Persons without Cognitive Impairment,2-s2.0-85096515625,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,5,9,7
2175,"Clinico-pathological comparison of patients with autopsy-confirmed alzheimer’s disease, dementia with lewy bodies, and mixed pathology",2-s2.0-85108274502,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,3,2
2176,FDG-PET in presymptomatic C9orf72 mutation carriers,2-s2.0-85106921104,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,5,3
2177,Exploring the Contribution of Myelin Content in Normal Appearing White Matter to Cognitive Outcomes in Cerebral Small Vessel Disease,2-s2.0-85102964653,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,5,2
2178,Brain volumetric deficits in MAPT mutation carriers: a multisite study,2-s2.0-85096841892,2021,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,8,7
2179,Mendelian randomization implies no direct causal association between leukocyte telomere length and amyotrophic lateral sclerosis,2-s2.0-85088385622,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,1,1
2180,"A telescope GWAS analysis strategy, based on SNPs-genes-pathways ensamble and on multivariate algorithms, to characterize late onset Alzheimer’s disease",2-s2.0-85088323383,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,3,2,2
2181,"Author Correction: Multimodal hippocampal subfield grading for Alzheimer’s disease classification (Scientific Reports, (2019), 9, 1, (13845), 10.1038/s41598-019-49970-9)",2-s2.0-85087117382,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2182,Spread of pathological tau proteins through communicating neurons in human Alzheimer's disease,2-s2.0-85085538808,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,17,55,86,44
2183,Challenges and Opportunities with Causal Discovery Algorithms: Application to Alzheimer’s Pathophysiology,2-s2.0-85079760631,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,1,9,24,9
2184,FAM222A encodes a protein which accumulates in plaques in Alzheimer’s disease,2-s2.0-85078187510,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,4,3,1,2
2185,Functional brain architecture is associated with the rate of tau accumulation in Alzheimer’s disease,2-s2.0-85078065413,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,17,48,40,22
2186,"Rates of Brain Atrophy across Disease Stages in Familial Frontotemporal Dementia Associated with MAPT, GRN, and C9orf72 Pathogenic Variants",2-s2.0-85094818226,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,9,5
2187,Higher CSF sTREM2 attenuates ApoE4-related risk for cognitive decline and neurodegeneration,2-s2.0-85092582450,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,7,15,5
2188,Recommendations of the 5th Canadian Consensus Conference on the diagnosis and treatment of dementia,2-s2.0-85088587187,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,7,17,35,24
2189,Quality of life and caregiver burden in familial frontotemporal lobar degeneration: Analyses of symptomatic and asymptomatic individuals within the LEFFTDS cohort,2-s2.0-85087837259,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,2,4,2
2190,Amyloid Beta Immunoreactivity in the Retinal Ganglion Cell Layer of the Alzheimer’s Eye,2-s2.0-85089423006,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,1,10,11,9
2191,Trehalose Inhibits Aβ Generation and Plaque Formation in Alzheimer’s Disease,2-s2.0-85085945438,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,3,10,3
2192,Revised Self-Monitoring Scale: A potential endpoint for frontotemporal dementia clinical trials,2-s2.0-85085854812,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,1,6,6,4
2193,The Use of Random Forests to Identify Brain Regions on Amyloid and FDG PET Associated with MoCA Score,2-s2.0-85084276542,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,1,1,4,1
2194,Amyloid Deposits in the Retina of the Human Eye are Biomarkers of Two Different Diseases,2-s2.0-85092214568,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2195,"Correction to: A nonsynonymous mutation in PLCG2 reduces the risk of Alzheimer’s disease, dementia with Lewy bodies and frontotemporal dementia, and increases the likelihood of longevity (Acta Neuropathologica, (2019), 138, 2, (237-250), 10.1007/s00401-019-02026-8)",2-s2.0-85078622953,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2196,Diagnostic value of plasma phosphorylated tau181 in Alzheimer’s disease and frontotemporal lobar degeneration,2-s2.0-85081567936,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,47,115,111,88
2197,Age at symptom onset and death and disease duration in genetic frontotemporal dementia: an international retrospective cohort study,2-s2.0-85077946988,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,11,50,47,39
2198,An automated clinical mass spectrometric method for identification and quantification of variant and wild-type amyloid-β 1-40 and 1-42 peptides in CSF,2-s2.0-85100484265,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,2,3,2
2199,"CCCDTD5 recommendations on early and timely assessment of neurocognitive disorders using cognitive, behavioral, and functional scales",2-s2.0-85095936547,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,5,2
2200,Comparison of sporadic and familial behavioral variant frontotemporal dementia (FTD) in a North American cohort,2-s2.0-85077737543,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,10,9,2
2201,Active lifestyles moderate clinical outcomes in autosomal dominant frontotemporal degeneration,2-s2.0-85077735173,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,5,5,10,6
2202,Utility of the global CDR<sup>®</sup> plus NACC FTLD rating and development of scoring rules: Data from the ARTFL/LEFFTDS Consortium,2-s2.0-85077733249,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,1,12,24,20
2203,Genetic screening of a large series of North American sporadic and familial frontotemporal dementia cases,2-s2.0-85077731767,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,4,11,12,7
2204,Clinical and volumetric changes with increasing functional impairment in familial frontotemporal lobar degeneration,2-s2.0-85075806070,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,2,9,12,4
2205,The longitudinal evaluation of familial frontotemporal dementia subjects protocol: Framework and methodology,2-s2.0-85073823606,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,5,7,7,6
2206,Individualized atrophy scores predict dementia onset in familial frontotemporal lobar degeneration,2-s2.0-85065448095,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,7,6,11,6
2207,Assessment of executive function declines in presymptomatic and mildly symptomatic familial frontotemporal dementia: NIH-EXAMINER as a potential clinical trial endpoint,2-s2.0-85065401051,2020,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,11,9,1
2208,A Novel Joint Brain Network Analysis Using Longitudinal Alzheimer’s Disease Data,2-s2.0-85076896718,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,0,4,7,1
2209,Nonlinear Z-score modeling for improved detection of cognitive abnormality,2-s2.0-85075806346,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,3,3,5,1
2210,Generation of an induced pluripotent stem cell line (UBCi001-A) from a presymptomatic individual carrying the R418X progranulin gene mutation,2-s2.0-85074505452,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,1,0,0,0
2211,Genome-wide association analysis of hippocampal volume identifies enrichment of neurogenesis-related pathways,2-s2.0-85073100926,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,4,2,4,2
2212,Multimodal Hippocampal Subfield Grading For Alzheimer’s Disease Classification,2-s2.0-85072677808,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,5,7,7,3
2213,Non-coding variability at the APOE locus contributes to the Alzheimer’s risk,2-s2.0-85070600884,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,11,19,27,13
2214,Genetic variation across RNA metabolism and cell death gene networks is implicated in the semantic variant of primary progressive aphasia,2-s2.0-85069717816,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,5,1,2
2215,The BIN1 rs744373 SNP is associated with increased tau-PET levels and impaired memory,2-s2.0-85064531830,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,8,17,14,7
2216,A blood-based signature of cerebrospinal fluid Aβ <inf>1–42</inf> status,2-s2.0-85062726457,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,3,3,6,5,1
2217,"Predicting Short-term MCI-to-AD Progression Using Imaging, CSF, Genetic Factors, Cognitive Resilience, and Demographics",2-s2.0-85061793788,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,2,6,7,15,6
2218,Comparison of Pittsburgh compound B and florbetapir in cross-sectional and longitudinal studies,2-s2.0-85061783606,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,2,11,18,25,18
2219,Predicting Alzheimer’s disease progression using multi-modal deep learning approach,2-s2.0-85061494936,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,9,32,47,58,38
2220,Tracking white matter degeneration in asymptomatic and symptomatic MAPT mutation carriers,2-s2.0-85072730982,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,3,2,3,2
2221,Clinicopathologic correlations in a family with a TBK1 mutation presenting as primary progressive aphasia and primary lateral sclerosis,2-s2.0-85068165145,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,5,8,4,2
2222,The Use of Random Forests to Classify Amyloid Brain PET,2-s2.0-85071786130,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,2,4,0,3
2223,The comprehensive assessment of neurodegeneration and dementia: Canadian cohort study,2-s2.0-85071898719,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,2,4,9,17,6
2224,Prevalence of delusions in drug-naïve Alzheimer disease patients: A meta-analysis,2-s2.0-85070397570,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,2,0,2,2
2225,The Role of S100B in Aerobic Training Efficacy in Older Adults with Mild Vascular Cognitive Impairment: Secondary Analysis of a Randomized Controlled Trial,2-s2.0-85066090655,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,0,3,1,1
2226,Regional Amyloid-β Load and White Matter Abnormalities Contribute to Hypometabolism in Alzheimer’s Dementia,2-s2.0-85056312323,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,5,5,3,2
2227,The Effect of Aerobic Exercise on White Matter Hyperintensity Progression May Vary by Sex,2-s2.0-85062911327,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,2,4,4,4,2
2228,Genome-wide analyses as part of the international FTLD-TDP whole-genome sequencing consortium reveals novel disease risk factors and increases support for immune dysfunction in FTLD,2-s2.0-85061326203,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,7,10,20,12,8
2229,Non-Binary Approaches for Classification of Amyloid Brain PET,2-s2.0-85069212507,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,0,0,0
2230,"Type 2 diabetes mellitus, brain atrophy, and cognitive decline",2-s2.0-85061857085,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,4,13,16,31,21
2231,Cerebral Amyloid-β Deposition Is Associated with Impaired Gait Speed and Lower Extremity Function,2-s2.0-85072578497,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,3,3,3,3
2232,Identification of evolutionarily conserved gene networks mediating neurodegenerative dementia,2-s2.0-85058010718,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,4,16,23,19,11
2233,Coexistence of Multiple Sclerosis and Alzheimer's disease: A review,2-s2.0-85056183453,2019,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,2,9,2,6,8
2234,Uncovering the heterogeneity and temporal complexity of neurodegenerative diseases with Subtype and Stage Inference,2-s2.0-85054898182,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,13,29,45,48,43
2235,Characteristic patterns of inter- and intra-hemispheric metabolic connectivity in patients with stable and progressive mild cognitive impairment and Alzheimer’s disease,2-s2.0-85053304435,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,1,3,2,4,2
2236,Multimodal and Multiscale Deep Neural Networks for the Early Diagnosis of Alzheimer’s Disease using structural MR and FDG-PET images,2-s2.0-85052338503,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,4,32,39,48,51,40
2237,Brain multiplexes reveal morphological connectional biomarkers fingerprinting late brain dementia states,2-s2.0-85048280147,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,8,11,16,16,8,8
2238,CXCR4 involvement in neurodegenerative diseases,2-s2.0-85045350217,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,11,5,10,13,3
2239,Tau mutations as a novel risk factor for cancer—letter,2-s2.0-85056606062,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,0,0,0,0,1
2240,Prevalence of amyloid-β pathology in distinct variants of primary progressive aphasia,2-s2.0-85056802535,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,8,24,32,26,13
2241,A C6orf10/LOC101929163 locus is associated with age of onset in C9orf72 carriers,2-s2.0-85054408708,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,9,7,7,5,2
2242,Adaptive crossover designs for assessment of symptomatic treatments targeting behaviour in neurodegenerative disease: A phase 2 clinical trial of intranasal oxytocin for frontotemporal dementia (FOXY),2-s2.0-85054052772,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,3,5,3,8,1
2243,A Rational Structured Epitope Defines a Distinct Subclass of Toxic Amyloid-beta Oligomers,2-s2.0-85050208446,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,3,2,5,4,2
2244,16-year survival of the canadian collaborative cohort of related dementias,2-s2.0-85050959126,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,0,1,0,1
2245,Potential genetic modifiers of disease risk and age at onset in patients with frontotemporal lobar degeneration and GRN mutations: a genome-wide association study,2-s2.0-85046353036,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,2,12,19,18,18,8
2246,The role of exercise in mitigating subcortical ischemic vascular cognitive impairment,2-s2.0-85044539468,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,2,5,6,1,3
2247,Study protocol for Vitality: A proof-of-concept randomised controlled trial of exercise training or complex mental and social activities to promote cognition in adults with chronic stroke,2-s2.0-85044226411,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,4,0,0,5,1
2248,Progress toward standardized diagnosis of vascular cognitive impairment: Guidelines from the Vascular Impairment of Cognition Classification Consensus Study,2-s2.0-85037059982,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,7,18,30,50,51,30
2249,Aerobic exercise promotes executive functions and impacts functional neural activity among older adults with vascular cognitive impairment,2-s2.0-85041836192,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,6,14,7,20,14,13
2250,Detection of cognitive impairment using a machine-learning algorithm,2-s2.0-85057545677,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,2,2,5,3,2
2251,Drusen in the peripheral retina of the Alzheimer’s eye,2-s2.0-85049085062,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,2,4,4,4,2
2252,Development and validation of a novel dementia of Alzheimer's type (DAT) score based on metabolism FDG-PET imaging,2-s2.0-85044166461,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,5,6,7,4,3
2253,Decreased Prefrontal Activation during Matrix Reasoning in Predementia Progranulin Mutation Carriers,2-s2.0-85043579931,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,0,0,2,1,1,1
2254,Gray matter changes in asymptomatic C9orf72 and GRN mutation carriers,2-s2.0-85042855262,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,3,7,4,3,7
2255,Immune-related genetic enrichment in frontotemporal dementia: An analysis of genome-wide association studies,2-s2.0-85041689945,2018,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,26,17,24,18,9
2256,Clinical and neuropathological features of ALS/FTD with TIA1 mutations,2-s2.0-85048985508,2017,Hsiung,Robin,7005203713,Learning Memory & Dementias,4,6,7,7,4,2
2257,Pattern Discovery in Brain Imaging Genetics via SCCA Modeling with a Generic Non-convex Penalty,2-s2.0-85032193550,2017,Hsiung,Robin,7005203713,Learning Memory & Dementias,1,1,2,2,1,2
2258,Susceptible genes and disease mechanisms identified in frontotemporal dementia and frontotemporal dementia with Amyotrophic Lateral Sclerosis by DNA-methylation and GWAS,2-s2.0-85029377334,2017,Hsiung,Robin,7005203713,Learning Memory & Dementias,4,5,4,6,6,0
