,title,eid,publication year,authors,last name,first name,member id
90,2013 Review and Update of the Genetic Counseling Practice Based Competencies by a Task Force of the Accreditation Council for Genetic Counseling,2-s2.0-84975473125,2016,"Doyle, Debra Lochner;Awwad, Rawan I.;Austin, Jehannine C.;Baty, Bonnie J.;Bergner, Amanda L.;Brewster, Stephanie J.;Erby, Lori A.H.;Franklin, Cathi Rubin;Greb, Anne E.;Grubs, Robin E.;Hooker, Gillian W.;Noblin, Sarah Jane;Ormond, Kelly E.;Palmer, Christina G.;Petty, Elizabeth M.;Singletary, Claire N.;Thomas, Matthew J.;Toriello, Helga;Walton, Carol S.;Uhlmann, Wendy R.",Austin,Jehannine C.,7402093250
91,Obsessive-Compulsive Disorder: The Process of Parental Adaptation and Implications for Genetic Counseling,2-s2.0-84949510724,2016,"Andrighetti, Heather;Semaka, Alicia;Stewart, S. Evelyn;Shuman, Cheryl;Hayeems, Robin;Austin, Jehannine",Austin,Jehannine C.,7402093250
92,Perinatal psychosis in mothers with a history of major depressive disorder,2-s2.0-84938867881,2016,"Mighton, Chloe E.;Inglis, Angela J.;Carrion, Prescilla B.;Hippman, Catriona L.;Morris, Emily M.;Andrighetti, Heather J.;Batallones, Rolan;Honer, William G.;Austin, Jehannine C.",Austin,Jehannine C.,7402093250
93,A pilot randomized clinical trial evaluating the impact of genetic counseling for serious mental illnesses,2-s2.0-84959553683,2016,"Hippman, Catriona;Ringrose, Andrea;Inglis, Angela;Cheek, Joanna;Albert, Arianne Y.K.;Remick, Ronald;Honer, William G.;Austin, Jehannine C.",Austin,Jehannine C.,7402093250
94,2020 Vision: Genetic Counselors as Acknowledged Leaders in Integrating Genetics and Genomics into Healthcare,2-s2.0-84955677644,2016,"Austin, Jehannine",Austin,Jehannine C.,7402093250
95,The effect of genetic test-based risk information on behavioral outcomes: A critical examination of failed trials and a call to action,2-s2.0-84959338941,2015,"Austin, Jehannine",Austin,Jehannine C.,7402093250
96,Disclosure of psychiatric manifestations of 22q11.2 deletion syndrome in medical genetics: A 12-year retrospective chart review,2-s2.0-84941261524,2015,"Baughman, Serena Talcott;Morris, Emily;Jensen, Kimberly;Austin, Jehannine",Austin,Jehannine C.,7402093250
97,Ethical issues associated with genetic counseling in the context of adolescent psychiatry,2-s2.0-84952630189,2015,"Ryan, Jane;Virani, Alice;Austin, Jehannine C.",Austin,Jehannine C.,7402093250
98,Healthy Young Minds: The Effects of a 1-hour Classroom Workshop on Mental Illness Stigma in High School Students,2-s2.0-84924985571,2015,"Ke, Sally;Lai, Joshua;Sun, Terri;Yang, Michael M.H.;Wang, Jay Ching Chieh;Austin, Jehannine",Austin,Jehannine C.,7402093250
99,"Evaluating a unique, specialist psychiatric genetic counseling clinic: Uptake and impact",2-s2.0-84922600381,2015,"Inglis, A.;Koehn, D.;Mcgillivray, B.;Stewart, S. E.;Austin, J.",Austin,Jehannine C.,7402093250
100,Conceptualizing Genetic Counseling as Psychotherapy in the Era of Genomic Medicine,2-s2.0-84911990473,2014,"Austin, Jehannine;Semaka, Alicia;Hadjipavlou, George",Austin,Jehannine C.,7402093250
101,Genetic counseling for common psychiatric disorders: An opportunity for interdisciplinary collaboration,2-s2.0-84899757622,2014,"Austin, Jehannine;Inglis, Angela;Hadjipavlou, George",Austin,Jehannine C.,7402093250
102,A 'cure' for Down syndrome: What do parents want?,2-s2.0-84908244597,2014,"Inglis, A.;Lohn, Z.;Austin, Jehannine C.;Hippman, Catriona",Austin,Jehannine C.,7402093250
103,Parents' experiences of receiving their child's genetic diagnosis: A qualitative study to inform clinical genetics practice,2-s2.0-84899946024,2014,"Ashtiani, Setareh;Makela, Nancy;Carrion, Prescilla;Austin, Jehannine",Austin,Jehannine C.,7402093250
104,Mania and depression in the perinatal period among women with a history of major depressive disorders,2-s2.0-84897116608,2014,"Inglis, Angela J.;Hippman, Catriona L.;Carrion, Prescilla B.;Honer, William G.;Austin, Jehannine C.",Austin,Jehannine C.,7402093250
105,Awareness of genetic counseling and perceptions of its purpose: A survey of the Canadian public,2-s2.0-84888133941,2013,"Maio, Melissa;Carrion, Prescilla;Yaremco, Elyse;Austin, Jehannine C.",Austin,Jehannine C.,7402093250
106,Nothing is absolute in life: Understanding uncertainty in the context of psychiatric genetic counseling from the perspective of those with serious mental Illness,2-s2.0-84885474675,2013,"Hippman, Catriona;Lohn, Zoe;Ringrose, Andrea;Inglis, Angela;Cheek, Joanna;Austin, Jehannine C.",Austin,Jehannine C.,7402093250
107,Discussing the psychiatric manifestations of 22q11.2 deletion syndrome: An exploration of clinical practice among medical geneticists,2-s2.0-84883884658,2013,"Morris, Emily;Inglis, Angela;Friedman, Jan;Austin, Jehannine",Austin,Jehannine C.,7402093250
108,Red blood cell folate levels in pregnant women with a history of mood disorders: A case series,2-s2.0-84879782101,2013,"Yaremco, Elyse;Inglis, Angela;Innis, Sheila M.;Hippman, Catriona;Carrion, Prescilla;Lamers, Yvonne;Honer, William G.;Austin, Jehannine",Austin,Jehannine C.,7402093250
109,Genetic testing for psychiatric disorders: Its current role in clinical psychiatric practice,2-s2.0-84879774278,2013,"Austin, Jehannine",Austin,Jehannine C.,7402093250
110,Childhood Trauma and the Inability to Access Hospital Care Among People who Inject Drugs,2-s2.0-85049180426,2018,"Randhawa, Gurdeeshpal;Azarbar, Ataa;Dong, Huiru;Milloy, M. J.;Kerr, Thomas;Hayashi, Kanna",Azarbar,Ataa,57193737040
111,Alcohol use disorder and depression: Proposed rewording of Choosing Wisely recommendation,2-s2.0-85016173134,2017,"Tanguay, Robert L.;Lamba, Wiplove;Fraser, Ronald;Mills, Phillip;Azarbar, Ataa;El-Guebaly, Nady",Azarbar,Ataa,57193737040
112,"Examining a novel, parent child interaction therapy-informed, behavioral treatment of selective mutism",2-s2.0-85069588959,2019,"Catchpole, Rosalind;Young, Arlene;Baer, Susan;Salih, Tamara",Baer,Susan,7005865403
113,Types of parental involvement in CBT with anxious youth: A preliminary meta-analysis,2-s2.0-84925637035,2014,"Manassis, Katharina;Changgun Le, Trevor;Bennett, Kathryn;Zhao, Xiu Yan;Mendlowitz, Sandra;Duda, Stephanie;Saini, Michael;Wilansky, Pamela;Baer, Susan;Barrett, Paula;Bodden, Denise;Cobham, Vanessa E.;Dadds, Mark R.;Flannery-Schroeder, Ellen;Ginsburg, Golda;Heyne, David;Hudson, Jennifer L.;Kendall, Philip C.;Liber, Juliette;Masia-Warner, Carrie;Nauta, Maaike H.;Rapee, Ronald M.;Silverman, Wendy;Siqueland, Lynne;Spence, Susan H.;Utens, Elisabeth;Wood, Jeffrey J.",Baer,Susan,7005865403
114,Cognitive behavioral therapy age effects in child and adolescent anxiety: An individual patient data metaanalysis,2-s2.0-84883654019,2013,"Bennett, Kathryn;Manassis, Katharina;Walter, Stephen D.;Cheung, Amy;Wilansky-Traynor, Pamela;Diaz-Granados, Natalia;Duda, Stephanie;Rice, Maureen;Baer, Susan;Barrett, Paula;Bodden, Denise;Cobham, Vanessa E.;Dadds, Mark R.;Flannery-Schroeder, Ellen;Ginsburg, Golda;Heyne, David;Hudson, Jennifer L.;Kendall, Philip C.;Liber, Juliette;Warner, Carrie Masia;Mendlowitz, Sandra;Nauta, Maaike H.;Rapee, Ronald M.;Silverman, Wendy;Siqueland, Lynne;Spence, Susan H.;Utens, Elisabeth;Wood, Jeffrey J.",Baer,Susan,7005865403
115,Hydroxyzine Use in Preschool Children and Its Effect on Neurodevelopment: A Population-Based Longitudinal Study,2-s2.0-85124614542,2022,"Gober, Hans J.;Li, Kathy H.;Yan, Kevin;Bailey, Anthony J.;Carleton, Bruce C.",Bailey,Anthony J.,7402596134
116,Perceptual Grouping in Autism Spectrum Disorder: An Exploratory Magnetoencephalography Study,2-s2.0-85143762496,2022,"Falter-Wagner, Christine M.;Kiefer, Christian M.;Bailey, Anthony J.;Vogeley, Kai;Dammers, Jürgen",Bailey,Anthony J.,7402596134
117,Atypical measures of diffusion at the gray-white matter boundary in autism spectrum disorder in adulthood,2-s2.0-85098932610,2021,"Bletsch, Anke;Schäfer, Tim;Mann, Caroline;Andrews, Derek S.;Daly, Eileen;Gudbrandsen, Maria;Ruigrok, Amber N.V.;Dallyn, Robert;Romero-Garcia, Rafael;Lai, Meng Chuan;Lombardo, Michael V.;Craig, Michael C.;Suckling, John;Bullmore, Edward T.;Baron-Cohen, Simon;Murphy, Declan G.M.;Dell'Acqua, Flavio;Ecker, Christine;Bailey, Anthony J.;Bolton, Patrick F.;Carrington, Sarah;Catani, Marco;Chakrabarti, Bhismadev;Deoni, Sean C.L.;Happé, Francesca;Henty, Julian;Jezzard, Peter;Johnston, Patrick;Jones, Derek K.;Madden, Anya;Mullins, Diane;Murphy, Clodagh M.;Pasco, Greg;Sadek, Susan A.;Spain, Debbie;Stewart, Rose;Wheelwright, Sally J.;Williams, Steven C.;Wilson, C. Ellie",Bailey,Anthony J.,7402596134
118,Semantic Processing in Autism Spectrum Disorders Is Associated With the Timing of Language Acquisition: A Magnetoencephalographic Study,2-s2.0-85088528662,2020,"Ahtam, Banu;Braeutigam, Sven;Bailey, Anthony",Bailey,Anthony J.,7402596134
119,Neural self-representation in autistic women and association with ‘compensatory camouflaging’,2-s2.0-85059531695,2019,"Lai, Meng Chuan;Lombardo, Michael V.;Chakrabarti, Bhismadev;Ruigrok, Amber N.V.;Bullmore, Edward T.;Suckling, John;Auyeung, Bonnie;Happé, Francesca;Szatmari, Peter;Baron-Cohen, Simon;Bailey, Anthony J.;Bolton, Patrick F.;Carrington, Sarah;Catani, Marco;Craig, Michael C.;Daly, Eileen M.;Deoni, Sean C.L.;Ecker, Christine;Henty, Julian;Jezzard, Peter;Johnston, Patrick;Jones, Derek K.;Madden, Anya;Mullins, Diane;Murphy, Clodagh M.;Murphy, Declan G.M.;Pasco, Greg;Sadek, Susan A.;Spain, Debbie;Stewart, Rose;Wheelwright, Sally J.;Williams, Steven C.",Bailey,Anthony J.,7402596134
120,"Exploring and building autism service capacity in rural and remote regions: Participatory action research in rural Alberta and British Columbia, Canada",2-s2.0-85059354106,2019,"Young, Amber;Nicholas, David B.;Chamberlain, Shirley Pat;Suapa, Nirach;Gale, Nancy;Bailey, Anthony J.",Bailey,Anthony J.,7402596134
121,Gaps in Current Autism Research: The Thoughts of the Autism Research Editorial Board and Associate Editors,2-s2.0-85064894235,2019,"Amaral, David G.;Anderson, George M.;Bailey, Anthony;Bernier, Raphe;Bishop, Somer;Blatt, Gene;Canal-Bedia, Ricardo;Charman, Tony;Dawson, Geraldine;de Vries, Petrus J.;Dicicco-Bloom, Emanuel;Dissanayake, Cheryl;Kamio, Yoko;Kana, Rajesh;Khan, Naila Z.;Knoll, Allison;Kooy, Frank;Lainhart, Janet;Levitt, Pat;Loveland, Katherine;Minshew, Nancy;Mueller, Ralph Axel;Murphy, Declan;Mundy, Peter;Palencia, Sara;Pinto-Martin, Jennifer;Rattazzi, Alexia;Rogers, Sally;Stone, Wendy L.;Webb, Sara Jane;Whitehouse, Andrew",Bailey,Anthony J.,7402596134
122,Frontal evoked γ activity modulates behavioural performance in Autism Spectrum Disorders in a perceptual simultaneity task,2-s2.0-85037156168,2018,"Menassa, David A.;Braeutigam, Sven;Bailey, Anthony;Falter-Wagner, Christine M.",Bailey,Anthony J.,7402596134
123,Shared and disorder-specific neurocomputational mechanisms of decision-making in autism spectrum disorder and obsessive-compulsive disorder,2-s2.0-85049383587,2017,"Carlisi, Christina O.;Norman, Luke;Murphy, Clodagh M.;Christakou, Anastasia;Chantiluke, Kaylita;Giampietro, Vincent;Simmons, Andrew;Brammer, Michael;Murphy, Declan G.;Mataix-Cols, David;Rubia, Katya;Simmon, Andrew;Bailey, A. J.;Baron-Cohen, S.;Bolton, P. F.;Bullmore, E. T.;Carrington, S.;Chakrabarti, B.;Daly, E. M.;Deoni, S. C.;Ecker, C.;Happe, F.;Henty, J.;Jezzard, P.;Johnston, P.;Jones, D. K.;Lombardo, M.;Madden, A.;Mullins, D.;Pasco, G.;Sadek, S.;Spain, D.;Steward, R.;Suckling, J.;Wheelwright, S.;Williams, S. C.",Bailey,Anthony J.,7402596134
124,Polygenic transmission disequilibrium confirms that common and rare variation act additively to create risk for autism spectrum disorders,2-s2.0-85021757773,2017,"Weiner, Daniel J.;Wigdor, Emilie M.;Ripke, Stephan;Walters, Raymond K.;Kosmicki, Jack A.;Grove, Jakob;Samocha, Kaitlin E.;Goldstein, Jacqueline I.;Okbay, Aysu;Bybjerg-Grauholm, Jonas;Werge, Thomas;Hougaard, David M.;Taylor, Jacob;Skuse, David;Devlin, Bernie;Anney, Richard;Sanders, Stephan J.;Bishop, Somer;Mortensen, Preben Bo;Børglum, Anders D.;Smith, George Davey;Daly, Mark J.;Robinson, Elise B.;Bækvad-Hansen, Marie;Dumont, Ashley;Hansen, Christine;Hansen, Thomas F.;Howrigan, Daniel;Mattheisen, Manuel;Moran, Jennifer;Mors, Ole;Nordentoft, Merete;Nørgaard-Pedersen, Bent;Poterba, Timothy;Poulsen, Jesper;Stevens, Christine;Anttila, Verneri;Holmans, Peter;Huang, Hailiang;Klei, Lambertus;Lee, Phil H.;Medland, Sarah E.;Neale, Benjamin;Weiss, Lauren A.;Zwaigenbaum, Lonnie;Yu, Timothy W.;Wittemeyer, Kerstin;Willsey, A. Jeremy;Wijsman, Ellen M.;Wassink, Thomas H.;Waltes, Regina;Walsh, Christopher A.;Wallace, Simon;Vorstman, Jacob A.S.;Vieland, Veronica J.;Vicente, Astrid M.;Van Engeland, Herman;Tsang, Kathryn;Thompson, Ann P.;Szatmari, Peter;Svantesson, Oscar;Steinberg, Stacy;Stefansson, Kari;Stefansson, Hreinn;State, Matthew W.;Soorya, Latha;Silagadze, Teimuraz;Scherer, Stephen W.;Schellenberg, Gerard D.;Sandin, Sven;Saemundsen, Evald;Rouleau, Guy A.;Rogé, Bernadette;Roeder, Kathryn;Roberts, Wendy;Reichert, Jennifer;Reichenberg, Abraham;Rehnström, Karola;Regan, Regina;Poustka, Fritz;Poultney, Christopher S.;Piven, Joseph;Pinto, Dalila;Pericak-Vance, Margaret A.;Pejovic-Milovancevic, Milica;Pedersen, Marianne G.;Pedersen, Carsten B.;Paterson, Andrew D.;Parr, Jeremy R.;Pagnamenta, Alistair T.;Oliveira, Guiomar;Nurnberger, John I.;Murtha, Michael T.;Mouga, Susana;Morrow, Eric M.;DeLuca, Daniel Moreno;Monaco, Anthony P.;Minshew, Nancy;Merikangas, Alison;McMahon, William M.",Bailey,Anthony J.,7402596134
125,"Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia",2-s2.0-85019753129,2017,"Anney, Richard J.L.;Ripke, Stephan;Anttila, Verneri;Grove, Jakob;Holmans, Peter;Huang, Hailiang;Klei, Lambertus;Lee, Phil H.;Medland, Sarah E.;Neale, Benjamin;Robinson, Elise;Weiss, Lauren A.;Zwaigenbaum, Lonnie;Yu, Timothy W.;Wittemeyer, Kerstin;Willsey, A. Jeremy;Wijsman, Ellen M.;Werge, Thomas;Wassink, Thomas H.;Waltes, Regina;Walsh, Christopher A.;Wallace, Simon;Vorstman, Jacob A.S.;Vieland, Veronica J.;Vicente, Astrid M.;Vanengeland, Herman;Tsang, Kathryn;Thompson, Ann P.;Szatmari, Peter;Svantesson, Oscar;Steinberg, Stacy;Stefansson, Kari;Stefansson, Hreinn;State, Matthew W.;Soorya, Latha;Silagadze, Teimuraz;Scherer, Stephen W.;Schellenberg, Gerard D.;Sandin, Sven;Sanders, Stephan J.;Saemundsen, Evald;Rouleau, Guy A.;Rogé, Bernadette;Roeder, Kathryn;Roberts, Wendy;Reichert, Jennifer;Reichenberg, Abraham;Rehnström, Karola;Regan, Regina;Poustka, Fritz;Poultney, Christopher S.;Piven, Joseph;Pinto, Dalila;Pericak-Vance, Margaret A.;Pejovic-Milovancevic, Milica;Pedersen, Marianne Giørtz;Pedersen, Carsten Bøcker;Paterson, Andrew D.;Parr, Jeremy R.;Pagnamenta, Alistair T.;Oliveira, Guiomar;Nurnberger, John I.;Nordentoft, Merete;Murtha, Michael T.;Mouga, Susana;Mortensen, Preben Bo;Mors, Ole;Morrow, Eric M.;Moreno-De-Luca, Daniel;Monaco, Anthony P.;Minshew, Nancy;Merikangas, Alison;McMahon, William M.;McGrew, Susan G.;Mattheisen, Manuel;Martsenkovsky, Igor;Martin, Donna M.;Mane, Shrikant M.;Magnusson, Pall;Magalhaes, Tiago;Maestrini, Elena;Lowe, Jennifer K.;Lord, Catherine;Levitt, Pat;Martin, Christa Lese;Ledbetter, David H.;Leboyer, Marion;Lecouteur, Ann S.;Ladd-Acosta, Christine;Kolevzon, Alexander;Klauck, Sabine M.;Jacob, Suma;Iliadou, Bozenna;Hultman, Christina M.;Hougaard, David M.;Hertz-Picciotto, Irva;Hendren, Robert;Hansen, Christine Søholm;Haines, Jonathan L.;Guter, Stephen J.",Bailey,Anthony J.,7402596134
126,Self-reported sense of presence and responses to social stimuli by adolescents with autism spectrum disorder in a collaborative virtual reality environment,2-s2.0-84990189769,2017,"Wallace, Simon;Parsons, Sarah;Bailey, Anthony",Bailey,Anthony J.,7402596134
127,On the brain structure heterogeneity of autism: Parsing out acquisition site effects with significance-weighted principal component analysis,2-s2.0-84996508212,2017,"Martinez-Murcia, Francisco Jesús;Lai, Meng Chuan;Górriz, Juan Manuel;Ramírez, Javier;Young, Adam M.H.;Deoni, Sean C.L.;Ecker, Christine;Lombardo, Michael V.;Baron-Cohen, Simon;Murphy, Declan G.M.;Bullmore, Edward T.;Suckling, John;Bailey, Anthony J.;Bolton, Patrick F.;Carrington, Sarah;Catani, Marco;Chakrabarti, Bhismadev;Craig, Michael C.;Daly, Eileen M.;Happé, Francesca;Henty, Julian;Jezzard, Peter;Johnston, Patrick;Jones, Derek K.;Madden, Anya;Mullins, Diane;Murphy, Clodagh M.;Pasco, Greg;Ruigrok, Amber N.V.;Sadek, Susan A.;Spain, Debbie;Stewart, Rose;Wheelwright, Sally J.;Williams, Steven C.",Bailey,Anthony J.,7402596134
128,Sex differences in frontal lobe connectivity in adults with autism spectrum conditions,2-s2.0-85038129880,2017,"Zeestraten, E. A.;Gudbrandsen, M. C.;Daly, E.;De Schotten, M. T.;Catani, Marco;Dell'Acqua, F.;Lai, Meng Chuan;Ruigrok, Amber N.V.;Lombardo, Michael V.;Chakrabarti, Bhismadev;Baron-Cohen, S.;Ecker, Christine;Bailey, Anthony J.;Bolton, Patrick F.;Bullmore, Edward T.;Carrington, Sarah;Daly, Eileen M.;Deoni, Sean C.L.;Happé, Francesca;Henty, Julian;Jezzard, Peter;Johnston, Patrick;Jones, Derek K.;Madden, Anya;Mullins, Diane;Murphy, Clodagh M.;Murphy, Declan G.M.;Pasco, Greg;Sadek, Susan A.;Spain, Debbie;Stewart, Rose;Suckling, John;Wheelwright, Sally J.;Williams, Steven C.;Wilson, C. Ellie;Craig, M. C.",Bailey,Anthony J.,7402596134
129,New interview and observation measures of the broader autism phenotype: Description of strategy and reliability findings for the interview measures,2-s2.0-84945496267,2015,"Parr, Jeremy R.;De Jonge, Maretha V.;Wallace, Simon;Pickles, Andrew;Rutter, Michael L.;Le Couteur, Ann S.;van Engeland, Herman;Wittemeyer, Kerstin;Mcconachie, Helen;Roge, Bernadette;Mantoulan, Carine;Pedersen, Lennart;Isager, Torben;Poustka, Fritz;Bolte, Sven;Bolton, Patrick;Weisblatt, Emma;Green, Jonathan;Papanikolaou, Katerina;Baird, Gillian;Bailey, Anthony J.",Bailey,Anthony J.,7402596134
130,Relationship between surface-based brain morphometric measures and intelligence in autism spectrum disorders: Influence of history of language delay,2-s2.0-84945459390,2015,"Balardin, Joana Bisol;Sato, João Ricardo;Vieira, Gilson;Feng, Yeu;Daly, Eileen;Murphy, Clodagh M.;Bailey, Anthony J.;Carrington, Sarah;Jezzard, Peter;Stewart, Rose;Baron-Cohen, Simon;Bullmore, Edward T.;Chakrabarti, Bhismadev;Henty, Julian;Lai, Meng Chuan;Lombardo, Michael V.;Pasco, Greg;Ruigrok, Amber N.V.;Sadek, Susan A.;Suckling, John;Wheelwright, Sally J.;Bolton, Patrick F.;Catani, Marco;Craig, Michael C.;Daly, Eileen M.;Deoni, Sean C.L.;Ecker, Christine;Happé, Francesca;Johnston, Patrick;Jones, Derek K.;Madden, Anya;Mullins, Diane;Murphy, Declan G.M.;Spain, Debbie;Williams, Steven C.;Wilson, C. Ellie",Bailey,Anthony J.,7402596134
131,Obsessive-Compulsive Disorder in Adults with High-Functioning Autism Spectrum Disorder: What Does Self-Report with the OCI-R Tell Us?,2-s2.0-84941247443,2015,"Cadman, Tim;Spain, Debbie;Johnston, Patrick;Russell, Ailsa;Mataix-Cols, David;Craig, Michael;Deeley, Quinton;Robertson, Dene;Murphy, Clodagh;Gillan, Nicola;Wilson, C. Ellie;Mendez, Maria;Ecker, Christine;Daly, Eileen;Findon, James;Glaser, Karen;Bailey, A. J.;Baron-Cohen, S.;Bolton, P. F.;Bullmore, E. T.;Carrington, S.;Chakrabarti, B.;Deoni, S. C.;Happé, Francesca;Henty, J.;Jezzard, P.;Jones, D. K.;Lombardo, M.;Madden, A.;Mullins, D.;Pasco, G.;Sadek, S.;Steward, R.;Suckling, J.;Wheelwright, S.;Williams, S. C.;Murphy, Declan",Bailey,Anthony J.,7402596134
132,Decreased centrality of cortical volume covariance networks in autism spectrum disorders,2-s2.0-84940861663,2015,"Balardin, Joana Bisol;Comfort, William Edgar;Daly, Eileen;Murphy, Clodagh M.;Andrews, Derek;Murphy, Declan G.M.;Ecker, Christine;Sato, João Ricardo;Bailey, Anthony J.;Baron-Cohen, Simon;Bolton, Patrick F.;Bullmore, Edward T.;Carrington, Sarah;Catani, Marco;Chakrabarti, Bhismadev;Craig, Michael C.;Daly, Eileen M.;Deoni, Sean C.L.;Happé, Francesca;Henty, Julian;Jezzard, Peter;Johnston, Patrick;Jones, Derek K.;Lai, Meng Chuan;Lombardo, Michael V.;Madden, Anya;Mullins, Diane;Pasco, Greg;Ruigrok, Amber N.V.;Sadek, Susan A.;Spain, Debbie;Stewart, Rose;Suckling, John;Wheelwright, Sally J.;Williams, Steven C.;Wilson, Ellie;MRC AIMS Consortium, ",Bailey,Anthony J.,7402596134
133,New Interview and Observation Measures of the Broader Autism Phenotype: Group Differentiation,2-s2.0-84925482184,2015,"de Jonge, Maretha;Parr, Jeremy;Rutter, Michael;Wallace, Simon;Kemner, Chantal;Bailey, Anthony;van Engeland, Herman;Pickles, Andrew",Bailey,Anthony J.,7402596134
134,White-matter relaxation time and myelin water fraction differences in young adults with autism,2-s2.0-84927695839,2015,"Deoni, S. C.L.;Zinkstok, J. R.;Daly, E.;Ecker, C.;Williams, S. C.;Murphy, D. G.M.;Bailey, A. J.;Baron-Cohen, S.;Bolton, P. F.;Bullmore, E. T.;Carrington, S.;Chakrabarti, B.;Daly, E. M.;Deoni, S. C.;Happe, F.;Henty, J.;Jezzard, P.;Johnston, P.;Jones, D. K.;Lombardo, M.;Madden, A.;Mullins, D.;Murphy, C. M.;Pasco, G.;Sadek, S.;Spain, D.;Steward, R.;Suckling, J.;Wheelwright, S.",Bailey,Anthony J.,7402596134
135,"Psychiatric genome-wide association study analyses implicate neuronal, immune and histone pathways",2-s2.0-84923077204,2015,"O’dushlaine, Colm;Rossin, Lizzy;Lee, Phil H.;Duncan, Laramie;Parikshak, Neelroop N.;Newhouse, Stephen;Ripke, Stephan;Neale, Benjamin M.;Purcell, Shaun M.;Posthuma, Danielle;Nurnberger, John I.;Lee, S. Hong;Faraone, Stephen V.;Perlis, Roy H.;Mowry, Bryan J.;Thapar, Anita;Goddard, Michael E.;Witte, John S.;Absher, Devin;Agartz, Ingrid;Akil, Huda;Amin, Farooq;Andreassen, Ole A.;Anjorin, Adebayo;Anney, Richard;Anttila, Verneri;Arking, Dan E.;Asherson, Philip;Azevedo, Maria H.;Backlund, Lena;Badner, Judith A.;Bailey, Anthony J.;Banaschewski, Tobias;Barchas, Jack D.;Barnes, Michael R.;Barrett, Thomas B.;Bass, Nicholas;Battaglia, Agatino;Bauer, Michael;Bayés, Mònica;Bellivier, Frank;Bergen, Sarah E.;Berrettini, Wade;Betancur, Catalina;Bettecken, Thomas;Biederman, Joseph;Binder, Elisabeth B.;Black, Donald W.;Blackwood, Douglas H.R.;Bloss, Cinnamon S.;Boehnke, Michael;Boomsma, Dorret I.;Breuer, René;Bruggeman, Richard;Cormican, Paul;Buccola, Nancy G.;Buitelaar, Jan K.;Bunney, William E.;Buxbaum, Joseph D.;Byerley, William F.;Byrne, Enda M.;Caesar, Sian;Cahn, Wiepke;Cantor, Rita M.;Casas, Miguel;Chakravarti, Aravinda;Chambert, Kimberly;Choudhury, Khalid;Cichon, Sven;Mattheisen, Manuel;Cloninger, C. Robert;Collier, David A.;Cook, Edwin H.;Coon, Hilary;Cormand, Bru;Corvin, Aiden;Coryell, William H.;Craig, David W.;Craig, Ian W.;Crosbie, Jennifer;Cuccaro, Michael L.;Curtis, David;Czamara, Darina;Datta, Susmita;Dawson, Geraldine;Day, Richard;De Geus, Eco J.;Degenhardt, Franziska;Djurovic, Srdjan;Donohoe, Gary J.;Doyle, Alysa E.;Duan, Jubao;Dudbridge, Frank;Duketis, Eftichia;Ebstein, Richard P.;Edenberg, Howard J.;Elia, Josephine;Ennis, Sean;Etain, Bruno;Fanous, Ayman",Bailey,Anthony J.,7402596134
136,"Joint analysis of psychiatric disorders increases accuracy of risk prediction for schizophrenia, bipolar disorder, and major depressive disorder",2-s2.0-84925130699,2015,"Maier, Robert;Moser, Gerhard;Chen, Guo Bo;Ripke, Stephan;Coryell, William H.;Potash, James B.;Scheftner, William A.;Shi, Jianxin;Weissman, Myrna M.;Hultman, Christina M.;Landén, Mikael;Levinson, Douglas F.;Kendler, Kenneth S.;Smoller, Jordan W.;Wray, Naomi R.;Lee, S. Hong;Absher, Devin;Agartz, Ingrid;Akil, Huda;Amin, Farooq;Andreassen, Ole A.;Anjorin, Adebayo;Anney, Richard;Arking, Dan E.;Asherson, Philip;Azevedo, Maria H.;Backlund, Lena;Badner, Judith A.;Bailey, Anthony J.;Banaschewski, Tobias;Barchas, Jack D.;Barnes, Michael R.;Barrett, Thomas B.;Bass, Nicholas;Battaglia, Agatino;Bauer, Michael;Bayés, Mònica;Bellivier, Frank;Bergen, Sarah E.;Berrettini, Wade;Betancur, Catalina;Bettecken, Thomas;Biederman, Joseph;Binder, Elisabeth B.;Black, Donald W.;Blackwood, Douglas H.R.;Bloss, Cinnamon S.;Boehnke, Michael;Boomsma, Dorret I.;Breen, Gerome;Breuer, René;Bruggeman, Richard;Buccola, Nancy G.;Buitelaar, Jan K.;Bunney, William E.;Buxbaum, Joseph D.;Byerley, William F.;Caesar, Sian;Cahn, Wiepke;Cantor, Rita M.;Casas, Miguel;Chakravarti, Aravinda;Chambert, Kimberly;Choudhury, Khalid;Cichon, Sven;Robert Cloninger, C.;Collier, David A.;Cook, Edwin H.;Coon, Hilary;Cormand, Bru;Cormican, Paul;Corvin, Aiden;Craddock, Nicholas;Craig, David W.;Craig, Ian W.;Crosbie, Jennifer;Cuccaro, Michael L.;Curtis, David;Czamara, Darina;Daly, Mark J.;Datta, Susmita;Dawson, Geraldine;Day, Richard;De Geus, Eco J.;Degenhardt, Franziska;Devlin, Bernie;Djurovic, Srdjan;Donohoe, Gary J.;Doyle, Alysa E.;Duan, Jubao;Dudbridge, Frank;Duketis, Eftichia;Ebstein, Richard P.;Edenberg, Howard J.;Elia, Josephine;Ennis, Sean;Etain, Bruno;Fanous, Ayman;Faraone, Stephen V.;Farmer, Anne E.",Bailey,Anthony J.,7402596134
