,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
368,LaMarre,Amanda K.,"University of California, San Francisco",,,MEDI (17); NEUR (4); BIOC (4),did not meet criteria
369,Lamba,Rakesh,,,,,no authors found with criteria
370,Lament,Richard,The University of British Columbia,57191807707,,PHAR (1); MEDI (1),
371,Lane,Carol J.,The University of British Columbia,7101975482,,MEDI (9); NEUR (6); PHAR (2),
372,Lange,Rael T.,Defense Health Agency,,,MEDI (251); PSYC (131); NEUR (45),did not meet criteria
373,Langheimer,Verena,"University of British Columbia, Faculty of Medicine",56841650700,,MEDI (3); MULT (1),
374,Langill,Michelle,,,,,no authors found with criteria
375,Lari,Harris,Surrey Memorial Hospital,,,PSYC (1),did not meet criteria
376,Lau,Mark A.,The University of British Columbia,7102344927,,PSYC (38); MEDI (25); SOCI (3),
377,Lazar,Susan Gaber,American College of Psychiatrists,,,MEDI (21); PSYC (16); SOCI (1),did not meet criteria
378,Lee,Jerome,,,,,no authors found with criteria
379,Lee,Harrison J.,"University of British Columbia, Faculty of Medicine",58412531300,,MEDI (1); PSYC (1),
380,Lee,Hella,,,,,no authors found with criteria
381,Lee,Danny S.,The University of British Columbia,57218697032,,MEDI (1),
382,Leising,Julie,The University of British Columbia,57222409019,,MEDI (4),
383,Leong,Kawai,Vancouver General Hospital,55965472400,,MEDI (6); NEUR (2),
384,Leung,Alexander Leigh-Yin,,,,,no authors found with criteria
385,Leung,Aldrich,The University of British Columbia,57191493038,,MEDI (2); PSYC (1),
386,Levin,Alexander,Vancouver General Hospital,53869151200,,PSYC (2); MEDI (1),
387,Levy,J Mark,,,,,no authors found with criteria
388,Li,Jennifer,Vancouver General Hospital,57226297694,,MEDI (2),
389,Lilla,Mogamad Nizaar,,,,,no authors found with criteria
390,Lilley,Christine M.,Compass Clinic,36849972100,,MEDI (15); NEUR (2); PSYC (1),
391,Lin,Daniel,Foundry,57207255642,,PSYC (2); MEDI (2),
392,Liu,Cindy,The University of British Columbia,57210800001,,SOCI (3); MEDI (2); NURS (1),
393,Livesley,W. John,The University of British Columbia,7006261608,,MEDI (159); PSYC (117); NEUR (24),
394,Lo,Theresa,,,,,no authors found with criteria
395,Locke,Bradley,,,,,no authors found with criteria
396,Lockhart,Olivia,,,,,no authors found with criteria
397,Loewen,Karen,,,,,no authors found with criteria
398,Louw,Johannes,,,,,no authors found with criteria
399,Luckhurst,Jessica,,,,,no authors found with criteria
400,Ludgate,Sacha,,,,,no authors found with criteria
401,Ma,Annie,The University of British Columbia,57203804174,,PSYC (2); MEDI (1),
402,MacBeath,Lyn,,,,,no authors found with criteria
403,Macfadden,Megan,BC​ Children​'​​s Hospital,57445597700,,MEDI (1),
404,MacInnes,Leah,,,,,no authors found with criteria
405,MacVicar,Brian Archibald,Djavad Mowafaghian Centre for Brain Health,7006717711,0000-0003-4596-4623,NEUR (168); BIOC (96); MEDI (82),
406,Mah,Janet W.T.,BC​ Children​'​​s Hospital,16417405100,0000-0001-7706-6890,MEDI (14); PSYC (13); SOCI (4),
407,Mahal,Daljeet,"University of British Columbia, Faculty of Medicine",56104205700,,MEDI (2); PSYC (1),
408,Mahoney,Mary Catherine,University of Cincinnati College of Medicine,,,MEDI (182); HEAL (14); COMP (4),did not meet criteria
409,Malomo,Oluseyi,,,,,no authors found with criteria
410,Manjunath,Chinnapalli Veeraiah,,,,,no authors found with criteria
411,Mansoor,Soudeh,Vancouver General Hospital,55319931600,,MEDI (2); BIOC (1),
412,Marshall,Jeanine Celeste,,,,,no authors found with criteria
413,Martin,Nicole,The University of British Columbia,55780320000,,MEDI (2); NEUR (1),
414,Maskall,Doug,,,,,no authors found with criteria
415,Mathew,Nickie,Vancouver General Hospital,57209761500,,MEDI (37); PSYC (5); NURS (4),
416,Mathias,Steve M.,Foundry,14052613700,,MEDI (79); NURS (8); SOCI (6),
417,Matos,Meghan,,,,,no authors found with criteria
418,McConnell,Melanie C.,The University of British Columbia,57220525089,,PSYC (2); MEDI (1); NEUR (1),
419,McDermid,Joanna,The University of British Columbia,56533500400,,MEDI (3); PSYC (1),
420,McDermit,Dale,,,,,no authors found with criteria
421,McDonald,Patrick J.,The University of British Columbia,9943286500,,MEDI (210); NEUR (40); BIOC (6),
422,McFadden,Connor,,,,,no authors found with criteria
423,McGarvey,Kathleen A.,The University of British Columbia,6602697028,,MEDI (8); BIOC (4); NEUR (2),
424,McGeer,Edith G.,The University of British Columbia,35454223400,,NEUR (338); MEDI (247); BIOC (235),
425,McIntosh,Diane,Tellus,16245801200,,MEDI (31); PHAR (3); NEUR (3),
426,McKay,Joanna,,,,,no authors found with criteria
427,McMillan,Janette,The University of British Columbia,57197990761,,MEDI (1),
428,Megahed Gheis,Mohamed,,,,,no authors found with criteria
429,Mehra,Atul,,,,,no authors found with criteria
430,Meldrum,Lee Anne,,,,,no authors found with criteria
431,Mendoza,Valentina,The University of British Columbia,7004437254,,MEDI (2),
432,Menon,Mahesh,"University of British Columbia, Faculty of Medicine",9637177400,,MEDI (106); NEUR (53); PSYC (27),
433,Mestelman,Bryan,,,,,no authors found with criteria
434,Meston,Cindy May,The University of Texas at Austin,,,MEDI (289); PSYC (183); BIOC (47),did not meet criteria
435,Miao,Sheena W.,University of Victoria,,,PSYC (3); SOCI (1),did not meet criteria
436,Michalak,Erin E.,"University of British Columbia, Faculty of Medicine",7006410152,,MEDI (212); PSYC (51); NEUR (35),
437,Miki,Nancy Patricia Hana,,,,,no authors found with criteria
438,Milanese,Paul,Saint Boniface General Hospital,,,MEDI (1),did not meet criteria
439,Millar,Grant,,,,,no authors found with criteria
440,Minnes,Yoram,,,,,no authors found with criteria
441,Minnings,Atlantis,,,,,no authors found with criteria
442,Miranda,Charmaine A.,The University of British Columbia,22634815700,,MEDI (2); BIOC (1),
443,Miremadi,Saman,Vancouver General Hospital,36776440700,,MEDI (3),
444,Mirmiran,Jamaluddin,,,,,no authors found with criteria
445,Misri,Nicholas,,,,,no authors found with criteria
446,Mithani,Akber,"University of British Columbia, Faculty of Medicine",22035440500,,MEDI (6); NURS (2); DENT (1),
447,Mohajerani,Majid H.,Canadian Centre for Behavioural Neuroscience,,,MEDI (87); NEUR (78); BIOC (48),did not meet criteria
448,Molgat,Carmen V.,"University of British Columbia, Faculty of Medicine",12040705800,,MEDI (4); PSYC (2); NEUR (2),
449,Moniwa,Emiko,,,,,no authors found with criteria
450,Montalbetti,David J.,The University of British Columbia,6507044801,,MEDI (2),
451,More,Susan,,,,,no authors found with criteria
452,Moretti,Jessica,,,,,no authors found with criteria
453,Morris,Emily M.,"University of British Columbia, Faculty of Medicine",56768908600,,MEDI (55); BIOC (9); MULT (1),
454,Mulvey,Michael Richard,National Microbiology Laboratory,,,MEDI (562); IMMU (107); PHAR (82),did not meet criteria
455,Murley,Nolan,,,,,no authors found with criteria
456,Murphy,Timothy H.,"University of British Columbia, Faculty of Medicine",7401632487,0000-0002-0093-4490,NEUR (184); BIOC (112); MEDI (107),
457,Murray,Candice,BC​ Children​'​​s Hospital,7402491720,,PSYC (14); MEDI (7); NEUR (2),
458,Musacchio,Mafalda,,,,,no authors found with criteria
459,Na,Jennifer Jiwon,The University of British Columbia,56091092700,,PSYC (12); MEDI (9); SOCI (4),
460,Naccarato,Saverio,,,,,no authors found with criteria
461,Naidoo,Smita,,,,,no authors found with criteria
462,Narang,Paminder,,,,,no authors found with criteria
463,Narang,Satinder,,,,,no authors found with criteria
464,Nazif,Anna,,,,,no authors found with criteria
465,Neelakant,Harish,,,,,no authors found with criteria
466,Neilson,Heather K.,University of Toronto,,,BIOC (1),did not meet criteria
467,Nerenberg,Lucila,The University of British Columbia,57214934599,,MEDI (1),
468,Neufeld,Andrew,,,,,no authors found with criteria
469,Newman,Jill,Betsi Cadwaladr University Health Board,,,MEDI (2); NURS (1),did not meet criteria
470,Ngan,Elton T.C.,The University of British Columbia,6603918292,,NEUR (39); MEDI (27); PSYC (12),
471,Nicholls,Tonia Lee,,,,,no authors found with criteria
472,Northcott,Colleen J.,The University of British Columbia,6603126420,,MEDI (11); SOCI (2); NEUR (2),
473,Nunez,Carlos,The University of British Columbia,57200697785,,MEDI (2),
474,Ocana,Michael,,,,,no authors found with criteria
475,Ogrodniczuk,John S.,The University of British Columbia,7003941225,,MEDI (319); PSYC (200); SOCI (53),
476,Ogunremi,Stephen A.,"Fraser Health, Canada",,,MEDI (2),did not meet criteria
477,Ohiaeri,Onyema,,,,,no authors found with criteria
478,Ohiaeri,Chinweoke,,,,,no authors found with criteria
479,Okorie,Eugene F.,National University of Ireland Galway,,,MEDI (2); PSYC (1),did not meet criteria
480,O'Neill,Ryan,The University of British Columbia,57211911054,,MEDI (1),
481,Ono,Erika,The University of British Columbia,57208317891,,MEDI (1),
482,Orujy Jukar,Taiebeh,,,,,no authors found with criteria
483,Oshun,Anthony,St. Anne's Day Hospital,,,MEDI (2),did not meet criteria
484,Oswald,Tyler,,,,,no authors found with criteria
485,Otasowie,Aiwuyo,,,,,no authors found with criteria
486,Padmanabhan,Jayaraj,Leicestershire Partnership NHS Trust,,,MEDI (3),did not meet criteria
487,Pakrasi,Sanjeet,"University of Newcastle upon Tyne, Faculty of Medical Sciences",,,MEDI (22); NEUR (8); PSYC (3),did not meet criteria
488,Pande,Suniti,"Riverview Hospital, Coquitlam",,,MEDI (3); NEUR (1); PHAR (1),did not meet criteria
489,Panenka,William J.,The University of British Columbia,55305981100,0000-0001-7143-6512,MEDI (143); NEUR (31); PSYC (23),
490,Parmar,Varinderjit,,,,,no authors found with criteria
491,Passmore,Michael J.,Providence Health Care Canada,8558956500,,MEDI (21); NEUR (12); PSYC (7),
492,Patrick,Lance,,,,,no authors found with criteria
493,Pattison,Mark,,,,,no authors found with criteria
494,Patton,Sheila W.,St. Paul's Hospital,7102203866,,MEDI (3),
495,Paulsen,Eric,,,,,no authors found with criteria
496,Pavlidis,Paul,Michael Smith Laboratories,7004159655,0000-0002-0426-5028,BIOC (160); MEDI (115); NEUR (60),
497,Penner,Erika K.,BC​ Children​'​​s Hospital,36620567700,0000-0002-3347-702X,MEDI (8); SOCI (4); PSYC (3),
498,Penner,Courtney,,,,,no authors found with criteria
499,Perel-Panar,Carina,The University of British Columbia,57190869718,,MEDI (3),
500,Persaud,Rainer,The University of British Columbia,57156090400,,MEDI (1); NEUR (1),
501,Phaterpekar,Hem,,,,,no authors found with criteria
502,Phillips,Anthony G.,"University of British Columbia, Faculty of Medicine",7401658611,,NEUR (322); PHAR (160); BIOC (140),
503,Pipher,Bruce,,,,,no authors found with criteria
504,Pitcher,Amanda,,,,,no authors found with criteria
505,Ploesser,Markus,UCR School of Medicine,,,MEDI (4); NEUR (4); PSYC (2),did not meet criteria
506,Poitras,Susan,BC Women’s Hospital + Health Centre,57972471900,,MEDI (1); NURS (1),
507,Poyner-Del Vento,Patrick,,,,,no authors found with criteria
508,Prenger,Jeremy L,,,,,no authors found with criteria
509,Price,Kelly J.,The University of British Columbia,7201789498,0000-0003-0371-5100,PSYC (7); MEDI (4),
510,Prystawa,Barbara,,,,,no authors found with criteria
511,Puddester,Derek G.,University of Ottawa,,,MEDI (11); SOCI (6); ENGI (3),did not meet criteria
512,Pullmer,Lewis,,,,,no authors found with criteria
513,Raina,Raj,,,,,no authors found with criteria
514,Ramirez,Saby,,,,,no authors found with criteria
515,Ramperti,Nicolas,,,,,no authors found with criteria
516,Ramsden,Katherine,McMaster University,,,MEDI (7),did not meet criteria
517,Randhawa,Ramandeep S.,UBC Hospital,55524284000,,PSYC (2),
518,Rasool Javaheri,Khodadad,,,,,no authors found with criteria
519,Ratti,Paul,,,,,no authors found with criteria
520,Raudzus,Julia,"St. Paul's Hospital, Vancouver",25926621500,,MEDI (8); PSYC (1),
521,Raymond,Lynn A.,Djavad Mowafaghian Centre for Brain Health,7102737545,,NEUR (116); BIOC (101); MEDI (93),
522,Reinbold,Siri,,,,,no authors found with criteria
523,Reiner,Ethan,The University of British Columbia,56226477000,,IMMU (6); MEDI (3),
524,Reiner,Peter B.,The University of British Columbia,7006024841,,NEUR (100); MEDI (40); BIOC (32),
525,Reynolds,Vernon H.,Vanderbilt University Medical Center,,,MEDI (37); BIOC (6); HEAL (2),did not meet criteria
526,Azar,Pouya,Vancouver General Hospital,56606982500,,MEDI (42); PSYC (8); NURS (3),
527,Richford,Carole M.,The University of British Columbia,55389964900,,PHAR (1),
528,Riou,Kylie,,,,,no authors found with criteria
529,Rivera-Alvarado,Karen Lilian,Universidad Nacional Autónoma de México,,,MEDI (3); PHAR (2); IMMU (1),did not meet criteria
530,Rizzardo,Tyson,,,,,no authors found with criteria
531,Robertson,Heather A.,Vancouver General Hospital,26536697200,,NEUR (16); MEDI (16); PSYC (6),
532,Robichaud,Melisa,The University of British Columbia,6701686589,,PSYC (19); MEDI (9); ARTS (1),
533,Robinson-Anagor,Jason,,,,,no authors found with criteria
534,Rogers,Jenny,The University of British Columbia,56896309600,,MEDI (2),
535,Rose,Riley,,,,,no authors found with criteria
536,Rosenauer,Helen,,,,,no authors found with criteria
537,Roth,Victoria,,,,,no authors found with criteria
538,Rothbart,Rachel,The University of British Columbia,56163378500,,MEDI (5); PHAR (1),
539,Routledge,Robin,,,,,no authors found with criteria
540,Roy,Chunilal,,,,,no authors found with criteria
541,Rozylo,Jennifer,The University of British Columbia,57215298733,,MEDI (2),
542,Rusak,Anysia,,,,,no authors found with criteria
543,Russel,Jennifer,BC Children's Hospital,57194198180,,MEDI (3); NURS (1),
544,Rutherford,Patricia,,,,,no authors found with criteria
545,Ryan,Deirdre T.,The University of British Columbia,16736851400,,MEDI (38); PSYC (4); NURS (3),
546,Ryan,Jane,The University of British Columbia,57213570991,,NEUR (3); BIOC (3); MEDI (2),
547,Saari,Carol Ann,The University of British Columbia,6603390537,,IMMU (1),
548,Sadrehashemi,Ladan,,,,,no authors found with criteria
549,Salih,Tamara,The University of British Columbia,57208316005,,MEDI (2); PSYC (1),
550,Saran,Kelly,The University of British Columbia,56418275000,,MEDI (4); PSYC (1),
551,Sassi,Roberto Britto,"University of British Columbia, Faculty of Medicine",7003544009,0000-0001-8862-0930,MEDI (118); NEUR (65); PSYC (48),
552,Sayyaparaju,Kiran,,,,,no authors found with criteria
553,Scamvougeras,Anton,The University of British Columbia,6507091183,,MEDI (10); PSYC (5); NEUR (2),
554,Schacher,Candice,,,,,no authors found with criteria
555,Schaffer,Nathan,,,,,no authors found with criteria
556,Schenk,Christian Hans,,,,,no authors found with criteria
557,Scherrer,Martin,Universitätsklinikum Heidelberg,,,MEDI (48); IMMU (19); ENVI (7),did not meet criteria
558,Schertzer,Stephen,Toronto Western Hospital University of Toronto,,,NEUR (4); BIOC (4); MEDI (4),did not meet criteria
559,Schlamp,William G,,,,,no authors found with criteria
560,Scholtens,Martina,Médecin de famille à la Bridge Refugee Clinic à Vancouver (C.-B.) pendant 12 ans et elle termine actuellement une formation additionnelle sur la santé publique et la médecine préventive à l'Université de la Colombie-Britannique,6506939559,,MEDI (2),
561,Schovanek,Stefan,,,,,no authors found with criteria
562,Schütz,Christian G. G.,The University of British Columbia,7006895707,,MEDI (178); PSYC (25); PHAR (22),
563,Schultz,Krista,"University of British Columbia, Faculty of Medicine",56841227000,,MEDI (5); NEUR (2),
564,Schuster,Lidia,,,,,no authors found with criteria
565,Seamans,Jeremy Keith,Djavad Mowafaghian Centre for Brain Health,7003907622,,NEUR (76); BIOC (22); MEDI (21),
566,Seethapathy,Vijayakumar,,,,,no authors found with criteria
567,Segal,Barry Michael,,,,,no authors found with criteria
568,Sehrbrock,Joachim,The University of British Columbia,57217292942,,MEDI (2); PSYC (2),
569,Sekhon,Rose,,,,,no authors found with criteria
570,Selles,Robert R.,"University of British Columbia, Faculty of Medicine",55207578400,0000-0002-4061-6147,MEDI (64); PSYC (29); NEUR (4),
571,Selvaraj,Madhavan,,,,,no authors found with criteria
572,Sethi,Berjinder,,,,,no authors found with criteria
573,Setton-Markus,Judith,,,,,no authors found with criteria
574,Shabbits,Michael,,,,,no authors found with criteria
575,Shakeri,Anyssa,,,,,no authors found with criteria
576,Sharan,Richa,,,,,no authors found with criteria
577,Sheldon,Leslie James,,,,,no authors found with criteria
578,Sherazi,Syed Abdul Rafay,,,,,no authors found with criteria
579,Sherwood,Megan,The University of British Columbia,36743693400,,MEDI (5); NEUR (4); PSYC (3),
580,Shete,Shilpa M.,BYL Nair Charitable Hospital &amp; TN Medical College,,,MEDI (3),did not meet criteria
581,Shetty,Maithili,,,,,no authors found with criteria
582,Shoja,Sheila,,,,,no authors found with criteria
583,Shrikhande,Satish A.,Vancouver Island Health Authority,,,MEDI (20); NEUR (15); PHAR (10),did not meet criteria
584,Shulman,Barbara,"University of British Columbia, Faculty of Medicine",15770130600,,MEDI (7); PSYC (1),
585,Shurshilova,Elena,,,,,no authors found with criteria
586,Sidhu,Kanwar Ajit,,,,,no authors found with criteria
587,Sidhu,Fulroop Kaur,,,,,no authors found with criteria
588,Sidhu,Jesse A.,The University of British Columbia,57221512425,,MEDI (6); PSYC (2); NEUR (1),
589,Sinai,Joanne,The University of British Columbia,57748774300,,MEDI (8); HEAL (1); PHAR (1),
590,Singh,Kulbir I.,Vancouver General Hospital,57213995165,,MEDI (2),
591,Singh,Gunpreet,,,,,no authors found with criteria
592,Singh,Pulkit,The University of British Columbia,57194687130,,MEDI (2),
593,Slater,Jennifer,,,,,no authors found with criteria
594,Slomp,Caitlin,The University of British Columbia,57200679051,,MEDI (28); BIOC (3); MULT (1),
595,Smit,Martina,,,,,no authors found with criteria
596,Smith,Erin K.,The University of British Columbia,57194940998,,MEDI (3),
597,Smith,David F.,BC​ Children​'​​s Hospital,55553732235,,MEDI (5),
598,Smith,Karolina,,,,,no authors found with criteria
599,Smith,Kevin,"St. Paul's Hospital, Vancouver",57224141663,,MEDI (2),
600,Sodipo,Temitayo,,,,,no authors found with criteria
601,Sojat,Alexander,,,,,no authors found with criteria
602,Solomons,Kevin,The University of British Columbia,6701822044,,MEDI (17); PSYC (5); NEUR (2),
603,Soma,Rahul,The University of British Columbia,22952080700,,MEDI (1),
604,Son,Gyung Won,,,,,no authors found with criteria
605,Song,Weihong,The University of British Columbia,7401655359,0000-0001-9928-889X,MEDI (172); BIOC (170); NEUR (124),
606,Spivack,Adam I.,Pennsylvania Hospital,,,MEDI (17); BIOC (1); COMP (1),did not meet criteria
607,Srikameswaran,Sujatha,,,,,no authors found with criteria
608,Srivastava,Raman,"University of British Columbia, Faculty of Medicine",56602199200,,MEDI (11); NURS (1); SOCI (1),
609,Stanford,Elizabeth A.,BC​ Children​'​​s Hospital,8930049200,,MEDI (14); NEUR (8); PSYC (6),
610,Stark,Carolyn,Catherine McAuley Health Center,,,MEDI (2); SOCI (1),did not meet criteria
611,Stephen,Petra,,,,,no authors found with criteria
612,Stevenson,Ronald W.D.,The University of British Columbia,7402603331,,MEDI (10); PSYC (2); PHAR (1),
613,Stewart,S. Evelyn,Children's and Women's Health Centre of British Columbia,54414801200,0000-0002-0994-6383,MEDI (223); PSYC (59); NEUR (37),
614,Steyn,Janus,,,,,no authors found with criteria
615,Stingu-Baxter,Miroslava,,,,,no authors found with criteria
616,Sun,Warren D,,,,,no authors found with criteria
617,Superstein-Raber,Lynn,,,,,no authors found with criteria
618,Szasz,George,UBC Hospital,7102044594,,MEDI (17); PSYC (6); BIOC (2),
619,Szumilas,Magdalena,,,,,no authors found with criteria
620,Tam,Edwin M.,The University of British Columbia,7005275683,,MEDI (43); PSYC (19); NEUR (18),
621,Tarzwell,Robert,"University of British Columbia, Faculty of Medicine",8839388900,,MEDI (22); NEUR (5); PSYC (4),
622,Tavares,John,,,,,no authors found with criteria
623,Taylor,Christine G.,St. Paul's Hospital,7404823774,,NEUR (3); MEDI (1); PSYC (1),
624,Taylor,Steven,"University of British Columbia, Faculty of Medicine",55628531401,,PSYC (271); MEDI (228); NEUR (27),
625,Telio,Summer,The University of British Columbia,55760632800,,MEDI (4); SOCI (2),
626,Tesler-Mabe,Carlos,,,,,no authors found with criteria
627,Tham,Joseph Chun Wearn,"University of British Columbia, Faculty of Medicine",56062535000,,MEDI (20); NEUR (7); PSYC (1),
628,Thibeault,Amy,,,,,no authors found with criteria
629,Thompson,Darren,The University of British Columbia,57203922653,,MEDI (1),
630,Thomson,Katharine,The University of British Columbia,57190261926,,SOCI (4); MEDI (2),
631,Thorpe,Marilyn,The University of British Columbia,57194687339,,MEDI (2),
632,To,Sharon,BC​ Children​'​​s Hospital,55918153300,,MEDI (20); IMMU (6); PSYC (5),
633,To,Agnes Shuk Ling,,,,,no authors found with criteria
634,To,Ai Van Shelly,,,,,no authors found with criteria
635,Tomita,Todd,Broadway Forensic Group,55911484000,,MEDI (7),
636,Torbicki,Karl,St. Paul's Hospital,15520232700,,MEDI (4); IMMU (1),
637,Trueman,Karen,,,,,no authors found with criteria
638,Tsang,Nicole,The University of British Columbia,22836661200,,MEDI (2),
639,Tuka,Andrea,,,,,no authors found with criteria
640,Udumaga,Ejike,,,,,no authors found with criteria
641,Unger,Nathan R.,Gilead Sciences Incorporated,,,MEDI (27); PHAR (6); BIOC (2),did not meet criteria
642,Uppal,Sonia,,,,,no authors found with criteria
643,Uppal,Loveleen,,,,,no authors found with criteria
644,Vallabh,Pravesh,,,,,no authors found with criteria
645,Vallance,Maelor,,,,,no authors found with criteria
646,van den Engh Cook,Michelle,,,,,no authors found with criteria
647,Vanderwal,Tamara,"University of British Columbia, Faculty of Medicine",24177629100,,MEDI (34); NEUR (22); PSYC (10),
648,Varnals,Tyler,,,,,no authors found with criteria
649,Vassar,Elizabeth,,,,,no authors found with criteria
650,Vaughan,Mariko,"University of British Columbia, Faculty of Medicine",39162181700,,NEUR (3); MEDI (3),
651,Vella-Zarb,Rachel,,,,,no authors found with criteria
652,Vidal Peralta,Bertha,,,,,no authors found with criteria
653,Vigo,Daniel V.,"University of British Columbia, Faculty of Medicine",26538354800,0000-0002-4445-4122,MEDI (96); PSYC (13); NEUR (7),
654,Vik,Astrid,The University of British Columbia,58398155200,,MEDI (3); NEUR (2),
655,Vila-Rodriguez,Fidel,The University of British Columbia,24279161600,0000-0002-8273-8820,MEDI (265); NEUR (77); PSYC (34),
656,Vincent,Steven R.,"University of British Columbia, Faculty of Medicine",7202465328,,NEUR (121); BIOC (90); MEDI (38),
657,Vincent,Merville,,,,,no authors found with criteria
658,Voutsilakos,Emorphea,,,,,no authors found with criteria
659,Wald,Jaye L.,The University of British Columbia,7006071216,,PSYC (21); MEDI (18); HEAL (3),
660,Waller,Michelle,,,,,no authors found with criteria
661,Walsh,Coleen,,,,,no authors found with criteria
662,Walton,Georgia,The University of British Columbia,57220485135,,SOCI (1); PSYC (1); MEDI (1),
663,Wang,Jay Ching Chieh,"University of British Columbia, Faculty of Medicine",55545804900,,MEDI (29); NEUR (6); PSYC (2),
664,Wang,Peter T.C.,The University of British Columbia,55658418900,,BIOC (4),
665,Wang,Tina Kaiting,The University of British Columbia,57200854195,,BIOC (3),
666,Wanis,Wahan,,,,,no authors found with criteria
667,Ward,Carol,The University of British Columbia,50162634300,,NEUR (1); MEDI (1),
668,Warrya,Gurvinder,,,,,no authors found with criteria
669,Watler,Crosbie,,,,,no authors found with criteria
670,Weideman,Rene,The University of British Columbia,6603343589,,PSYC (10); MEDI (9); HEAL (1),
671,Weitzner,Michael,Kaiser Permanente,,,MEDI (2),did not meet criteria
672,Welgemoed,Marius,,,,,no authors found with criteria
673,Westwell-Roper,Clara Y.,"University of British Columbia, Faculty of Medicine",35340268900,,MEDI (66); BIOC (14); IMMU (6),
674,White,Will,Massachusetts General Hospital,,,CENG (2),did not meet criteria
675,Whittal,Maureen Leslie,,,,,no authors found with criteria
676,Wicholas,Leslie,The University of British Columbia,56095007600,,MEDI (6),
677,Widajewicz,Witold,,,,,no authors found with criteria
678,Wide,Jennifer K.,The University of British Columbia,6507869938,,NEUR (4); MEDI (1); PSYC (1),
679,Wiebe,Carl,The University of British Columbia,7003779266,,MEDI (1),
680,Wiehahn,George,,,,,no authors found with criteria
681,Wieman,Cornelia,,,,,no authors found with criteria
682,Wiens,Christian,The University of British Columbia,36710823300,,MEDI (3),
683,Wiese,Bonnie Sue,,,,,no authors found with criteria
684,Wiggers,Joris,,,,,no authors found with criteria
685,Wijeyesinghe,Angelo,,,,,no authors found with criteria
686,Williamson,Bradley T.,The University of British Columbia,57189374624,,MEDI (1),
687,Wilt,Frances,,,,,no authors found with criteria
688,Wiseman,Stephen R.,St. Paul's Hospital,36904610600,,MEDI (4); PHAR (1),
689,Witt,Kortney,,,,,no authors found with criteria
690,Woldum,Evan,The University of British Columbia,57210804367,,SOCI (3); MEDI (2); NURS (1),
691,Wolverton,Annie,BC​ Children​'​​s Hospital,35728017000,,MEDI (2),
692,Wong,Gloria,The University of British Columbia,37022195400,,NEUR (1),
693,Wong,Wallace,,,,,no authors found with criteria
694,Wong,Angela,"University of British Columbia, Faculty of Dentistry",58195293500,,MEDI (2); DENT (1); BIOC (1),
695,Wong,Monique,,,,,no authors found with criteria
696,Woo,Sai Ming Simon,,,,,no authors found with criteria
697,Woodward,Todd Stephen,The University of British Columbia,7102848867,0000-0001-8083-0079,MEDI (203); NEUR (133); PSYC (126),
698,Wrixon,Katherine,,,,,no authors found with criteria
699,Wynn,Kathryn,,,,,no authors found with criteria
700,Yamamoto,Aiko,"St. Paul's Hospital, Vancouver",57201999867,,MEDI (6); PSYC (3); NEUR (2),
701,Yashchuk,Olga,,,,,no authors found with criteria
702,Yaxley,David,The University of British Columbia,36244723700,,MEDI (1); PSYC (1),
703,Ye,June,,,,,no authors found with criteria
704,Yeh,Jennifer N.,The University of British Columbia,8937566000,,MEDI (1),
705,Yeung,Anthony,BC Children's Hospital Research Institute,57189684005,,BIOC (1),
706,Yew,Debra,,,,,no authors found with criteria
707,Yoo,Jaeyun,,,,,no authors found with criteria
708,Young,Quincy Robyn,"St. Paul's Hospital, Vancouver",36957602900,,MEDI (24); NURS (5); PSYC (1),
709,Yuen,Gloria Gee-Wing,,,,,no authors found with criteria
710,Yung,Gordon L.,Critical Care,,,MEDI (64); BIOC (2); HEAL (2),did not meet criteria
711,Yuswack,Timothy,,,,,no authors found with criteria
712,Zaghloul,Emad,,,,,no authors found with criteria
713,Zaitzow,Michael,,,,,no authors found with criteria
714,Zanozin,Dmitrij,,,,,no authors found with criteria
715,Zhang,Paige,The University of British Columbia,57203910791,,MEDI (1),
716,Zhang,Dajiang,Children’s Hospital of Fudan University,,,MEDI (2),did not meet criteria
717,Zhou,Crystal,,,,,no authors found with criteria
718,Zwicker,Amy E.,Vancouver General Hospital,14020816600,,MEDI (3); PSYC (2); NEUR (1),
