,Last Name,First Name,Affiliation,EIDs,Scopus Author ID,ORCID,Research Areas,Warnings
195,Gill,Nadia,Boston College,9-s2.0-51963679400,51963679400,,PSYC (2); BUSI (1),affiliation not in list
196,Gill,Sharleen K.,UC Davis School of Medicine,9-s2.0-57191890405,57191890405,,MEDI (2); NEUR (1); BIOC (1),multiple profiles; affiliation not in list
197,Gillespie,Ian N.,Royal Infirmary of Edinburgh,9-s2.0-21639412200,21639412200,,MEDI (96); PSYC (3); HEAL (2),multiple profiles; affiliation not in list
198,Gillis,Randall L.,University of Waterloo,9-s2.0-47561380400,47561380400,,PSYC (10); SOCI (4); ARTS (2),multiple profiles; affiliation not in list
199,Goresky,Walter,Stony Brook University,9-s2.0-6504697800,6504697800,,SOCI (2); MEDI (1),affiliation not in list
200,Greenaway,Masa'il,BC Children's Hospital,9-s2.0-35169418800,35169418800,,MEDI (2),affiliation not in list
201,Grewal,Seena,Hospital for Sick Children University of Toronto,9-s2.0-22134355100,22134355100,,MEDI (17); PSYC (3); NURS (3),affiliation not in list
202,Grewal,Gurinder S.,"St. Joseph's Medical Center, Stockton",9-s2.0-56144945100,56144945100,,MEDI (5); BIOC (1); NURS (1),multiple profiles; affiliation not in list
203,Grimminck,Rachel,University of Calgary,9-s2.0-57218262018,57218262018,,MEDI (4); SOCI (1),affiliation not in list
204,Guan,Xinyuan Brian,The University of Hong Kong Li Ka Shing Faculty of Medicine,9-s2.0-7201463221,7201463221,0000-0003-1874-9805,MEDI (650); BIOC (460); NEUR (72),multiple profiles; affiliation not in list
205,Gubanov,Alexander V.,Siberian State Medical University,9-s2.0-58521753200,58521753200,,BIOC (1); MEDI (1),multiple profiles; affiliation not in list
206,Ha,Kyooseob,Seoul National University College of Medicine,9-s2.0-24472844600,24472844600,0000-0001-5035-2950,MEDI (166); NEUR (64); PSYC (32),multiple profiles; affiliation not in list
207,Habibi,Mehrdad,Tabriz University of Medical Sciences,9-s2.0-54383257200,54383257200,,BIOC (1); HEAL (1); PHAR (1),multiple profiles; affiliation not in list
208,Halli,Priyanka S.,"University of British Columbia, Faculty of Medicine",9-s2.0-26429281700,26429281700,,MEDI (20); PSYC (3); MULT (1),multiple profiles; 
209,Farhan Ul Haque,Muhammad Farhan,University of East Anglia,9-s2.0-57204156128,57204156128,0000-0003-0989-2538,IMMU (24); BIOC (20); MEDI (16),multiple profiles; affiliation not in list
210,Haring,Michelle,The University of British Columbia,9-s2.0-7006162504,7006162504,,SOCI (4); PSYC (2),multiple profiles; 
211,Harrison,Richard G.,Cornell University,9-s2.0-7403906799,7403906799,,BIOC (114); AGRI (103); MEDI (32),multiple profiles; affiliation not in list
212,Harvey,Caroline,Iris Education,9-s2.0-34879839800,34879839800,,MEDI (32); NURS (2),multiple profiles; affiliation not in list
213,Hassan,Islam S.A.,Servier Pharmaceuticals,9-s2.0-57191843528,57191843528,,MEDI (33); BIOC (10); MULT (2),multiple profiles; affiliation not in list
214,Heaven,Roberta K.B.,McMaster University,9-s2.0-6507286680,6507286680,,MEDI (8); NEUR (4); SOCI (2),affiliation not in list
215,Heng,Kenneth Wei Jian,Tan Tock Seng Hospital,9-s2.0-25221469100,25221469100,,MEDI (29); NURS (4); IMMU (1),multiple profiles; affiliation not in list
216,Henriques,Maria Emília Roméro De Miranda,Universidade Federal da Paraíba,9-s2.0-7006664987,7006664987,,NURS (1),multiple profiles; affiliation not in list
217,Ho,Charles P.,Steadman Philippon Research Institute,9-s2.0-27171286200,27171286200,,MEDI (149); HEAL (28); VETE (7),multiple profiles; affiliation not in list
218,Hodelet,Nicola,Ailsa Hospital,9-s2.0-6507792865,6507792865,,MEDI (6); SOCI (1),affiliation not in list
219,Hoffman,Joanne M.,University of Nebraska Omaha,9-s2.0-7402611373,7402611373,,BIOC (10); PHAR (4); MEDI (3),multiple profiles; affiliation not in list
220,Honer,William G.,"University of British Columbia, Faculty of Medicine",9-s2.0-7004460814,7004460814,0000-0002-7628-5108,MEDI (664); NEUR (364); PSYC (113),
221,Hong,Kyung Sue,The University of British Columbia,9-s2.0-26655604800,26655604800,0000-0002-1250-6151,MEDI (111); NEUR (44); PSYC (17),
222,Hope,Kim,,9-s2.0-36637335100,36637335100,,MEDI (1),affiliation not in list
223,Hosenbocus,Sheik N.,Royal Inland Hospital,9-s2.0-6505738115,6505738115,,MEDI (13),affiliation not in list
224,Howard,Andrew William,Hospital for Sick Children University of Toronto,9-s2.0-26532606100,26532606100,0000-0001-7226-6471,MEDI (327); SOCI (53); ENGI (51),multiple profiles; affiliation not in list
225,Howell-Jones,Gail,Surrey Memorial Hospital,9-s2.0-36022426500,36022426500,,MEDI (2),multiple profiles; affiliation not in list
226,Howson,Anne L.,Vancouver General Hospital,9-s2.0-36871808100,36871808100,,NEUR (1); MEDI (1),multiple profiles; affiliation not in list
227,Hussain,Ijaz H.M.I.,King Edward Medical University Lahore,9-s2.0-55567670800,55567670800,,MEDI (194); MULT (6); AGRI (3),multiple profiles; affiliation not in list
228,Ignaszewski,Martha J.,Vancouver General Hospital,9-s2.0-53865053900,53865053900,,MEDI (20); PSYC (2); PHAR (2),affiliation not in list
229,Ilcewicz-Klimek,Magdalena I.,Vancouver General Hospital,9-s2.0-54966762100,54966762100,,MEDI (7); NEUR (1),affiliation not in list
230,Illing,Martin,The University of British Columbia,9-s2.0-26040773700,26040773700,,MEDI (1),
231,Inglis,Angela J.,"University of British Columbia, Faculty of Medicine",9-s2.0-54684116800,54684116800,,MEDI (39); BIOC (9); MULT (1),multiple profiles; 
232,Iro,Chinedu J.,Drug Treatment Centre Board,9-s2.0-38961434700,38961434700,,MEDI (5); ARTS (2); PSYC (2),affiliation not in list
233,Iskander,Sam,Western University,9-s2.0-7004071664,7004071664,,NEUR (5); MEDI (5); PHAR (1),affiliation not in list
234,Iverson,Grant L.,Spaulding Rehabilitation Hospital Network,9-s2.0-57203068870,57203068870,0000-0001-7348-9570,MEDI (729); PSYC (310); NEUR (139),affiliation not in list
235,Jabbar,Faraz,University of Northern British Columbia,9-s2.0-36979120300,36979120300,,MEDI (18); PSYC (8); ARTS (6),affiliation not in list
236,Jabbar,Faiza,University Hospital Galway,9-s2.0-36806276800,36806276800,,MEDI (14); NURS (3); PSYC (3),multiple profiles; affiliation not in list
237,Jagdeo,Arun,The University of British Columbia,9-s2.0-57199353619,57199353619,,MEDI (1),
238,Jakovljević,Ivana Lulic,Institut za Medicinska Istrazivanja i Medicinu Rada,9-s2.0-54880425700,54880425700,,ENVI (42); MEDI (11); EART (9),multiple profiles; affiliation not in list
239,Jang,Kerry L.,"University of British Columbia, Faculty of Medicine",9-s2.0-7201796278,7201796278,,MEDI (210); PSYC (98); NEUR (29),
240,Jani,Aarti,University of Illinois Hospital &amp; Health Sciences System,9-s2.0-25122361200,25122361200,,MEDI (4),multiple profiles; affiliation not in list
241,Janke,Paul B.,HRL Laboratories,9-s2.0-6603800754,6603800754,,ENGI (23); PHYS (3); COMP (2),multiple profiles; affiliation not in list subject mismatch; 
242,Jewett,Ashley L.,The University of Texas at Austin,9-s2.0-57549965500,57549965500,,CHEM (1),affiliation not in list subject mismatch; 
243,Jia,Lingsa,"University of British Columbia, Faculty of Medicine",9-s2.0-57214891367,57214891367,,MEDI (5),
244,Jones,Carolyn J.P.,School of Medical Sciences,9-s2.0-35513902800,35513902800,,MEDI (361); BIOC (230); AGRI (24),multiple profiles; affiliation not in list
245,Joshi,Hemlata,Govt. College Jeeran,9-s2.0-57225677180,57225677180,,PHYS (6); CHEM (1); MATH (1),multiple profiles; affiliation not in list subject mismatch; 
246,Jukes,Tara,BC​ Children​'​​s Hospital,9-s2.0-57908816200,57908816200,,PSYC (1); BIOC (1); MEDI (1),affiliation not in list
247,Junaid,Sara,The Women University Multan,9-s2.0-57208569850,57208569850,,CENG (1); ENER (1),affiliation not in list subject mismatch; 
248,Kane,Barbara J.,,9-s2.0-19934216200,19934216200,,MEDI (2),multiple profiles; affiliation not in list
249,Kang,Nirmal,"Riverview Hospital, Coquitlam",9-s2.0-7102653184,7102653184,,MEDI (10); NURS (1); BIOC (1),multiple profiles; affiliation not in list
250,Kang,Arvind,"Riverview Hospital, Coquitlam",9-s2.0-54393258100,54393258100,,MEDI (1); BIOC (1); NURS (1),affiliation not in list
251,Karapareddy,Venugopal,Mersey Care NHS Foundation Trust,9-s2.0-57224462689,57224462689,,MEDI (1); PSYC (1),affiliation not in list
252,Kashif,Muhammad Ali,Karolinska Universitetssjukhuset,9-s2.0-57225696658,57225696658,,MEDI (99); EART (61); PHAR (36),multiple profiles; affiliation not in list
253,Katta,Balaraju B.,"All India Institute of Medical Sciences, New Delhi",9-s2.0-6507057661,6507057661,,MEDI (2); PSYC (2); ARTS (1),affiliation not in list
254,Kealy,David,"University of British Columbia, Faculty of Medicine",9-s2.0-36022490700,36022490700,0000-0002-3679-6085,MEDI (237); PSYC (125); SOCI (30),multiple profiles; 
255,Kennedy,Andrea,Mount Royal University,9-s2.0-56031219700,56031219700,,MEDI (13); SOCI (12); PSYC (4),multiple profiles; affiliation not in list
256,Kennedy,Christine M.,University of Virginia School of Nursing,9-s2.0-35117792900,35117792900,,MEDI (63); NURS (51); HEAL (3),multiple profiles; affiliation not in list
257,Keramatian,Kamyar,Coastal Early Psychosis Intervention Program,9-s2.0-14060234300,14060234300,,MEDI (48); NEUR (14); PSYC (4),affiliation not in list
258,Khan,K. M.,University of Karachi,9-s2.0-57189389857,57189389857,,CHEM (786); BIOC (612); PHAR (550),multiple profiles; affiliation not in list
259,Khan,Shah Alam,"National University of Science &amp; Technology, Oman",9-s2.0-37019629100,37019629100,0000-0002-0729-3403,PHAR (94); MEDI (70); CHEM (59),multiple profiles; affiliation not in list
260,Khan,K. M.,University of Karachi,9-s2.0-57189389857,57189389857,,CHEM (786); BIOC (612); PHAR (550),multiple profiles; affiliation not in list
261,Khanbhai,Irfan,Vancouver General Hospital,9-s2.0-6507391421,6507391421,,MEDI (3); NEUR (1); PSYC (1),affiliation not in list
262,Khattak,Abid,St. Loman's Hospital,9-s2.0-54580965000,54580965000,,PSYC (1); ARTS (1); MEDI (1),affiliation not in list
263,Khurram,Muhammad Shahzad,COMSATS Institute of Information Technology Lahore,9-s2.0-6602116445,6602116445,,MEDI (45); CHEM (38); ENVI (30),multiple profiles; affiliation not in list
264,King,Ian P.,University of Nottingham,9-s2.0-7102275754,7102275754,,AGRI (135); BIOC (110); MEDI (59),multiple profiles; affiliation not in list
265,Klein,Carolin,West Coast Centre for Sex Therapy,9-s2.0-11440768800,11440768800,,MEDI (28); SOCI (10); PSYC (9),multiple profiles; affiliation not in list
266,Kobiljski,Jasmina,The University of British Columbia,9-s2.0-16042328100,16042328100,,BIOC (2),
267,Koczapski,Andrzej B.,The University of British Columbia,9-s2.0-6602154141,6602154141,,MEDI (16); NEUR (5); PSYC (2),
268,Kope,Terry M.,The University of British Columbia,9-s2.0-6506567676,6506567676,,MEDI (5); PSYC (2),
269,Korman,Lorne M.,The University of British Columbia,9-s2.0-23111139300,23111139300,,PSYC (8); MEDI (3),
270,Korn,Miriam S.,Haverford College,9-s2.0-36499275100,36499275100,,PSYC (5); SOCI (4),multiple profiles; affiliation not in list
271,Kot,Sarina,BC Children's Hospital,9-s2.0-35114998500,35114998500,,PSYC (1); HEAL (1),affiliation not in list
272,Krausz,Michael R.,"University of British Columbia, Faculty of Medicine",9-s2.0-57195119591,57195119591,,MEDI (401); PSYC (75); NEUR (40),multiple profiles; 
273,Krell,Robert D.,AstraZeneca,9-s2.0-7006312724,7006312724,,PHAR (56); BIOC (53); MEDI (36),multiple profiles; affiliation not in list
274,Krishnamoorthy,Ashok,The University of British Columbia,9-s2.0-56800162200,56800162200,,MEDI (12); NURS (3); SOCI (1),multiple profiles; 
275,Kunar,Satnam Singh,Coventry and Warwickshire Partnership NHS Trust,9-s2.0-8561692200,8561692200,,MEDI (4),affiliation not in list
276,Kundi,Pardeep Singh,Vancouver General Hospital,9-s2.0-57222073684,57222073684,,MEDI (1),affiliation not in list
277,Kunkel,Lucinda,BC Mental Health and Substance Use Services,9-s2.0-56579883700,56579883700,,MEDI (1); PSYC (1),affiliation not in list
278,Lachowski,Chris,University of Alberta,9-s2.0-57189245192,57189245192,,MEDI (7); IMMU (2),affiliation not in list
279,Lacroix,Robert,"University of California, San Francisco",9-s2.0-56682651900,56682651900,,MEDI (4),multiple profiles; affiliation not in list
280,Lafleur,Daniel L.,The University of British Columbia,9-s2.0-6701721002,6701721002,,AGRI (2); PSYC (2); MEDI (2),
281,Lai,Constantine,Western University,9-s2.0-56839359800,56839359800,,PSYC (4); SOCI (1),affiliation not in list
282,Laidlaw,Jennifer M.,University of Dundee School of Medicine,9-s2.0-7006023869,7006023869,,MEDI (36); SOCI (35); NURS (23),multiple profiles; affiliation not in list
283,Lam,Raymond W.,The University of British Columbia,9-s2.0-21742966400,21742966400,0000-0001-7142-4669,MEDI (686); NEUR (198); PSYC (130),multiple profiles; 
284,LaMarre,Amanda K.,"University of California, San Francisco",9-s2.0-7004646737,7004646737,,MEDI (17); NEUR (4); BIOC (4),affiliation not in list
285,Lament,Richard,The University of British Columbia,9-s2.0-57191807707,57191807707,,PHAR (1); MEDI (1),
286,Lane,Carol Myhill,Cardiff &amp; Vale University Health Board,9-s2.0-7101975447,7101975447,,MEDI (83); BIOC (27); NEUR (18),multiple profiles; affiliation not in list
287,Lange,Rael T.,Defense Health Agency,9-s2.0-9277122500,9277122500,,MEDI (251); PSYC (131); NEUR (45),multiple profiles; affiliation not in list
288,Langheimer,Verena,"University of British Columbia, Faculty of Medicine",9-s2.0-56841650700,56841650700,,MEDI (3); MULT (1),
289,Langill,Michelle,Washington State University Pullman,9-s2.0-15063008200,15063008200,,NEUR (1); PSYC (1),affiliation not in list
290,Lari,Harris,University of Alberta,9-s2.0-14048779900,14048779900,,MEDI (5); NEUR (2),multiple profiles; affiliation not in list
291,Lau,Mark A.,The University of British Columbia,9-s2.0-7102344927,7102344927,,PSYC (38); MEDI (25); SOCI (3),multiple profiles; 
292,Lawrence,Julie A.,University of Otago,9-s2.0-28167488500,28167488500,,MEDI (28); NURS (12); SOCI (8),multiple profiles; affiliation not in list
293,Lax,Stuart A.,Princess Margaret Cancer Centre,9-s2.0-7004374585,7004374585,,MEDI (5); PHYS (1),multiple profiles; affiliation not in list
294,Lazar,Susan Gaber,American College of Psychiatrists,9-s2.0-7005489226,7005489226,,MEDI (21); PSYC (16); SOCI (1),affiliation not in list
295,Lee,Jerome E.,"ArcherDX, Inc.",9-s2.0-37960968100,37960968100,,BIOC (14); AGRI (4); MEDI (3),multiple profiles; affiliation not in list
296,Lee,Harrison H.,New York Eye and Ear Infirmary,9-s2.0-57203887974,57203887974,,MEDI (19),multiple profiles; affiliation not in list
297,Lee,Danny Wai Hung,North District Hospital Hong Kong,9-s2.0-32767478400,32767478400,,MEDI (55); HEAL (1); NURS (1),multiple profiles; affiliation not in list
298,Leising,Julie,The University of British Columbia,9-s2.0-57222409019,57222409019,,MEDI (4),
299,Leong,Kawai,Harvard Medical School,9-s2.0-57203193838,57203193838,,BIOC (15); MEDI (9); COMP (2),multiple profiles; affiliation not in list
300,Leung,Aldrich,The University of British Columbia,9-s2.0-57191493038,57191493038,,MEDI (2); PSYC (1),multiple profiles; 
301,Levin,Alexander,Max Planck Institute for Molecular Genetics,9-s2.0-8043649000,8043649000,,BIOC (2); COMP (2),multiple profiles; affiliation not in list
302,Levy,Mark J.,University of Virginia,9-s2.0-7404616692,7404616692,,BIOC (3); CENG (2); CHEM (1),multiple profiles; affiliation not in list
303,Lewis,Jennifer E.,"University of South Florida, Tampa",9-s2.0-57208764910,57208764910,,SOCI (43); CHEM (32); BIOC (11),multiple profiles; affiliation not in list
304,Li,Jennifer S.,Duke University Medical Center,9-s2.0-35318086600,35318086600,,MEDI (435); BIOC (20); PHAR (10),multiple profiles; affiliation not in list
